step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R11626];[K22011];[4.99.1.11];[C00080, C05778, C19609, C21510];[]
2;[R11627];[K22012];[6.3.5.12];[C00001, C00002, C00008, C00009, C00025, C00064, C21510, C21511];[]
3;[R11628];[K21610, K21611];[6.3.3.7];[C00001, C00002, C00008, C00009, C00028, C00030, C21511, C21512];[]
4;[R11629];[K21612];[6.4.1.9];[C00002, C00008, C00009, C05777, C21512];[]
