step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01731];[K00832, K15849];[2.6.1.57, 2.6.1.78];[C00036, C00049, C00254, C00826];[]
2;[R00732];[K00220, K24018];[1.3.1.43, 1.3.1.79];[C00003, C00004, C00011, C00080, C00082, C00826];[]
3;[R00733];[K15226, K15227];[1.3.1.78, 1.3.1.79];[C00005, C00006, C00011, C00080, C00082, C00826];[]
