step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00832];[K00673];[2.3.1.109];[C00010, C00062, C00091, C03296];[]
2;[R04189];[K01484];[3.5.3.23];[C00001, C00011, C00014, C03296, C03415];[]
3;[R04217];[K00840];[2.6.1.81];[C00025, C00026, C03415, C05932];[]
4;[R05049];[K06447];[1.2.1.71];[C00001, C00003, C00004, C00080, C05931, C05932];[]
5;[R00411];[K05526];[3.5.1.96];[C00001, C00025, C00042, C05931];[]
