step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R03303];[K00455];[1.13.11.15];[C00007, C01161, C04642];[]
2;[R04418];[K00151, K10219];[1.1.1.312, 1.2.1.60];[C00001, C00003, C00004, C00080, C04186, C04642];[]
3;[R04379];[K01826];[5.3.3.10];[C04052, C04186];[]
4;[R04380];[K05921];[4.1.1.68];[C00011, C04052, C05600];[]
5;[R04134];[K05921];[];[C03063, C05600];[]
