step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05620];[K04116];[];[C00002, C00010, C00013, C00020, C09822, C09823];[]
2;[R05619];[K04117];[];[C00028, C00030, C09811, C09823];[]
3;[R05600];[K07534];[];[C00001, C09811, C09812];[]
4;[R05582];[K07535];[];[C00003, C00004, C00080, C09812, C09813];[]
5;[R05592];[K07536];[];[C00001, C01063, C09813];[]
