step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00345];[K01595];[4.1.1.31];[C00001, C00009, C00011, C00036, C00074];[]
2;[R00342];[K00024, K00025, K00026];[1.1.1.299, 1.1.1.37];[C00003, C00004, C00036, C00080, C00149];[]
