step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01454];[K00498];[1.14.15.6];[C00001, C00007, C00080, C00187, C00662, C00667, C05500];[]
2;[R04854];[K00498];[1.14.15.6];[C00001, C00007, C00080, C00662, C00667, C05500, C05501];[]
3;[R02723];[K00498];[1.14.15.6];[C00001, C00007, C00080, C00187, C00662, C00667, C05502];[]
4;[R04855];[K00498];[1.14.15.6];[C00001, C00007, C00080, C00662, C00667, C05501, C05502];[]
5;[R03933];[K00498];[1.14.15.6];[C00001, C00007, C00080, C00662, C00667, C01953, C02373, C05501];[]
6;[R02216];[K00070];[1.1.1.145, 5.3.3.1];[C00003, C00004, C00080, C00410, C01953];[]
