step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00529];[K00955, K00956, K00957, K00958, K13811];[2.7.7.4];[C00002, C00013, C00059, C00224];[]
2;[R08553];[K00394, K00395];[1.8.99.2];[C00016, C00020, C00094, C00224, C01352];[]
3;[R00861];[K11180, K11181];[1.8.99.5];[C00001, C00028, C00030, C00080, C00094, C00283, C02315, C02582];[]
