step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R06699];[K15968];[4.2.1.154];[C00001, C12366, C12367];[]
2;[R06700];[K15969];[1.13.12.21];[C00001, C00007, C12367, C12368];[]
3;[R06701];[K15886];[];[C12368, C12369];[]
4;[R06702];[K15970];[];[C12369, C12370];[]
5;[R06703];[K15971];[];[C00019, C00021, C12370, C12371];[]
6;[R06704];[K15972];[1.14.13.200];[C00001, C00001, C00005, C00006, C00007, C00080, C06801, C12371];[]
7;[R06713];[K15971];[];[C00019, C00021, C12369, C12378];[]
8;[R10954];[K15972];[1.14.13.200];[C00001, C00001, C00005, C00006, C00007, C00080, C12378, C12379];[]
