step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R02328];[K00973, K23144];[2.7.7.24];[C00013, C00103, C00459, C00842];[]
2;[R06513];[K01710];[4.2.1.46];[C00001, C00842, C11907];[]
3;[R06514];[K01790, K23987];[5.1.3.13];[C00688, C11907];[]
4;[R02777];[K00067, K23987];[1.1.1.133];[C00005, C00006, C00080, C00688, C03319];[]
