step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01513];[K00058];[1.1.1.95];[C00003, C00004, C00080, C00197, C03232];[]
2;[R04173];[K00831];[2.6.1.52];[C00025, C00026, C01005, C03232];[]
3;[R00582];[K01079, K02203, K22305];[3.1.3.3];[C00001, C00009, C00065, C01005];[]
