step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00565];[K00613];[2.1.4.1];[C00037, C00062, C00077, C00581];[]
2;[R01883];[K00542];[2.1.1.2];[C00019, C00021, C00300, C00581];[]
3;[R01881];[K00933];[2.7.3.2];[C00002, C00008, C00300, C02305];[]
4;[R07420];[];[];[C00009, C00791, C02305];[]
