step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00428];[K01495, K09007, K22391];[3.5.4.16];[C00001, C00044, C05922];[]
2;[R05046];[K01495, K09007, K22391];[3.5.4.16];[C00001, C00058, C05922, C05923];[]
3;[R05048];[K01495, K09007, K22391];[3.5.4.16];[C05923, C06148];[]
4;[R04639];[K01495, K09007, K22391];[3.5.4.16];[C00001, C04895, C06148];[]
5;[R04286];[K01737, K22101];[4.2.3.12];[C00536, C03684, C04895];[]
6;[R09990];[K17745];[1.1.1.325];[C00005, C00006, C00080, C03684, C20264];[]
