step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00730];[K13027];[1.14.14.36];[C00001, C00007, C00082, C03004, C03024, C03161];[]
2;[R04460];[K13027];[1.14.14.36];[C00001, C00007, C03004, C03024, C03161, C15503];[]
3;[R07190];[K13027];[1.14.14.36];[C00001, C00011, C04350, C15503];[]
4;[R05728];[K13029];[1.14.14.37];[C00001, C00007, C03024, C03161, C03742, C04350];[]
5;[R04296];[K13030];[2.4.1.85];[C00015, C00029, C03742, C05143];[]
