step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05621];[K05549, K05550, K05784];[1.14.12.10];[C00003, C00004, C00007, C00080, C00180, C06321];[]
2;[R00813];[K05783];[1.3.1.25];[C00003, C00004, C00011, C00080, C00090, C06321];[]
3;[R05290];[K05549, K05550, K05784];[];[C00003, C00004, C00007, C00080, C01454, C06729];[]
4;[R05292];[K05783];[1.3.1.67];[C00003, C00004, C00011, C00080, C06729, C06730];[]
5;[R05428];[K05549, K05550, K05784];[];[C00003, C00004, C00007, C00080, C06731, C07215];[]
6;[R05314];[K05783];[1.3.1.68];[C00003, C00004, C00011, C00080, C02923, C06731];[]
7;[R05665];[K05549, K05550, K05784];[];[C00003, C00004, C00007, C00080, C06720, C07211];[]
8;[R05309];[K05783];[];[C00003, C00004, C00011, C00080, C02923, C06720];[]
