step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00289];[K00963, K12447, K22920];[2.7.7.64, 2.7.7.9];[C00013, C00029, C00075, C00103];[]
2;[R00286];[K00012];[1.1.1.22];[C00001, C00003, C00004, C00029, C00080, C00167];[]
3;[R01383];[K00699];[2.4.1.17];[C00015, C00167, C01335, C03033];[]
4;[R01478];[K01195, K14756];[3.2.1.31];[C00001, C00069, C00191, C03033];[]
5;[R01481];[K00002];[1.1.1.19, 1.1.1.2];[C00005, C00006, C00080, C00191, C00800];[]
6;[R02933];[K01053];[3.1.1.17, 3.1.1.25];[C00001, C00800, C01040];[]
7;[R03184];[K00103];[1.1.3.8];[C00007, C00027, C01040, C03289];[]
8;[R00647];[K00103];[1.1.3.8];[C00072, C03289];[]
