step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00259];[K00618, K00619, K00620, K11067, K14681, K14682, K22476, K22477, K22478];[2.3.1.1];[C00010, C00024, C00025, C00624];[]
2;[R02649];[K00930, K12659, K22478];[2.7.2.8];[C00002, C00008, C00624, C04133];[]
3;[R03443];[K00145, K12659];[1.2.1.38];[C00005, C00006, C00009, C00080, C01250, C04133];[]
4;[R02283];[K00818, K00821];[2.6.1.11];[C00025, C00026, C00437, C01250];[]
5;[R00669];[K01438, K14677];[3.5.1.14, 3.5.1.16];[C00001, C00033, C00077, C00437];[]
6;[R02282];[K00620];[2.3.1.35];[C00025, C00077, C00437, C00624];[]
