step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05598];[K07540];[4.1.99.11];[C00122, C01455, C09816];[]
2;[R05588];[K07543, K07544];[2.8.3.15];[C00042, C00091, C09816, C09817];[]
3;[R05584];[K07545];[1.3.8.3];[C04253, C04570, C09817, C09818];[]
4;[R05599];[K07546];[];[C00001, C09818, C09819];[]
5;[R05575];[K07547, K07548];[1.1.1.35];[C00003, C00004, C00080, C09819, C09820];[]
6;[R05587];[K07549, K07550];[];[C00010, C00091, C00512, C09820];[]
