step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01523];[K00855];[2.7.1.19];[C00002, C00008, C00199, C01182];[]
2;[R00024];[K01601, K01602];[4.1.1.39];[C00001, C00011, C00197, C01182];[]
3;[R01512];[K00927];[2.7.2.3];[C00002, C00008, C00197, C00236];[]
4;[R01061];[K00134, K00150, K10705];[1.2.1.12, 1.2.1.59];[C00003, C00004, C00009, C00080, C00118, C00236];[]
5;[R01063];[K00150, K05298];[1.2.1.13, 1.2.1.59];[C00005, C00006, C00009, C00080, C00118, C00236];[]
