step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05518];[K16435];[4.2.1.159];[C00001, C06620, C11907];[]
2;[R11051];[K13315];[];[C00005, C00006, C00080, C06620, C11928];[]
3;[R06433];[K16438];[];[C11927, C11928];[]
4;[R11041];[K19856];[];[C00019, C00021, C11927, C21071];[]
5;[R11042];[K19857];[];[C11921, C21071];[]
