step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R02213];[K00513];[1.14.14.16];[C00001, C00007, C00410, C03024, C03161, C03205];[]
2;[R03851];[K00497, K07433];[1.14.15.4];[C00001, C00007, C00080, C00138, C00139, C02140, C03205];[]
3;[R03262];[K07433];[1.14.15.4, 1.14.15.5];[C00001, C00007, C00080, C00662, C00667, C01124, C02140];[]
4;[R03263];[K07433];[1.14.15.4, 1.14.15.5];[C00001, C00007, C00662, C00667, C01124, C01780];[]
