step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R09327];[K15941];[1.13.12.22];[C00001, C00007, C12416, C18629];[]
2;[R06675];[K15942];[];[C00019, C00021, C12415, C12416];[]
3;[R09328];[K15943];[5.5.1.26];[C12415, C18630];[]
4;[R09329];[K15944];[];[C00005, C00006, C00080, C18630, C18631];[]
5;[R06679];[K15941];[];[C00001, C00007, C12420, C12421];[]
6;[R06680];[K15942];[2.1.1.288];[C00019, C00021, C12421, C12422];[]
7;[R06681];[K15943];[5.5.1.23];[C12422, C12423];[]
8;[R06682];[K15944];[1.1.1.362];[C00005, C00006, C00080, C12423, C12424];[]
