step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R06424];[K19853];[5.3.2.4];[C11907, C11908];[]
2;[R06423];[K19854];[2.6.1.89];[C00025, C00026, C11908, C11925];[]
3;[R06439];[K13307];[2.1.1.235];[C00019, C00021, C00080, C11925, C11933];[]
