step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R07676];[K18106, K19634, K19642];[1.1.1.365];[C00005, C00006, C00080, C00333, C15930];[]
2;[R10565];[K18106];[];[C00003, C00004, C00080, C00333, C15930];[]
3;[R10532];[K18102];[4.2.1.146];[C00001, C15930, C20680];[]
4;[R10550];[K18103];[4.1.2.54];[C00022, C02426, C20680];[]
5;[R10563];[K18107];[1.1.1.372];[C00005, C00006, C00080, C00116, C02426];[]
