step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00529];[K00955, K00956, K00957, K00958, K13811];[2.7.7.4];[C00002, C00013, C00059, C00224];[]
2;[R00509];[K00860, K00955, K13811];[2.7.1.25];[C00002, C00008, C00053, C00224];[]
3;[R02021];[K00390];[1.8.4.8];[C00053, C00054, C00094, C00342, C00343];[]
4;[R00858];[K00380, K00381, K00385, K16950, K16951];[1.8.1.2];[C00001, C00005, C00006, C00080, C00094, C00283];[]
5;[R00859];[K00392];[1.8.7.1];[C00001, C00080, C00094, C00138, C00139, C00283];[]
