step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R02968];[K14578, K14579, K14580, K14581];[1.14.12.12];[C00003, C00004, C00007, C00080, C00829, C04314];[]
2;[R04115];[K14582];[1.3.1.29];[C00003, C00004, C00080, C03012, C04314];[]
3;[R04117];[K14583];[1.13.11.56];[C00007, C03012, C06204];[]
4;[R05137];[K14584];[5.99.1.4];[C06203, C06204];[]
5;[R05136];[K14585];[4.1.2.45];[C00001, C00022, C06202, C06203];[]
6;[R02941];[K00152];[1.2.1.65];[C00001, C00003, C00004, C00080, C00805, C06202];[]
