step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R11366];[K21181];[5.4.3.6];[C00082, C21308];[]
2;[R11367];[K21182];[];[C00002, C00013, C00020, C21097, C21308, C21309];[]
3;[R11369];[K21188];[];[C21309, C21311];[]
