step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00177];[K00789];[2.5.1.6];[C00001, C00002, C00009, C00013, C00019, C00073];[]
2;[R10404];[K17462];[];[C00019, C00021];[]
3;[R00194];[K01243, K18284];[3.2.2.9];[C00001, C00021, C00147, C03539];[]
4;[R01291];[K07173];[4.4.1.21];[C00155, C03539, C11838];[]
5;[R10305];[K17216];[2.5.1.134];[C00033, C00155, C00979, C02291];[]
6;[R01001];[K01758, K17217];[4.4.1.1];[C00001, C00014, C00097, C00109, C02291];[]
