step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00551];[K01476];[3.5.3.1];[C00001, C00062, C00077, C00086];[]
2;[R00670];[K01581];[4.1.1.17];[C00011, C00077, C00134];[]
