step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00149];[K01948];[6.3.4.16];[C00001, C00002, C00008, C00009, C00011, C00014, C00169];[]
2;[R01398];[K00611];[2.1.3.3];[C00009, C00077, C00169, C00327];[]
3;[R01954];[K01940];[6.3.4.5];[C00002, C00013, C00020, C00049, C00327, C03406];[]
4;[R01086];[K01755, K14681];[4.3.2.1];[C00062, C00122, C03406];[]
5;[R00551];[K01476];[3.5.3.1];[C00001, C00062, C00077, C00086];[]
