step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R02860];[K19818, K19819, K19820];[1.5.99.4];[C00001, C00028, C00030, C01056, C16150];[]
2;[R11048];[K19826];[1.5.3.5];[C00007, C00027, C01056, C21075];[]
3;[R07946];[K19818, K19819, K19820];[1.5.99.4];[C00001, C00028, C00030, C03043, C16150];[]
4;[R11050];[K19890];[1.5.3.6];[C00007, C00027, C03043, C21075];[]
5;[R11049];[];[1.5.3.5, 1.5.3.6];[C00001, C01297, C21075];[]
6;[R07514];[K19185, K19186, K19187];[1.5.99.14];[C00001, C00028, C00030, C01297, C15986];[]
7;[R07515];[K19188];[3.7.1.19];[C00001, C03056, C15986, C15987];[]
8;[R10101];[K20155];[1.5.3.21];[C00001, C00007, C00027, C00218, C00232, C15987];[]
