step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R02211];[K00512];[1.14.14.19];[C00001, C00007, C00410, C01176, C03024, C03161];[]
2;[R03326];[K00513];[1.14.14.16];[C00001, C00007, C01176, C03024, C03161, C05488];[]
3;[R02843];[K00497, K07433];[1.14.15.4];[C00001, C00007, C00080, C00138, C00139, C00735, C05488];[]
4;[R02834];[K00071];[];[C00003, C00004, C00080, C00735, C00762];[]
5;[R02836];[K15680];[1.1.1.146];[C00005, C00006, C00080, C00735, C00762];[]
