step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R02794];[K08748];[6.2.1.7];[C00002, C00010, C00013, C00020, C00695, C01794];[]
2;[R03720];[K00659];[2.3.1.65];[C00010, C00245, C01794, C05122];[]
3;[R03718];[K00659];[2.3.1.65];[C00010, C00037, C01794, C01921];[]
