step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00894];[K01919, K06048, K11204, K11205];[6.3.2.2];[C00002, C00008, C00009, C00025, C00097, C00669];[]
2;[R00497];[K01920, K21456];[6.3.2.3];[C00002, C00008, C00009, C00037, C00051, C00669];[]
