step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05518];[K16435];[4.2.1.159];[C00001, C06620, C11907];[]
2;[R05526];[K13327];[1.1.1.384];[C00005, C00006, C00080, C06620, C11922];[]
3;[R08930];[K13328];[4.2.1.164];[C00001, C00080, C00138, C00139, C11922, C18032];[]
4;[R08931];[K13329];[2.6.1.110];[C00025, C00026, C18032, C18033];[]
5;[R08932];[K13330];[2.1.1.324];[C00019, C00021, C18033, C18034];[]
