id	koNumbers	ecNumbers	superkingdom	kingdom	phylum	class	order	family	genus	species	description	BGP_02_T1_Ext1
Y778_AERPE Putative HTH-type transcriptional regulatory protein APE_0778 OS=Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1) GN=APE_0778 PE=3 SV=1	K07728	-	Archaea	Unknown	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Aeropyrum	Aeropyrum pernix	-	1
