stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;pectate lyase	 polygalacturonic transeliminase	 pectic acid transeliminase	 polygalacturonate lyase	 endopectin methyltranseliminase	 pectate transeliminase	 endogalacturonate transeliminase	 pectic acid lyase	 pectic lyase	 alpha-1,4-D-endopolygalacturonic acid lyase	 PGA lyase	 PPase-N	 endo-alpha-1,4-polygalacturonic acid lyase	 polygalacturonic acid lyase	 pectin trans-eliminase	 Polygalacturonic acid trans-eliminase U00000;;4.2.2.2;;;;irreversible;;0;0;;;pectate lyase;;true
