stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;chondroitin-sulfate-ABC endolyase	 chondroitinase (ambiguous)	 chondroitin ABC eliminase (ambiguous)	 chondroitinase ABC (ambiguous)	 chondroitin ABC lyase (ambiguous)	 chondroitin sulfate ABC lyase (ambiguous)	 ChS ABC lyase (ambiguous)	 chondroitin sulfate ABC endoeliminase	 chondroitin sulfate ABC endolyase	 ChS ABC lyase I U00000;;4.2.2.20;;;;irreversible;;0;0;;;chondroitin-sulfate-ABC endolyase;;true
