stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;oligogalacturonide lyase	 oligogalacturonate lyase	 unsaturated oligogalacturonate transeliminase	 OGTE U00000;;4.2.2.6;;;;irreversible;;0;0;;;oligogalacturonide lyase;;true
