stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;hyaluronate lyase	 hyaluronidase (ambiguous)	 glucuronoglycosaminoglycan lyase (ambiguous)	 spreading factor	 mucinase (ambiguous) U00000;;4.2.2.1;;;;irreversible;;0;0;;;hyaluronate lyase;;true
