kegg_compound	bigg_id	universal_bigg_id
C00237	co_e	co
C03926	3ddgc_c	3ddgc
C20352	decdpr_tb_c	decdpr_tb
C11539	copre3_c	copre3
C00504	fol_c	fol
C01904	abt__D_c	abt__D
C00969	3hppnl_c	3hppnl
C01089	bhb_p	bhb
C00691	2ins_c	2ins
C04287	dkdi_c	dkdi
C06891	dkdi_c	dkdi
C01142	36dahx_c	36dahx
C16243	codscl5b_c	codscl5b
C19806	tcb_c	tcb
C01861	tton_p	tton
C21117	ahop_c	ahop
C06142	btoh_c	btoh
C09816	bzsucc_c	bzsucc
C09818	phitcoa_c	phitcoa
C02451	pt2coa_c	pt2coa
C02331	vaccoa_c	vaccoa
C08262	3mb_e	3mb
C00556	bzalc_e	bzalc
C03485	bzalc_e	bzalc
C17467	4hba_p	4hba
C06142	btoh_p	btoh
C00803	pta_p	pta
C05577	34dhmald_c	34dhmald
C00486	bilirub_c	bilirub
C00007	o2_u	o2
C02880	pchlld_c	pchlld
C15883	23dmphol_c	23dmphol
C11830	omppp9_c	omppp9
C05430	zcarote_c	zcarote
C02483	gtocophe_c	gtocophe
C02477	avite1_c	avite1
C00288	hco3_p	hco3
C01353	hco3_p	hco3
C06309	dpterol_c	dpterol
C05581	3mox4hpac_c	3mox4hpac
C05639	46dhoxquin_c	46dhoxquin
C05634	5hoxindact_c	5hoxindact
C00060	Rtotal3_c	Rtotal3
C00162	Rtotal3_c	Rtotal3
C02403	Rtotal3_c	Rtotal3
C01996	ach_c	ach
C00072	ascb__L_c	ascb__L
C20364	ascb__L_c	ascb__L
C00461	chtn_c	chtn
C00165	dag_hs_c	dag_hs
C00641	dag_hs_c	dag_hs
C13650	debrisoquine_c	debrisoquine
C01227	dhea_c	dhea
C03758	dopa_c	dopa
C00468	estrone_c	estrone
C01040	gullac_c	gullac
C00909	leuktrA4_c	leuktrA4
C00218	mma_c	mma
C02723	nmptrc_c	nmptrc
C05589	normete__L_c	normete__L
C00350	pe_hs_c	pe_hs
C02110	retinal_11_cis_c	retinal_11_cis
C00777	retn_c	retn
C00483	tym_c	tym
C02225	2mcit_e	2mcit
C05576	34dhoxpeg_e	34dhoxpeg
C01205	3aib_e	3aib
C03479	5fthf_e	5fthf
C00440	5mthf_e	5mthf
C06425	arach_e	arach
C05466	gdchola_e	gdchola
C00708	i_e	i
C05590	i_e	i
C02452	perillyl_e	perillyl
C02059	phllqne_e	phllqne
C00473	retinol_e	retinol
C17276	retinol_e	retinol
C11499	sl__L_e	sl__L
C00780	srtn_e	srtn
C00101	thf_e	thf
C03028	thmtp_e	thmtp
C00942	35cgmp_g	35cgmp
C04750	T_antigen_g	T_antigen
C04776	T_antigen_g	T_antigen
C04387	Tn_antigen_g	Tn_antigen
C01132	acgal_g	acgal
C00243	lcts_g	lcts
C01970	lcts_g	lcts
C00105	ump_g	ump
C00234	10fthf_l	10fthf
C00060	Rtotal_l	Rtotal
C00162	Rtotal_l	Rtotal
C02403	Rtotal_l	Rtotal
C00140	acgam_l	acgam
C00270	acnam_l	acnam
C19910	acnam_l	acnam
C00020	amp_l	amp
C00187	chsterol_l	chsterol
C00055	cmp_l	cmp
C00010	coa_l	coa
C00881	dcyt_l	dcyt
C00362	dgmp_l	dgmp
C00364	dtmp_l	dtmp
C00067	fald_l	fald
C00031	glc__D_l	glc__D
C00191	glcur_l	glcur
C00025	glu__L_l	glu__L
C00302	glu__L_l	glu__L
C00387	gsn_l	gsn
C00518	ha_l	ha
C00148	pro__L_l	pro__L
C16435	pro__L_l	pro__L
C00059	so4_l	so4
C00015	udp_l	udp
C00203	udpacgal_l	udpacgal
C00299	uri_l	uri
C03344	2maacoa_m	2maacoa
C01144	3hbcoa_m	3hbcoa
C01188	3hmp_m	3hmp
C05528	3spyr_m	3spyr
C01042	Nacasp_m	Nacasp
C00179	agm_m	agm
C00877	b2coa_m	b2coa
C00169	cbp_m	cbp
C00187	chsterol_m	chsterol
C00791	creat_m	creat
C00881	dcyt_m	dcyt
C00362	dgmp_m	dgmp
C01345	ditp_m	ditp
C01026	dmgly_m	dmgly
C00364	dtmp_m	dtmp
C01346	dudp_m	dudp
C00526	duri_m	duri
C00067	fald_m	fald
C00818	glcr_m	glcr
C00064	gln__L_m	gln__L
C00303	gln__L_m	gln__L
C03287	glu5p_m	glu5p
C00116	glyc_m	glyc
C02835	im4ac_m	im4ac
C05130	im4act_m	im4act
C00937	lald__D_m	lald__D
C00704	o2s_m	o2s
C01944	occoa_m	occoa
C00154	pmtcoa_m	pmtcoa
C00536	pppi_m	pppi
C00134	ptrc_m	ptrc
C11378	q10_m	q10
C00059	so4_m	so4
C00412	stcoa_m	stcoa
C00015	udp_m	udp
C00299	uri_m	uri
C00942	35cgmp_n	35cgmp
C04895	ahdt_n	ahdt
C00120	btn_n	btn
C00475	cytd_n	cytd
C00131	datp_n	datp
C00286	dgtp_n	dgtp
C00459	dttp_n	dttp
C00460	dutp_n	dutp
C01185	nicrnt_n	nicrnt
C11526	ppmi12346p_n	ppmi12346p
C05691	seasmet_n	seasmet
C00021	ahcys_r	ahcys
C00002	atp_r	atp
C00486	bilirub_r	bilirub
C00165	dag_hs_r	dag_hs
C00641	dag_hs_r	dag_hs
C01227	dhea_r	dhea
C00468	estrone_r	estrone
C00346	ethamp_r	ethamp
C00058	for_r	for
C01040	gullac_r	gullac
C00909	leuktrA4_r	leuktrA4
C00132	meoh_r	meoh
C00350	pe_hs_r	pe_hs
C00013	ppi_r	ppi
C00777	retn_r	retn
C15519	xol25oh_r	xol25oh
C01110	5a2opntn_x	5a2opntn
C03239	6a2ohxnt_x	6a2ohxnt
C00133	ala__D_x	ala__D
C00792	arg__D_x	arg__D
C00111	dhap_x	dhap
C00168	hpyr_x	hpyr
C00683	mmcoa__S_x	mmcoa__S
C01330	na1_x	na1
C00213	sarcs_x	sarcs
C05122	tchola_x	tchola
C00450	thp2c_x	thp2c
C00366	urate_x	urate
C00810	actn__R_e	actn__R
C16598	Rh3cit_c	Rh3cit
C06551	atrz_c	atrz
C20582	h3acon_C_c	h3acon_C
C01438	ch4_c	ch4
C18802	h4spt_c	h4spt
C00543	dma_e	dma
C00954	ind3ac_e	ind3ac
C01630	xylb_c	xylb
C00327	citr__L_e	citr__L
C05898	uaagmda_e	uaagmda
C00348	udcpp_e	udcpp
C00234	10fthf_h	10fthf
C14762	13Shocdcy1829Z11Ea_c	13Shocdcy1829Z11Ea
C01234	1acpc_c	1acpc
C21484	1agpe180_c	1agpe180
C06142	1btol_c	1btol
C01302	2cpr5p_h	2cpr5p
C00966	2dhp_n	2dhp
C05350	2h34hppr_c	2h34hppr
C00109	2obut_h	2obut
C00631	2pg_f	2pg
C00631	2pg_h	2pg
C00631	2pg_m	2pg
C05262	3hddcoa_m	3hddcoa
C05268	3hhcoa_m	3hhcoa
C04181	3hmoa_h	3hmoa
C14463	3hmop_h	3hmop
C05259	3ohdcoa_m	3ohdcoa
C05261	3otdcoa_m	3otdcoa
C05528	3spyr_h	3spyr
C01157	4hpro_LT_g	4hpro_LT
C03651	4hpro_LT_g	4hpro_LT
C00233	4mop_h	4mop
C01268	5apru_h	5apru
C07649	5flura_c	5flura
C01756	6mpur_e	6mpur
C02380	6mpur_e	6mpur
C01236	6pgl_h	6pgl
C16618	6txan5mp_c	6txan5mp
C00024	accoa_h	accoa
C00498	adpglc_h	adpglc
C06010	alac__S_h	alac__S
C00499	alltt_m	alltt
C00019	amet_g	amet
C00020	amp_h	amp
C00152	asn__L_x	asn__L
C16438	asn__L_x	asn__L
C00049	asp__L_h	asp__L
C16433	asp__L_h	asp__L
C00441	aspsa_h	aspsa
C05914	bathorhodopsin_s	bathorhodopsin
C08591	bcryptox_u	bcryptox
C01089	bhb_x	bhb
C00436	Ncbmpts_n	Ncbmpts
C00169	cbp_h	cbp
C05306	cholphya_h	cholphya
C05307	chlb_u	chlb
C00055	cmp_h	cmp
C00010	coa_h	coa
C05768	cpppg1_h	cpppg1
C15981	crpxan_u	crpxan
C00063	ctp_h	ctp
C06110	cytP450r_h	cytP450r
C15556	db4p_h	db4p
C08586	dcaro_h	dcaro
C01832	ddcacoa_m	ddcacoa
C04332	dmlz_h	dmlz
C00856	dnac_n	dnac
C11832	dvchlda_h	dvchlda
C05400	epm_h	epm
C00469	etoh_h	etoh
C01352	fadh2_h	fadh2
C05378	fdp_B_c	fdp_B
C00138	fdxrd_h	fdxrd
C00138	fdxrd_m	fdxrd
C14819	fe3_h	fe3
C04376	fgam_h	fgam
C04376	fgam_m	fgam
C00125	ficytc_h	ficytc
C00923	ficytc_h	ficytc
C01070	ficytc_h	ficytc
C00058	for_x	for
C00488	frmd_x	frmd
C02336	fru_B_h	fru_B
C00103	g1p_h	g1p
C00118	g3p_f	g3p
C00661	g3p_f	g3p
C00118	g3p_h	g3p
C00661	g3p_h	g3p
C00118	g3p_m	g3p
C00661	g3p_m	g3p
C00668	g6p_A_h	g6p_A
C03838	gar_h	gar
C03838	gar_m	gar
C05435	gcarote_u	gcarote
C00035	gdp_h	gdp
C00353	ggdp_h	ggdp
C00267	Glc_aD_c	Glc_aD
C00064	gln__L_h	gln__L
C00303	gln__L_h	gln__L
C03741	glu1sa_h	glu1sa
C00025	glu__L_h	glu__L
C00302	glu__L_h	glu__L
C00577	glyald_h	glyald
C00116	glyc_h	glyc
C02412	glytrna_m	glytrna
C00127	gthox_h	gthox
C00051	gthrd_u	gthrd
C00884	hcarn_c	hcarn
C00860	histd_h	histd
C04144	hpglu_m	hpglu
C05271	hx2coa_x	hx2coa
C00311	icit_h	icit
C00407	ile__L_h	ile__L
C01267	imacp_h	imacp
C00186	lac__L_x	lac__L
C07073	lido_e	lido
C08601	lut_u	lut
C05432	lycop_h	lycop
C16561	meglyxyl_c	meglyxyl
C00445	methf_h	methf
C00305	mg2_h	mg2
C02170	mm_m	mm
C15882	2m6phol_h	2m6phol
C00546	mthgxl_x	mthgxl
C00004	nadh_f	nadh
C00004	nadh_h	nadh
C00006	nadp_s	nadp
C00006	nadp_u	nadp
C08606	neoxan_u	neoxan
C00088	no2_h	no2
C05276	oc2coa_m	oc2coa
C00209	oxa_m	oxa
C00522	pant__R_n	pant__R
C00053	paps_h	paps
C00053	paps_m	paps
C00074	pep_f	pep
C00074	pep_h	pep
C01102	phom_h	phom
C05797	phphtna_u	phphtna
C00154	pmtcoa_h	pmtcoa
C00254	pphn_h	pphn
C04896	prfp_h	prfp
C00894	prpncoa_n	prpncoa
C03428	psqldp_c	psqldp
C00134	ptrc_h	ptrc
C00022	pyr_f	pyr
C00022	pyr_h	pyr
C00376	retinal_s	retinal
C00473	retinol_s	retinol
C17276	retinol_s	retinol
C00794	sbt__D_h	sbt__D
C05699	selcyst_h	selcyst
C01528	seln_h	seln
C01528	seln_m	seln
C00065	ser__L_h	ser__L
C00716	ser__L_h	ser__L
C00748	sheme_h	sheme
C00315	spmd_h	spmd
C00315	spmd_m	spmd
C01613	stys_h	stys
C01118	suchms_h	suchms
C05273	td2coa_m	td2coa
C12673	tega_e	tega
C16221	toctd2eACP_h	toctd2eACP
C00343	trdox_h	trdox
C00342	trdrd_h	trdrd
C01642	trnagly_m	trnagly
C00015	udp_h	udp
C00935	udparab_c	udparab
C00029	udpg_h	udpg
C05766	uppg1_h	uppg1
C01051	uppg3_h	uppg3
C00655	xmp_m	xmp
C06098	zeax_u	zeax
C02354	23ccmp_c	23ccmp
C06194	23cgmp_c	23cgmp
C05984	2hbut_c	2hbut
C06193	3gmp_c	3gmp
C00679	5d4dglcr_c	5d4dglcr
C04053	5dh4dglcn_c	5dh4dglcn
C05539	acamoxm_c	acamoxm
C06735	amacald_c	amacald
C05945	argp_c	argp
C01558	bilea_e	bilea
C08275	djenk_c	djenk
C04574	dtpcudcpp_c	dtpcudcpp
C06231	ectoine_e	ectoine
C00125	ficytcc_c	ficytcc
C00923	ficytcc_c	ficytcc
C01070	ficytcc_c	ficytcc
C00126	focytcc_c	focytcc
C01071	focytcc_c	focytcc
C00257	glcn__D_c	glcn__D
C02037	glygly_c	glygly
C17714	hpa_c	hpa
C05123	istnt_c	istnt
C00725	lipt_c	lipt
C16241	lipt_c	lipt
C02989	metox_e	metox
C00803	pta_c	pta
C05778	srch_c	srch
C14179	sula_e	sula
C04373	ahandrostan_r	ahandrostan
C05839	bdg2hc_c	bdg2hc
C05587	3moxtyr_e	3moxtyr
C02630	2hog_m	2hog
C01179	34hpp_e	34hpp
C01013	3hpp_m	3hpp
C16216	3ohodcoa_l	3ohodcoa
C04352	4ppcys_m	4ppcys
C02528	C02528_c	C02528
C02528	C02528_r	C02528
C02528	C02528_x	C02528
C03577	C03577_x	C03577
C03958	C03958_e	C03958
C04308	C04308_c	C04308
C04308	C04308_r	C04308
C04805	C04805_m	C04805
C04849	C04849_c	C04849
C14808	C04849_c	C04849
C04849	C04849_r	C04849
C14808	C04849_r	C04849
C04849	C04849_x	C04849
C14808	C04849_x	C04849
C06199	C06199_g	C06199
C06314	C06314_c	C06314
C06314	C06314_r	C06314
C06314	C06314_x	C06314
C07486	C07486_c	C07486
C08276	C08276_c	C08276
C11821	C11821_c	C11821
C11821	C11821_x	C11821
C13856	C13856_g	C13856
C05961	CE0955_r	CE0955
C15560	CE1589_c	CE1589
C15560	CE1589_r	CE1589
C15560	CE1589_x	CE1589
C15668	CE1944_c	CE1944
C14828	CE2047_c	CE2047
C14828	CE2047_r	CE2047
C03852	CE2209_c	CE2209
C16217	CE2248_c	CE2248
C16217	CE2248_r	CE2248
C15855	CE2917_c	CE2917
C17335	CE3038_m	CE3038
C20157	CE3087_c	CE3087
C19697	CE4633_n	CE4633
C05958	CE4876_c	CE4876
C05958	CE4876_r	CE4876
C16530	CE5151_c	CE5151
C16530	CE5151_r	CE5151
C03264	CE5456_c	CE5456
C01392	CE5853_r	CE5853
C15647	CE5966_c	CE5966
C15647	CE5966_x	CE5966
C07338	CE6415_c	CE6415
C18175	CE7110_n	CE7110
C00252	HC00229_e	HC00229
C00628	HC00460_c	HC00460
C00884	HC00576_c	HC00576
C00940	HC00591_m	HC00591
C01210	HC00718_c	HC00718
C02512	HC00955_e	HC00955
C04079	HC01231_m	HC01231
C05379	HC01434_m	HC01434
C05923	HC01652_c	HC01652
C05993	HC01672_c	HC01672
C06114	HC01700_e	HC01700
C06148	HC01710_c	HC01710
C10905	HC01797_c	HC01797
C05963	HC02180_c	HC02180
C03990	HC02191_e	HC02191
C02592	HC02192_e	HC02192
C15557	HC02193_e	HC02193
C07880	HC02194_c	HC02194
C04685	HC02202_c	HC02202
C04685	HC02202_r	HC02202
C05953	HC02203_e	HC02203
C00959	HC02204_c	HC02204
C05955	HC02207_c	HC02207
C06438	HC02208_e	HC02208
C13802	HC02210_e	HC02210
C02314	HC02216_c	HC02216
C00612	N1aspmd_x	N1aspmd
C00033	ac_r	ac
C04677	aicar_e	aicar
C03201	ak2g_cho_c	ak2g_cho
C00108	anth_e	anth
C00072	ascb__L_r	ascb__L
C20364	ascb__L_r	ascb__L
C02477	avite1_r	avite1
C02862	c4crn_c	c4crn
C00076	ca2_r	ca2
C00695	cholate_m	cholate
C00588	cholp_e	cholp
C00698	cl_l	cl
C01327	cl_l	cl
C05980	clpn_cho_c	clpn_cho
C00195	crm_cho_l	crm_cho
C05422	dhdascb_m	dhdascb
C06127	digalsgalside_cho_g	digalsgalside_cho
C06126	digalside_cho_l	digalside_cho
C16528	docoscoa_c	docoscoa
C16528	docoscoa_x	docoscoa
C03758	dopa_x	dopa
C00882	dpcoa_e	dpcoa
C00363	dtdp_e	dtdp
C03272	gbside_cho_l	gbside_cho
C06133	gd3_cho_c	gd3_cho
C01190	gluside_cho_c	gluside_cho
C01190	gluside_cho_r	gluside_cho
C00577	glyald_m	glyald
C04248	gpail_cho_c	gpail_cho
C06138	gt1a_cho_c	gt1a_cho
C00027	h2o2_r	h2o2
C03227	hLkynr_m	hLkynr
C00080	h_im	h
C20826	ivcrn_c	ivcrn
C05868	m8mpdol_r	m8mpdol
C00083	malcoa_e	malcoa
C01330	na1_r	na1
C00088	no2_l	no2
C11554	pail34p_cho_n	pail34p_cho
C11556	pail35p_cho_g	pail35p_cho
C11556	pail35p_cho_n	pail35p_cho
C04549	pail3p_cho_c	pail3p_cho
C04549	pail3p_cho_r	pail3p_cho
C04637	pail45p_cho_g	pail45p_cho
C04637	pail45p_cho_n	pail45p_cho
C01277	pail4p_cho_n	pail4p_cho
C11557	pail5p_cho_c	pail5p_cho
C11557	pail5p_cho_r	pail5p_cho
C00157	pchol_cho_m	pchol_cho
C00012	peptide_c	peptide
C00344	pglyc_cho_e	pglyc_cho
C00154	pmtcoa_l	pmtcoa
C00119	prpp_n	prpp
C02737	ps_cho_e	ps_cho
C05698	selhcys_n	selhcys
C05824	slfcys_c	slfcys
C00750	sprm_x	sprm
C08278	subeac_c	subeac
C08278	subeac_x	subeac
C00422	tag_cho_c	tag_cho
C04737	thcrm_cho_c	thcrm_cho
C00052	udpgal_r	udpgal
C00086	urea_n	urea
C02530	xolest2_cho_c	xolest2_cho
C02266	xylnact__D_c	xylnact__D
C02483	gtocophe_r	gtocophe
C21382	mththf_e	mththf
C01438	ch4_p	ch4
C00366	urate_p	urate
C04575	23doguln_p	23doguln
C00001	h2o_cx	h2o
C01328	h2o_cx	h2o
C00988	2pglyc_cx	2pglyc
C00080	h_cx	h
C00197	3pg_cx	3pg
C18021	phphbda_c	phphbda
C03340	23dhdp_h	23dhdp
C00680	26dap__M_h	26dap__M
C04133	acg5p_h	acg5p
C00059	so4_h	so4
C00075	utp_h	utp
C03793	tmlys_m	tmlys
C01181	gbbtn_m	gbbtn
C16216	3ohodcoa_m	3ohodcoa
C00441	aspsa_m	aspsa
C05422	dhdascb_h	dhdascb
C05868	m8mpdol_c	m8mpdol
C04752	2mahmp_h	2mahmp
C01279	4ahmmp_h	4ahmmp
C00885	ichor_h	ichor
C02730	sucbz_x	sucbz
C03657	dhna_h	dhna
C04425	amob_m	amob
C01037	dann_m	dann
C00061	fmn_h	fmn
C03402	asntrna_h	asntrna
C01639	trnacys_h	trnacys
C03125	cystrna_h	cystrna
C00627	pdx5p_h	pdx5p
C05699	selcyst_m	selcyst
C13309	dmtphllqne_h	dmtphllqne
C00698	cl_h	cl
C01327	cl_h	cl
C00698	cl_m	cl
C01327	cl_m	cl
C01392	CE5853_c	CE5853
C02862	c4crn_x	c4crn
C00956	L2aadp_e	L2aadp
C00376	retinal_e	retinal
C02571	acrn_e	acrn
C00322	2oxoadp_e	2oxoadp
C02356	C02356_e	C02356
C02712	C02712_e	C02712
C05957	C05957_e	C05957
C11695	C11695_e	C11695
C14768	C14768_e	C14768
C14771	C14771_e	C14771
C08368	C14826_e	C14826
C14826	C14826_e	C14826
C05961	CE0955_c	CE0955
C20827	CE2028_e	CE2028
C00544	hgentis_e	hgentis
C00408	Lpipecol_e	Lpipecol
C01211	pcollg5hlys_e	pcollg5hlys
C01585	hxa_x	hxa
C05598	pheacgly_c	pheacgly
C00489	glutar_e	glutar
C00166	phpyr_e	phpyr
C05852	2hyoxplac_e	2hyoxplac
C04373	ahandrostan_c	ahandrostan
C05302	C05302_e	C05302
C05127	mhista_e	mhista
C18177	CE7090_e	CE7090
C00268	CE2705_e	CE2705
C02953	CE2705_e	CE2705
C05298	C05298_e	C05298
C15519	xol25oh_c	xol25oh
C00669	glucys_e	glucys
C00310	xylu__D_e	xylu__D
C01888	aact_e	aact
C00836	sphgn_e	sphgn
C01110	5a2opntn_c	5a2opntn
C00792	arg__D_c	arg__D
C00128	cmpacna_e	cmpacna
C01601	C01601_e	C01601
C05963	HC02180_r	HC02180
C02593	tdcoa_r	tdcoa
C16528	docoscoa_r	docoscoa
C16217	CE2248_x	CE2248
C16530	CE5151_x	CE5151
C00490	itacon_c	itacon
C00309	rbl__D_e	rbl__D
C00024	accoa_w	accoa
C00140	acgam_w	acgam
C06186	arbt_c	arbt
C00010	coa_w	coa
C06570	ttrcyc_c	ttrcyc
C00805	salc_e	salc
C04919	lipidA_e	lipidA
C04582	5mdru1p_e	5mdru1p
C00288	hco3_x	hco3
C01353	hco3_x	hco3
C00921	dhpt_e	dhpt
C03451	lgt__S_h	lgt__S
C00704	o2s_l	o2s
C00088	no2_m	no2
C00279	e4p_x	e4p
C05345	f6p_x	f6p
C00231	xu5p__D_x	xu5p__D
C00354	fdp_x	fdp
C00236	13dpg_x	13dpg
C00122	fum_x	fum
C00257	glcn__D_x	glcn__D
C01801	drib_x	drib
C00352	gam6p_x	gam6p
C05274	dccoa_m	dccoa
C00446	gal1p_x	gal1p
C03384	gal1p_x	gal1p
C00124	gal_x	gal
C00984	gal_x	gal
C00052	udpgal_x	udpgal
C00212	adn_x	adn
C00212	adn_r	adn
C00267	glc__aD_e	glc__aD
C00558	tagur_e	tagur
C01879	5oxpro_p	5oxpro
C01020	6hnac_p	6hnac
C00792	arg__D_p	arg__D
C00251	chor_p	chor
C00423	cinnm_e	cinnm
C10438	cinnm_e	cinnm
C00266	gcald_p	gcald
C02037	glygly_p	glygly
C00739	lys__D_e	lys__D
C00013	ppi_p	ppi
C00113	pqq_p	pqq
C00196	23dhb_p	23dhb
