ec_number	bigg_reaction_id
1.2.1.88	r0686
3.1.3.1	r0707
1.2.1.5	r0752
1.2.1.5	r0753
3.5.4.16	r0775
3.5.4.16	r0777
1.1.1.271	r0782
1.1.1.10	r0784
1.1.1.14	r0784
1.1.1.15	r0784
2.1.1.103	r0788
1.1.1.21	r0796
4.1.3.6	r1109
6.2.1.3	r1257
6.2.1.15	r1262
1.3.1.72	r1380
3.5.4.15	r1384
1.3	HEMEAS_1
2.4.1.161	EX_14glucan_e
2.4.1.161	14GLUCANtexi
3.1.4.16	23PDE4pp
3.1.4.16	23PDE7pp
2.3.1.40	2AGPEAT160
2.3.1.40	2AGPEAT180
3.5.1.-	3AMACHYD
2.3.1.-	3HAD100
2.3.1.85	3HAD100
2.3.1.86	3HAD100
4.2.1.58	3HAD100
4.2.1.59	3HAD100
4.2.1.60	3HAD100
4.2.1.61	3HAD100
2.3.1.-	3HAD120
2.3.1.85	3HAD120
2.3.1.86	3HAD120
4.2.1.58	3HAD120
4.2.1.59	3HAD120
4.2.1.60	3HAD120
4.2.1.61	3HAD120
2.3.1.-	3HAD140
2.3.1.85	3HAD140
2.3.1.86	3HAD140
4.2.1.59	3HAD140
4.2.1.61	3HAD140
4.2.1.61	3HAD141
4.2.1.61	3HAD181
4.2.1.58	3HAD40
2.3.1.-	3HAD60
2.3.1.85	3HAD60
2.3.1.86	3HAD60
4.2.1.58	3HAD60
4.2.1.59	3HAD60
1.14.13.127	3HCINNMH
1.14.13.127	3HPPPNH
3.1.3.6	3NTD4pp
3.1.3.6	3NTD7pp
1.1.1.100	3OAR100
2.3.1.-	3OAR100
2.3.1.85	3OAR100
2.3.1.86	3OAR100
1.1.1.100	3OAR140
2.3.1.-	3OAR140
2.3.1.85	3OAR140
2.3.1.86	3OAR140
1.1.1.100	3OAR181
1.1.1.100	3OAR40
1.1.1.100	3OAR60
2.3.1.-	3OAR60
2.3.1.85	3OAR60
2.3.1.86	3OAR60
1.1.1.100	3OAR80
2.3.1.-	3OAR80
2.3.1.85	3OAR80
2.3.1.86	3OAR80
2.3.1.41	3OAS121
2.3.1.41	3OAS141
2.3.1.86	3OAS160
2.3.1.41	3OAS180
2.3.1.179	3OAS181
2.3.1.86	3OAS80
2.3.1.16	3OXCOAT
2.3.1.174	3OXCOAT
1.4.3.21	42A12BOOXpp
1.4.3.4	42A12BOOXpp
1.4.9.2	42A12BOOXpp
1.4.99.4	42A12BOOXpp
1.1.1	5DGLCNR
1.1.1.69	5DGLCNR
6.2.1.20	AACPS1
6.2.1.20	AACPS2
6.2.1.20	AACPS3
6.2.1.l	AACPS7
6.2.1.20	AACPS8
1.4.3.21	AACTOOR
1.4.3.4	AACTOOR
1.4.3.6	AACTOOR
2.4.1.325	AADDGT
3.2.1.86	AB6PGH
1.2.1.-	ABUTD
1.2.1.19	ABUTD
1.2.1.3	ABUTD
2.8.3.8	ACACCT
2.8.3.9	ACACCT
2.3.1.9	ACACT1r
2.3.1.16	ACACT6r
2.3.1.9	ACACT6r
2.3.1.155	ACACT7r
2.3.1.16	ACACT7r
2.3.1.9	ACACT7r
1.2.1.10	ACALD
6.4.1.2	ACCOAC
3.1.3.10	ACGAL1PPpp
2.7.1.59	ACGAMK
2.7.2.8	ACGK
2.2.1.6	ACHBS
2.7.2.1	ACKr
2.7.2.15	ACKr
4.2.1.126	ACM6PH
1.3.99.3	ACOAD2f
1.3.3.6	ACOAD3f
1.3.8.7	ACOAD3f
1.3.8.8	ACOAD3f
1.3.99.-	ACOAD3f
1.3.99.3	ACOAD3f
1.3.99.3	ACOAD4f
1.3.3.6	ACOAD6f
1.3.8.7	ACOAD6f
1.3.8.8	ACOAD6f
1.3.8.9	ACOAD6f
1.3.99.-	ACOAD6f
1.3.99.3	ACOAD6f
4.2.1.3	ACONTa
4.2.1.3	ACONTb
2.7.8.7	ACPS1
6.2.1.1	ACS
3.5.4.4	ADA
2.7.4.3	ADK1
4.1.1.50	ADMDC
2.7.1.156	ADOCBIK
3.6.1.13	ADPRDP
4.3.2.2	ADSL1r
4.3.2.2	ADSL2r
3.5.1.25	AGDC
5.1.3.20	AGMHE
2.3.1.51	AGPAT120
2.3.1.51	AGPAT140
2.3.1.51	AGPAT141
2.3.1.51	AGPAT160
2.3.1.51	AGPAT181
1.2.1.38	AGPR
3.2.2.9	AHCYSNS
2.1.2.3	AICART
5.4.99.18	AIRC3
1.2.1.52	AKGDH
1.2.4.2	AKGDH
1.8.1.4	AKGDH
2.3.1.61	AKGDH
3.4.13.22	ALAALAD
5.1.1.20	ALAGLUE
5.1.1.1	ALAR
1.1.1.21	ALCD19
1.1.1.72	ALCD19
1.2.1.39	ALDD19xr
1.2.1.5	ALDD19xr
1.2.1.3	ALDD2x
1.2.1.5	ALDD2x
1.2.1.-	ALDD2y
1.2.1.4	ALDD2y
1.2.1.5	ALDD2y
5.3.1.6	ALLPI
3.5.2.5	ALLTN
5.1.3	ALLULPE
5.1.3.-	ALLULPE
1.1.1	ALR2
1.1.1.-	ALR2
2.4.1.25	AMALT1
2.4.1.25	AMALT2
2.4.1.25	AMALT4
2.1.1.163	AMMQLT8
3.4.11.1	AMPTASECG
3.4.11.2	AMPTASECG
3.4.11.23	AMPTASECG
3.4.13.-	AMPTASECG
3.4.13.18	AMPTASECG
4.1.3.27	ANS
1.1.1.381	AOBUTDs
2.3.1.47	AOXSr2
3.6.1.41	AP4AH
2.5.1	APCS
2.5.1.16	APCS
1.1.1.75	APPLDHr
2.3.1.37	APPLDHr
1.1.1.193	APRAUR
4.3.2.1	ARGSL
3.6.3.21	ARGabcpp
3.5.1.1	ASNNpp
3.5.1.38	ASNNpp
3.5.5.4	ASNNpp
6.3.5.4	ASNS1
6.1.1.22	ASNTRS
3.6.3.16	ASO3t8pp
4.1.1.11	ASP1DC
4.1.1.15	ASP1DC
2.1.3.2	ASPCT
2.7.2.4	ASPK
1.5.99	ASPO5
1.4.3.16	ASPO6
1.20.4.1	ASR
2.4.2.17	ATPPRT
1.2.1.8	BETALDHy
3.1.3.7	BPNT
3.1.3.97	BPNT
1.-.-.-	BSORy
1.11.1.21	CAT
1.11.1.6	CAT
2.5.1.17	CBIAT
2.5.1.17	CBLAT
3.5.1.110	CBMD
4.2.1.104	CBMD
3.6.1.26	CDAPPA120
3.6.1.26	CDAPPA160
3.6.1.26	CDAPPA161
3.6.1.26	CDAPPA181
4.3.99.3	CDGS
2.1.1.79	CFAS160G
2.1.1.79	CFAS180G
1.1.1	CHOLD
1.1.1.1	CHOLD
4.2.3.5	CHORS
4.1.2.50	CPH4S
1.3.3.3	CPPPGO
1.3.98.3	CPPPGO2
1.3.99.22	CPPPGO2
5.1.1	CRNCAR
2.8.3.21	CRNCBCT
4.2.1.149	CRNCDH
6.3.4.2	CTPS2
3.6.3.54	CU1abcpp
3.6.3	CU2abcpp
3.6.3.4	CU2abcpp
2.8.1.1	CYANSTpp
4.4.1.15	CYSDDS
4.4.1.1	CYSDS
4.4.1.28	CYSDS
4.4.1.8	CYSDS
2.5.1.47	CYSS
2.5.1.65	CYSS
4.1.1.12	CYSSADS
4.4.1.1	CYSSADS
3.6.3.21	CYSabcpp
3.2.2.3	CYTDH
3.2.2.8	CYTDH
2.7.1.213	CYTDK2
2.7.1.48	CYTDK2
2.7.4.14	CYTK1
2.7.4.25	CYTK1
2.7.4.13	CYTK2
2.7.4.14	CYTK2
2.7.4.25	CYTK2
1.4.99.1	DAAD
3.5.4.4	DADA
2.7.4.11	DADK
2.7.4.13	DADK
2.7.4.3	DADK
4.3.1.15	DAPAL
5.1.1.7	DAPE
2.7.7.41	DASYN120
2.7.7.41	DASYN141
2.7.7.41	DASYN160
2.7.7.41	DASYN180
2.7.7.41	DASYN181
4.1.99.12	DB4PS
6.3.3.3	DBTS
2.7.1.178	DDGALK
2.7.1.58	DDGALK
2.5.1.54	DDPA
4.1.2.21	DDPGALA
4.1.2.55	DDPGALA
4.2.1.9	DHAD2
2.7.1.121	DHAPT
2.7.7.58	DHBS
1.3.1.26	DHDPRy
4.1.2.25	DHNPA2r
1.3.98.1	DHORDfum
3.5.2.3	DHORTS
1.3.1.87	DHPPD
2.5.1.15	DHPS2
1.5.1.34	DHPTDNRN
4.2.1.10	DHQTi
1.17.1.2	DMPPS
2.1.1.64	DMQMT
3.6.1	DNMPPA
3.6.1.-	DNMPPA
3.6.1.67	DNTPPA
1.1.1.130	DOGULNR
2.7.1.24	DPCOAK
4.1.2.4	DRPA
4.2.1.81	DTARTD
1.3.1.1	DURADx
2.4.2.1	DURIPP
2.4.2.2	DURIPP
2.4.2.3	DURIPP
2.4.2.4	DURIPP
2.2.1.7	DXPS
2.7.1	DXYLK
2.3.1.-	EAR120x
1.3.1.9	EAR121x
1.3.1.10	EAR121y
2.3.1.-	EAR140x
1.3.1.10	EAR141y
1.3.1.9	EAR160x
1.3.1.10	EAR160y
2.3.1.-	EAR40x
2.3.1.-	EAR60x
2.3.1.-	EAR80x
4.2.1.17	ECOAH3
4.2.1.74	ECOAH3
4.2.1.17	ECOAH5
4.2.1.74	ECOAH5
4.2.1.17	ECOAH7
4.2.1.74	ECOAH7
4.1.2.14	EDA
4.1.2.55	EDA
4.2.1.12	EDD
2.3.1.243	EDTXS2
1.3.1.10	EGMEACPR
4.2.1.11	ENO
3.1.2.21	FA120ACPHi
3.1.2.21	FA80ACPHi
3.1.2.2	FACOAE120
1.5.1.36	FADRx
1.5.1.37	FADRx
1.5.1.45	FADRx
4.4.1.22	FALGTHLs
4.1.2	FBA3
4.1.2.13	FBA3
4.1.2.17	FCLPA
1.14.14.5	FDMO
1.14.14.5	FDMO4
3.6.3.30	FE3abcpp
3.6.3.34	FEENTERabcpp
1.16.3.1	FEROpp
3.2.1.26	FFSD
1.5.1.30	FLVR
1.5.1.41	FLVR
1.5.1.36	FLVRx
1.5.1.41	FLVRx
2.1.2.9	FMETTRS
2.7.7.2	FMNAT
1.5.1.-	FMNRx
1.5.1.36	FMNRx
1.5.1.39	FMNRx
1.5.1.41	FMNRx
1.5.1.42	FMNRx
1.5.1.-	FMNRx2
1.5.1.38	FMNRx2
1.5.1.39	FMNRx2
2.1.2.10	FOMETRi
2.7.1.56	FRUK
3.5.1.10	FTHFD
3.1.3.19	G2PP
3.1.3.19	G2PPpp
2.3.1.15	G3PAT120
2.3.1.15	G3PAT140
2.3.1.15	G3PAT161
2.3.1.15	G3PAT181
1.1.1.94	G3PD2
1.1.99.5	G3PD7
1.2.1.41	G5SD
3.1.3.94	GAL1PPpp
1.1.1.M8	GALCTLO
4.2.1.140	GALCTND
4.2.1.6	GALCTND
2.7.1.6	GALKr
3.2.1.22	GALS3
2.7.7.64	GALUi
2.7.7.9	GALUi
1.2.1.12	GAPD
1.2.1.59	GAPD
2.1.2.2	GARFT
1.2.1.21	GCALDD
2.7.6.5	GDPDPK
3.1.7.2	GDPTPDP
2.6.1.16	GF6PTA
1.2.1.-	GGGABADr
6.3.1.11	GGPTRCS
1.1.1.61	GHBDHx
2.7.4.8	GK1
2.4.1.18	GLBRAN2
2.3.1.79	GLCATr
3.6.3.17	GLCabcpp
6.1.1.18	GLNTRS
3.6.3.21	GLNabcpp
1.1.1.251	GLTPD
1.1.1.M6	GLTPD
2.7.2.11	GLU5K
1.4.1.13	GLUDy
1.4.1.3	GLUDy
1.4.1.4	GLUDy
1.4.1.13	GLUN
1.4.7.1	GLUN
3.5.1.2	GLUN
3.5.1.38	GLUN
4.3.3.6	GLUN
6.3.4.2	GLUN
6.3.5.2	GLUN
6.3.5.4	GLUN
6.3.5.5	GLUN
1.2.1.70	GLUTRR
2.3.1.29	GLYAT
2.3.1.37	GLYAT
3.6.3.20	GLYC3Pabcpp
1.1.1.79	GLYCLTDy
6.1.1.14	GLYTRS
2.7.1.12	GNK
1.1.1.271	GOFUCR
3.1.4.2	GPDDA1
3.1.4.46	GPDDA1
3.1.4.2	GPDDA2pp
3.1.4.46	GPDDA2pp
6.3.1.8	GSPMDS
6.3.1.9	GSPMDS
1.11.1.9	GTHPi
3.4.19	GTHRDHpp
3.4.19.13	GTHRDHpp
3.6.1.11	GTPDPDP
3.6.1.40	GTPDPDP
4.6.1.1	GUACYC
4.6.1.2	GUACYC
3.5.4.3	GUAD
1.1.1.35	HACD1
1.1.1.211	HACD2
1.1.1.35	HACD2
1.1.1.211	HACD3
1.1.1.35	HACD3
1.1.1.211	HACD6
1.1.1.35	HACD6
1.1.1.35	HACD8
1.1.1.157	HADPCOADH3
1.1.1.35	HADPCOADH3
4.2.1.1	HCO3E
2.4	HEPT1
2.4.1.56	HEPT4
2.7.1.50	HETZK
2.7.1.1	HEX1
2.7.1.2	HEX1
2.7.1.1	HEX7
2.7.1.4	HEX7
3.1.3.15	HISTP
6.1.1.21	HISTRS
3.7.1.14	HKNDDH
3.7.1.14	HKNTDH
2.7.1.49	HMPK1
2.7.6.3	HPPK2
5.3.1.22	HPYRI
1.1.1	HPYRRy
1.1.1.79	HPYRRy
1.1.1.81	HPYRRy
1.1.1.3	HSDy
1.17.1.4	HXAND
2.8.3.8	HXCT
2.4.2.8	HXPRT
1.1.1.42	ICDHyr
3.3.2.1	ICHORT
4.1.3.1	ICL
3.6.3	IDONt2rpp
6.1.1.5	ILETRS
2.1.2.3	IMPC
3.5.4.10	IMPC
3.2.2.1	INSH
3.2.2.2	INSH
3.2.2.8	INSH
5.3.3.2	IPDDI
1.1.1.383	KARA1
1.1.1.86	KARA1
2.3.1.-	KAS14
2.3.1.179	KAS14
2.3.1.180	KAS14
2.3.1.41	KAS14
2.3.1.85	KAS14
2.3.1.86	KAS14
2.3.1.180	KAS15
2.7.7.38	KDOCT2
2.5.1.55	KDOPS
4.1.1.85	KG6PDC
1.1.2.3	L_LACD2
3.2.1.108	LACZpp
3.2.1.23	LACZpp
1.1.1.78	LALDO2x
1.1.1.79	LALDO2x
1.1.1.77	LCARR
1.1.1.77	LCARS
1.1.1.28	LDH_D
2.4.1.182	LPADSS
3.1.1.5	LPLIPAL1A120pp
3.1.1.5	LPLIPAL1A160pp
3.1.1.5	LPLIPAL1A180pp
3.1.1.5	LPLIPAL2A140
3.1.1.5	LPLIPAL2A141
3.1.1.5	LPLIPAL2A160
3.1.1.5	LPLIPAL2A180
1.1.1.276	LSERDHr
4.1.1.18	LYSDC
5.3.1.-	LYXI
1.1.1.17	M1PD
1.1.1.83	MALDDH
2.3.1.79	MALTATr
3.6.3	MALTTRabcpp
5.3.1.8	MAN6PI
1.1.1.57	MANAO
4.2.1.79	MCITD
4.1.3.30	MCITL2
2.3.3.5	MCITS
2.3.1.-	MCOATA
2.3.1.0	MCOATA
2.3.1.39	MCOATA
2.3.1.85	MCOATA
2.3.1.86	MCOATA
2.8.1.2	MCPST
3.4.16.4	MDDCP3pp
1.1.1.299	MDH
1.1.1.37	MDH
1.1.1.40	ME2
2.1.1.13	METS
1.8.4.13	METSOXR1
1.8.4.14	METSOXR1
1.8.4.14	METSOXR2
3.1.3.25	MI1PP
4.2.1.99	MICITDr
3.4.17.13	MLDCP1App
3.4.17.13	MLDCP2App
3.4.17.13	MLDCP2Bpp
3.2.1.20	MLTG3
3.2.1.74	MLTG3
3.2.1.20	MLTG4
2.4.1.1	MLTP2
2.4.1.1	MLTP3
4.2.1.8	MNNH
2.4.99.13	MOAT2
3.6.3.29	MOBDabcpp
2.7.7.75	MPTAT
1.5.1.15	MTHFC
3.5.4.9	MTHFC
1.5.1.5	MTHFD
1.5.3.2	MTRPOX
3.6.1.22	NADDP
3.6.1.9	NADDP
3.2.2.5	NADN
3.2.2.6	NADN
3.5.1.-	NADN
3.1.3.-	NADPPPS
3.1.3.1	NADPPPS
3.1.3.2	NADPPPS
6.3.1.5	NADS1
6.3.5.1	NADS1
6.3.4.21	NAMNPP
2.7.4.6	NDPK4
2.7.4.6	NDPK7
2.7.4.6	NDPK8
1.7.1.14	NHFRBO
3.6.3.24	NI2abcpp
2.7.7.1	NMNAT
2.7.7.18	NMNAT
3.2.2.14	NMNt7pp
2.4.2.21	NNDMBRT
2.4.2.19	NNDPR
1.7.99.4	NO3R2bpp
1.14.12.17	NODOx
1.14.12.17	NODOy
3.1.3.5	NTD1
3.1.3.89	NTD1
3.1.3.5	NTD11
3.1.3.99	NTD11
3.1.3.5	NTD1pp
3.1.3.89	NTD1pp
3.1.3.5	NTD2pp
3.1.3.5	NTD3
3.1.3.89	NTD3
3.1.3.5	NTD3pp
3.1.3.89	NTD3pp
3.1.3.35	NTD5pp
3.1.3.5	NTD5pp
3.1.3.89	NTD5pp
3.6.1	NTP12
3.6.1.15	NTP3
3.6.1.5	NTP3
3.6.5.1	NTP3
3.6.5.2	NTP3
3.6.5.3	NTP3
3.6.5.4	NTP3
3.6.5.5	NTP3
3.6.5.6	NTP3
3.6.1.-	NTPP10
3.6.1.66	NTPP10
3.6.1.-	NTPP11
3.6.1.66	NTPP11
3.6.1.-	NTPP2
3.6.1.8	NTPP2
3.6.1.9	NTPP2
3.6.1.65	NTPP4
3.6.1.8	NTPP4
3.6.1.9	NTPP4
3.6.1.19	NTPP5
3.6.1.9	NTPP5
3.6.1.-	NTPP9
3.6.1.8	NTPP9
3.6.1.9	NTPP9
1.1.1.38	OAADC
1.1.1.40	OAADC
4.1.1.3	OAADC
2.1.3.3	OCBT
4.2.1.59	OGMEACPD
2.6.1.52	OHPBAT
2.1.1.201	OMBZLM
4.1.1.23	OMPDC
4.2.1.59	OPMEACPD
2.4.2.10	ORPT
2.1.3.5	OXAMTC
4.1.1.8	OXCDC
6.2.1.30	PACCOAL
3.1.3.4	PAPA160pp
2.7.8.13	PAPPT3
1.8.4.8	PAPSR2
1.2.1	PDH
1.2.1.51	PDH
1.2.4.1	PDH
1.8.1.4	PDH
2.3.1.12	PDH
1.4.3.5	PDX5POi
3.1.3.74	PDXPP
1.4.3.21	PEAMNOpp
1.4.3.22	PEAMNOpp
1.4.3.4	PEAMNOpp
1.4.3.6	PEAMNOpp
1.1.1.290	PERD
2.7.1.11	PFK_2
2.7.1.144	PFK_2
2.7.1.56	PFK_2
2.7.1	PFK_3
2.7.1.11	PFK_3
2.3.1.54	PFL
2.7.2.3	PGK
5.4.2.1	PGM
5.4.2.11	PGM
5.4.2.12	PGM
5.4.2.2	PGMT
5.4.2.5	PGMT
5.4.2.8	PGMT
3.1.3.27	PGPP120
3.1.3.27	PGPP160pp
3.1.3.27	PGPP180pp
3.1.3.27	PGPP181
3.1.3.27	PGPP181pp
2.7.8.5	PGSA120
2.7.8.5	PGSA161
2.7.8.5	PGSA180
3.6.3.41	PHEMEabcpp
6.1.1.20	PHETRS
3.1.1.32	PLIPA1A140pp
3.1.1.32	PLIPA1A141pp
3.1.1.32	PLIPA1A160pp
3.1.1.32	PLIPA1A180pp
3.1.1.32	PLIPA1E180pp
3.1.1.4	PLIPA2A160pp
5.4.2.8	PMANM
2.7.4.7	PMPK
3.6.1.1	PPA
3.6.1.25	PPA2
2.7.2.15	PPAKr
3.1.7.2	PPGPPDP
5.4.2	PPM
5.4.2.2	PPM
5.4.2.7	PPM
5.4.2.7	PPM2
6.3.2.5	PPNCL2
1.3.1.12	PPND
1.3.3.4	PPPGO
3.5.4.19	PRAMPC
6.3.2.6	PRASCSi
5.3.1.16	PRMICI
1.5.-.-	PROD2
1.5.99.8	PROD2
6.1.1.15	PROTRS
2.7.6.1	PRPPS
4.1.1.65	PSD161
4.1.1.65	PSD180
3.1.3.3	PSP_Lpp
2.7.8.8	PSSA120
2.7.8.8	PSSA161
2.7.7.3	PTPATi
2.6.1.29	PTRCTA
2.6.1.82	PTRCTA
2.4.2.1	PUNP2
2.4.2.1	PUNP6
2.4.2.4	PUNP6
2.4.2.-	PUNP7
2.4.2.1	PUNP7
1.4.3.5	PYAM5PO
2.7.1.35	PYDAMK
2.7.1.35	PYDXK
2.7.1.35	PYDXNK
3.1.3.74	PYDXPP
1.1.1.24	QUINDH
1.1.1.282	QUINDH
2.5.1.72	QULNS
2.5.1.78	RBFSa
2.5.1.9	RBFSa
2.5.1.9	RBFSb
5.3.1.14	RMI
4.1.2.19	RMPA
1.17.4.1	RNDR1
1.17.4.1	RNDR4
5.1.3.1	RPE
3.1.3.73	RZ5PP
5.3.1.28	S7PI
2.7.7.4	SADT2
1.5.3.1	SARCOX
3.5.1.18	SDPDS
2.9.1.1	SELCYSS
2.2.1.9	SEPHCHCS
4.3.1.18	SERD_D
6.1.1.11	SERTRS
6.1.1.11	SERTRS2
3.5.1.96	SGDS
1.2.1.71	SGSAD
4.2.99.20	SHCHCS3
1.3.1.76	SHCHD2
2.7.1.71	SHKK
3.6.3.31	SPMDabcpp
1.15.1.1	SPODM
1.2.1.16	SSALx
1.2.1.24	SSALx
1.2.1.16	SSALy
1.2.1.79	SSALy
6.2.1.26	SUCBZL
1.8.1.2	SULR
3.6.3.25	SULabcpp
4.2.1.32	TARTD
1.14.11.17	TAUDO
3.6.3.36	TAURabcpp
3.6.1	TDP
3.6.1.-	TDP
3.6.1.15	TDP
2.3.1.210	TDPADGAT
2.6.1.59	TDPAGTA
1.1.1.133	TDPDRR
4.2.1.46	TDPGDH
4.1.2.40	TGBPA
1.6.1.1	THD2pp
2.3.1.117	THDPS
1.11.1.15	THIORDXi
1.11.1.16	THIORDXi
4.2.3.1	THRS
2.2.1.1	TKT1
2.7.1.145	TMDK1
2.7.1.21	TMDK1
2.1.1.45	TMDS
2.7.1.89	TMK
2.7.4.16	TMPK
2.5.1.3	TMPPP
2.4.2.52	TPRDCOAS
3.2.1.122	TRE6PH
3.2.1.93	TRE6PH
3.1.3.12	TRE6PP
2.4.1.15	TRE6PS
2.7.1.69	TREptspp
4.1.99.1	TRPAS2
4.2.1.20	TRPS1
1.1.1	TRSARr
1.1.1.60	TRSARr
2.6.1.1	TYRTA
2.6.1.5	TYRTA
2.6.1.57	TYRTA
2.6.1.9	TYRTA
6.1.1.1	TYRTRS
2.7.7	ThDPAT
2.3.1.191	U23GAAT
3.6.1.45	UACGALPpp
3.6.1.45	UACGAMPpp
2.5.1.7	UAGCVT
2.4.1.227	UAGPT3
2.5.1	UDCPDPS
2.5.1.31	UDCPDPS
2.5.1.M1	UDCPDPS
1.1.1.22	UDPGD
3.5.1.108	UHGADA
2.1.2.13	ULA4NFT
2.7.4.14	UMPK
2.7.4.22	UMPK
2.7.4.4	UMPK
4.2.1.75	UPP3S
2.4.2.9	UPPRT
1.1.1.154	URDGLYCD
1.1.1.350	URDGLYCD
1.7.3.3	URIC
3.2.2.3	URIH
2.7.1.48	URIK2
5.-.-.-	X5PL3E
5.1.3.22	X5PL3E
1.17.1.4	XAND
2.4.2.22	XPPT
2.4.2.8	XPPT
3.2.2.1	XTSNH
5.3.1.5	XYLI1
2.7.1.17	XYLK
2.7.1.53	XYLK2
2.3.1.47	AOXSr
1.2.2.1	FDH5pp_1
1.19.1.1	FLDR
1.19.1.a	FLDR
1.1.1.211	HACD3i
1.1.1.35	HACD3i
1.1.1.211	HACD5i
1.1.1.35	HACD5i
1.1.1.35	HACD8i
2.3.1.9	KAT1
5.1.99.1	MME
5.4.99.2	MMM2
2.6.1.5	UNK3
2.6.1.57	UNK3
1.1.1.222	34HPLFM
1.1.1.237	34HPLFM
1.13.11.27	34HPPOR
2.1.1.114	3DH5HPBMTm
1.13.11.6	3HAO
4.1.1	3HPH5MBDCm
4.1.1.72	3MOBDC
4.1.1.72	3MOPDC
3.1.2.23	4HBZFm
1.2.1	4HGLSDm
1.2.1.88	4HGLSDm
4.1.1.1	4MOPDC
1.2.1.95	AASAD1
1.2.1.z	AASAD1
1.2.1.31	AASAD2
1.2.1.-	ABUTDm
1.2.1.19	ABUTDm
1.2.1.3	ABUTDm
2.3.1.9	ACACT1m
2.7.2.8	ACGKm
2.3.1.1	ACGSm
3.1	ACHLE1
3.1	ACHLE2
3.1.2.1	ACOAHim
2.3.1.-	ACOATAm
2.3.1.179	ACOATAm
2.3.1.180	ACOATAm
2.3.1.38	ACOATAm
2.3.1.41	ACOATAm
2.3.1.85	ACOATAm
2.3.1.86	ACOATAm
4.2.1.3	ACONTm
2.6.1.11	ACOTAim
3.1.3.102	ACP1e
3.1.3.2	ACP1e
3	ACPSm
3.6.1.-	ACPSm
6.2.1.1	ACSm
6.2.1.1	ACSp
2.6.1.44	AGTi
2.3.1.61	AKGDbm
3.1.3.1	AKP1
2.3.1.37	ALASm
2.6.1.2	ALATA_Lm
1.1.1.1	ALCD22xim
1.1.1.2	ALCD22xim
1.1.1.1	ALCD23xi
1.1.1.1	ALCD23xim
1.1.1.1	ALCD24xi
1.1.1.265	ALCD24xi
1.1.1.1	ALCD24xim
1.1.1.265	ALCD24xim
1.1.1.1	ALCD25xi
1.1.1.90	ALCD25xi
1.1.1.1	ALCD25xim
1.1.1.90	ALCD25xim
1.1.1.190	ALCD26xi
1.1.1.1	ALCD2ir
1.1.1.71	ALCD2ir
1.1.1.1	ALCD2irm
1.1.1.71	ALCD2irm
1.2.1.5	ALDD20y
1.2.1.5	ALDD20ym
1.2.1	ALDD22x
1.2.1.19	ALDD22x
1.2.1.3	ALDD22x
1.2.1.5	ALDD22x
1.2.1.3	ALDD2xm
1.2.1.5	ALDD2xm
1.2.1.-	ALDD2ym
1.2.1.4	ALDD2ym
1.2.1.5	ALDD2ym
3.5.1.4	AMID
3.5.1.4	AMID3
1.4.3.4	APRTO2
1.1.1.2	ARABR
1.1.1.21	ARABR
6.1.1.19	ARGTRSm
3.5.1.1	ASNNe
3.5.1.38	ASNNe
3.5.5.4	ASNNe
6.1.1.22	ASNTRSm
1.4.3.16	ASPOcm
2.6.1.1	ASPTAp
6.1.1.12	ASPTRSm
6.1.1.23	ASPTRSm
2.7.7.53	ATPATF1
3.6.1.5	ATPH1
3.6.1.15	ATPS
3.6.1.3	ATPS
3.6.1.5	ATPS
3.6.1.8	ATPS
3.6.3.1	ATPS
3.6.3.10	ATPS
3.6.3.11	ATPS
3.6.3.12	ATPS
3.6.3.14	ATPS
3.6.3.15	ATPS
3.6.3.16	ATPS
3.6.3.17	ATPS
3.6.3.18	ATPS
3.6.3.19	ATPS
3.6.3.2	ATPS
3.6.3.20	ATPS
3.6.3.21	ATPS
3.6.3.22	ATPS
3.6.3.23	ATPS
3.6.3.24	ATPS
3.6.3.25	ATPS
3.6.3.26	ATPS
3.6.3.27	ATPS
3.6.3.28	ATPS
3.6.3.29	ATPS
3.6.3.3	ATPS
3.6.3.30	ATPS
3.6.3.31	ATPS
3.6.3.32	ATPS
3.6.3.33	ATPS
3.6.3.34	ATPS
3.6.3.35	ATPS
3.6.3.36	ATPS
3.6.3.37	ATPS
3.6.3.38	ATPS
3.6.3.39	ATPS
3.6.3.4	ATPS
3.6.3.40	ATPS
3.6.3.41	ATPS
3.6.3.42	ATPS
3.6.3.43	ATPS
3.6.3.44	ATPS
3.6.3.46	ATPS
3.6.3.47	ATPS
3.6.3.48	ATPS
3.6.3.49	ATPS
3.6.3.5	ATPS
3.6.3.50	ATPS
3.6.3.51	ATPS
3.6.3.52	ATPS
3.6.3.53	ATPS
3.6.3.54	ATPS
3.6.3.6	ATPS
3.6.3.7	ATPS
3.6.3.8	ATPS
3.6.3.9	ATPS
3.6.4.1	ATPS
3.6.4.10	ATPS
3.6.4.11	ATPS
3.6.4.12	ATPS
3.6.4.13	ATPS
3.6.4.2	ATPS
3.6.4.3	ATPS
3.6.4.4	ATPS
3.6.4.5	ATPS
3.6.4.6	ATPS
3.6.4.7	ATPS
3.6.4.8	ATPS
3.6.4.9	ATPS
3.6.3.14	ATPS3g
3.6.3.14	ATPS3v
6.2.1.11	BACCL
6.3.4.10	BACCL
6.3.4.11	BACCL
6.3.4.15	BACCL
6.3.4.9	BACCL
2.8.1.6	BTSr
5.3.3.1	C3STDH2
