bigg_reaction_id	stoichiometry	product_bigg_id
ACPPAT120	1	ddcap_c
ACPPAT140	1	ACP_c
ACPPAT140	1	ttdcap_c
ACPPAT160	1	ACP_c
ACPPAT160	1	hdcap_c
ACPPAT181	1	ACP_c
ACPPAT181	1	ocdceap_c
ACPS1	1	ACP_c
ACPS1	1	h_c
ACPS1	1	pap_c
ACS	1	accoa_c
ACS	1	amp_c
ACS	1	ppi_c
ACSERtex	1	acser_p
ACt4pp	1	ac_c
ACt4pp	1	na1_c
ADA	1	ins_c
ADA	1	nh4_c
ADK1	2.0	adp_c
ADK4	1	adp_c
ADK4	1	idp_c
ADMDC	1	ametam_c
ADMDC	1	co2_c
ADNtex	1	adn_p
ADOCBIK	1	adocbip_c
ADOCBIK	1	adp_c
ADOCBIK	1	h_c
ADPRDP	1	amp_c
ADPRDP	2.0	h_c
ADPRDP	1	r5p_c
ADSL1r	1	amp_c
ADSL1r	1	fum_c
ADSL2r	1	aicar_c
ADSL2r	1	fum_c
AGDC	1	ac_c
AGDC	1	gam6p_c
AGM3PApp	1	LalaDgluMdap_p
AGM3PApp	1	anhgm_p
AGM3Pt2pp	1	anhgm3p_c
AGM3Pt2pp	1	h_c
AGM4PA	1	LalaDgluMdapDala_c
AGM4PA	1	anhgm_c
AGM4PApp	1	LalaDgluMdapDala_p
AGM4PApp	1	anhgm_p
AGM4PH	1	acgam_c
AGM4PH	1	anhm4p_c
AGM4Pt2pp	1	anhgm4p_c
AGM4Pt2pp	1	h_c
AGMH	1	acgam_c
AGMH	1	anhm_c
AGMHE	1	adphep_LD_c
AGPAT120	1	ACP_c
AGPAT120	1	pa120_c
AGPAT140	1	ACP_c
AGPAT140	1	pa140_c
AGPAT141	1	ACP_c
AGPAT141	1	pa141_c
AGPAT160	1	ACP_c
AGPAT160	1	pa160_c
AGPAT181	1	ACP_c
AGPAT181	1	pa181_c
AGPR	1	acg5p_c
AGPR	1	h_c
AGPR	1	nadph_c
AHCYSNS	1	ade_c
AHCYSNS	1	rhcys_c
AICART	1	fprica_c
AICART	1	thf_c
AIRC3	1	5caiz_c
AKGDH	1	co2_c
AKGDH	1	nadh_c
AKGDH	1	succoa_c
AKGt2rpp	1	akg_c
AKGt2rpp	1	h_c
AKGtex	1	akg_p
ALAALAD	2.0	ala__D_c
ALAALAabcpp	1	adp_c
ALAALAabcpp	1	alaala_c
ALAALAabcpp	1	h_c
ALAALAabcpp	1	pi_c
ALAGLUE	1	LalaLglu_c
ALAR	1	ala__D_c
ALAabcpp	1	adp_c
ALAabcpp	1	ala__L_c
ALAabcpp	1	h_c
ALAabcpp	1	pi_c
ALAt4pp	1	ala__L_c
ALAt4pp	1	na1_c
ALAtex	1	ala__L_p
ALCD19	1	glyc_c
ALCD19	1	nad_c
ALDD19xr	2.0	h_c
ALDD19xr	1	nadh_c
ALDD19xr	1	pac_c
ALDD2x	1	ac_c
ALDD2x	2.0	h_c
ALDD2x	1	nadh_c
ALDD2y	1	ac_c
ALDD2y	2.0	h_c
ALDD2y	1	nadph_c
ALDD3y	2.0	h_c
ALDD3y	1	nadph_c
ALDD3y	1	ppa_c
ALDD4	1	but_c
ALDD4	2.0	h_c
ALDD4	1	nadh_c
ALLPI	1	allul6p_c
ALLTN	1	alltt_c
ALLTN	1	h_c
ALLTNt2rpp	1	alltn_c
ALLTNt2rpp	1	h_c
ALLULPE	1	f6p_c
ALLabcpp	1	adp_c
ALLabcpp	1	all__D_c
ALLabcpp	1	h_c
ALLabcpp	1	pi_c
ALLtex	1	all__D_p
ALPATG160pp	1	2agpg160_p
ALPATG160pp	1	lpp_p
ALR2	1	acetol_c
ALR2	1	nadp_c
AM3PA	1	LalaDgluMdap_c
AM3PA	1	anhm_c
AMALT1	1	glc__D_c
AMALT1	1	maltttr_c
AMALT2	1	glc__D_c
AMALT2	1	maltpt_c
AMALT4	1	glc__D_c
AMALT4	1	malthp_c
AMMQLT8	1	ahcys_c
AMMQLT8	1	h_c
AMMQLT8	1	mql8_c
AMPTASECG	1	cys__L_c
AMPTASECG	1	gly_c
AMPTASEPG	1	gly_c
AMPTASEPG	1	pro__L_c
ANHMK	1	acmum6p_c
ANHMK	1	adp_c
ANHMK	1	h_c
ANS	1	anth_c
ANS	1	glu__L_c
ANS	1	h_c
ANS	1	pyr_c
AOBUTDs	1	aact_c
AOBUTDs	1	co2_c
AOXSr2	1	8aonn_c
AOXSr2	1	ACP_c
AOXSr2	1	co2_c
AP4AH	2.0	adp_c
AP4AH	2.0	h_c
APCS	1	5mta_c
APCS	1	h_c
APCS	1	na15dap_c
APG3PAT120	1	1ddecg3p_c
APG3PAT120	1	h_c
APG3PAT120	1	pi_c
APG3PAT160	1	1hdecg3p_c
APG3PAT160	1	h_c
APG3PAT160	1	pi_c
APG3PAT180	1	1odecg3p_c
APG3PAT180	1	h_c
APG3PAT180	1	pi_c
APG3PAT181	1	1odec11eg3p_c
APG3PAT181	1	h_c
APG3PAT181	1	pi_c
APH120	1	ddca_c
APH120	2.0	h_c
APH120	1	pi_c
APH180	2.0	h_c
APH180	1	ocdca_c
APH180	1	pi_c
APH181	2.0	h_c
APH181	1	ocdcea_c
APH181	1	pi_c
APPLDHr	1	appl_c
APPLDHr	1	nad_c
APRAUR	1	5aprbu_c
APRAUR	1	nadp_c
ARBTNR2	2.0	arbtn_c
ARBTNR2	2.0	fe2_c
ARBTNR2	1	fmn_c
ARBTNR2	2.0	h_c
ARBTNR3	2.0	arbtn_c
ARBTNR3	2.0	fe2_c
ARBTNR3	2.0	h_c
ARBTNR3	1	ribflv_c
ARBTNabcpp	1	adp_c
ARBTNabcpp	1	arbtn_fe3_c
ARBTNabcpp	1	h_c
ARBTNabcpp	1	pi_c
ARBTNtex	1	h_c
ARBTNtex	1	arbtn_e
ARBTNtonex	1	h_c
ARBTNtonex	1	arbtn_fe3_p
ARBTptspp	1	arbt6p_c
ARBTptspp	1	pyr_c
ARBTtex	1	arbt_p
ARBt2rpp	1	arab__L_c
ARBt2rpp	1	h_c
ARBt3ipp	1	h_c
ARBt3ipp	1	arab__L_p
ARGORNt7pp	1	arg__L_c
ARGORNt7pp	1	orn_p
ARGSL	1	arg__L_c
ARGSL	1	fum_c
ARGabcpp	1	adp_c
ARGabcpp	1	arg__L_c
ARGabcpp	1	h_c
ARGabcpp	1	pi_c
ASCBptspp	1	ascb6p_c
ASCBptspp	1	pyr_c
ASNNpp	1	asp__L_p
ASNNpp	1	nh4_p
ASNS1	1	amp_c
ASNS1	1	asn__L_c
ASNS1	1	glu__L_c
ASNS1	1	h_c
ASNS1	1	ppi_c
ASNTRS	1	amp_c
ASNTRS	1	asntrna_c
ASNTRS	1	ppi_c
ASO3t8pp	1	adp_c
ASO3t8pp	1	h_c
ASO3t8pp	1	pi_c
ASO3t8pp	1	aso3_p
ASO3tex	1	aso3_p
ASP1DC	1	ala_B_c
ASP1DC	1	co2_c
ASPCT	1	cbasp_c
ASPCT	1	h_c
ASPCT	1	pi_c
ASPK	1	4pasp_c
ASPK	1	adp_c
ASPO5	1	h_c
ASPO5	1	iasp_c
ASPO5	1	succ_c
ASPO6	1	h_c
ASPO6	1	h2o2_c
ASPO6	1	iasp_c
ASPt2_3pp	1	asp__L_c
ASPt2_3pp	3.0	h_c
ASPt2pp	1	asp__L_c
ASPt2pp	1	h_c
ASR	1	aso3_c
ASR	1	gthox_c
ASR	1	h2o_c
ATPPRT	1	ppi_c
ATPPRT	1	prbatp_c
BALAtex	1	ala_B_p
BETALDHy	1	glyb_c
BETALDHy	2.0	h_c
BETALDHy	1	nadph_c
BMOGDS1	1	bmoco1gdp_c
BMOGDS1	1	ppi_c
BMOGDS2	1	bmocogdp_c
BMOGDS2	1	ppi_c
BPNT	1	amp_c
BPNT	1	pi_c
BSORx	1	btn_c
BSORx	1	h2o_c
BSORx	1	nad_c
BSORy	1	btn_c
BSORy	1	h2o_c
BSORy	1	nadp_c
BTNt2ipp	1	btn_c
BTNt2ipp	1	h_c
BTNtex	1	btn_p
BTS5	1	2fe1s_c
BTS5	1	btn_c
BTS5	1	dad_5_c
BTS5	1	h_c
BTS5	1	met__L_c
BUTSO3tex	1	butso3_p
BWCOGDS2	1	bwcogdp_c
BWCOGDS2	1	ppi_c
CADVtpp	1	h_c
CADVtpp	1	lys__L_c
CADVtpp	1	15dap_p
CAT	2.0	h2o_c
CAT	1	o2_c
CAt6pp	1	na1_c
CAt6pp	1	ca2_p
CBIAT	1	adocbi_c
CBIAT	1	pppi_c
CBL1tonex	1	h_c
CBL1tonex	1	cbl1_p
CBLAT	1	adocbl_c
CBLAT	1	pppi_c
CBMD	1	co2_c
CBMD	1	nh4_c
CD2tex	1	cd2_p
CD2tpp	1	cd2_c
CDAPPA120	1	cmp_c
CDAPPA120	2.0	h_c
CDAPPA120	1	pa120_c
CDAPPA160	1	cmp_c
CDAPPA160	2.0	h_c
CDAPPA160	1	pa160_c
CDAPPA161	1	cmp_c
CDAPPA161	2.0	h_c
CDAPPA161	1	pa161_c
CDAPPA181	1	cmp_c
CDAPPA181	2.0	h_c
CDAPPA181	1	pa181_c
CDGS	1	cdg_c
CDGS	1	nh4_c
CFAS160G	2.0	ahcys_c
CFAS160G	1	cpg160_c
CFAS160G	2.0	h_c
CFAS180G	2.0	ahcys_c
CFAS180G	1	cpg180_c
CFAS180G	2.0	h_c
CHLabcpp	1	adp_c
CHLabcpp	1	chol_c
CHLabcpp	1	h_c
CHLabcpp	1	pi_c
CHLtex	1	chol_p
CHOLD	1	betald_c
CHOLD	1	h_c
CHOLD	1	nadh_c
CHORS	1	chor_c
CHORS	1	pi_c
CITt3pp	1	h_c
CITt3pp	1	cit_p
CITt7pp	1	cit_c
CITt7pp	1	succ_p
CLPNH120pp	1	h_p
CLPNH120pp	1	pa120_p
CLPNH120pp	1	pg120_p
CLPNH141pp	1	h_p
CLPNH141pp	1	pa141_p
CLPNH141pp	1	pg141_p
CLPNH180pp	1	h_p
CLPNH180pp	1	pa180_p
CLPNH180pp	1	pg180_p
CLPNS120pp	1	clpn120_p
CLPNS120pp	1	glyc_p
CLPNS140pp	1	clpn140_p
CLPNS140pp	1	glyc_p
CLPNS161pp	1	clpn161_p
CLPNS161pp	1	glyc_p
CLPNS181pp	1	clpn181_p
CLPNS181pp	1	glyc_p
CMPtex	1	cmp_p
CMtex	1	cm_p
CMtpp	1	h_c
CMtpp	1	cm_e
COBALT2t3pp	1	h_c
COBALT2t3pp	1	cobalt2_p
COBALT2tex	1	cobalt2_p
COBALT2tpp	1	cobalt2_c
COLIPAKpp	1	colipap_p
COLIPAKpp	1	udcpp_p
CPGNR3	2.0	cpgn_un_c
CPGNR3	2.0	fe2_c
CPGNR3	2.0	h_c
CPGNR3	1	ribflv_c
CPGNUtex	1	h_c
CPGNUtex	1	cpgn_un_e
CPGNexs	1	cpgn_e
CPGNtonex	1	h_c
CPGNtonex	1	cpgn_p
CPH4S	1	acald_c
CPH4S	1	cph4_c
CPH4S	1	h_c
CPH4S	1	pppi_c
CPPPGO	2.0	co2_c
CPPPGO	2.0	h2o_c
CPPPGO	1	pppg9_c
CPPPGO2	2.0	co2_c
CPPPGO2	2.0	dad_5_c
CPPPGO2	2.0	met__L_c
CPPPGO2	1	pppg9_c
CRNCAL2	1	adp_c
CRNCAL2	1	crncoa_c
CRNCAL2	1	pi_c
CRNCAR	1	crnDcoa_c
CRNCBCT	1	crncoa_c
CRNCBCT	1	ctbt_c
CRNCDH	1	ctbtcoa_c
CRNCDH	1	h2o_c
CRNDt2rpp	1	crn__D_c
CRNDt2rpp	1	h_c
CRNDtex	1	crn__D_p
CRNabcpp	1	adp_c
CRNabcpp	1	crn_c
CRNabcpp	1	h_c
CRNabcpp	1	pi_c
CRNt7pp	1	crn_c
CRNt7pp	1	gbbtn_p
CSNtex	1	csn_p
CTBTCAL2	1	adp_c
CTBTCAL2	1	ctbtcoa_c
CTBTCAL2	1	pi_c
CTPS2	1	adp_c
CTPS2	1	ctp_c
CTPS2	1	glu__L_c
CTPS2	2.0	h_c
CTPS2	1	pi_c
CU1abcpp	1	adp_c
CU1abcpp	1	h_c
CU1abcpp	1	pi_c
CU1abcpp	1	cu_p
CU2abcpp	1	adp_c
CU2abcpp	1	h_c
CU2abcpp	1	pi_c
CU2abcpp	1	cu2_p
CUt3	1	h_c
CUt3	1	cu_e
CUtex	1	cu_p
CYANSTpp	1	h_p
CYANSTpp	1	so3_p
CYANSTpp	1	tcynt_p
CYANtex	1	cyan_p
CYNTt2pp	1	cynt_c
CYNTt2pp	1	h_c
CYSDDS	1	h2s_c
CYSDDS	1	nh4_c
CYSDDS	1	pyr_c
CYSDS	1	h2s_c
CYSDS	1	nh4_c
CYSDS	1	pyr_c
CYSS	1	ac_c
CYSS	1	cys__L_c
CYSS	1	h_c
CYSSADS	1	ala__L_c
CYSSADS	1	so2_c
CYSabcpp	1	adp_c
CYSabcpp	1	cys__L_c
CYSabcpp	1	h_c
CYSabcpp	1	pi_c
CYStex	1	cys__L_p
CYTBD2pp	1	h2o_c
CYTBD2pp	1	mqn8_c
CYTBD2pp	2.0	h_p
CYTBDpp	1	h2o_c
CYTBDpp	1	q8_c
CYTBDpp	2.0	h_p
CYTBO3_4pp	1	h2o_c
CYTBO3_4pp	1	q8_c
CYTBO3_4pp	4.0	h_p
CYTDH	1	csn_c
CYTDH	1	rib__D_c
CYTDK2	1	cmp_c
CYTDK2	1	gdp_c
CYTDK2	1	h_c
CYTDtex	1	cytd_p
CYTK1	1	adp_c
CYTK1	1	cdp_c
CYTK2	1	adp_c
CYTK2	1	dcdp_c
DAAD	1	fadh2_c
DAAD	1	nh4_c
DAAD	1	pyr_c
DADA	1	din_c
DADA	1	nh4_c
DADK	1	adp_c
DADK	1	dadp_c
DADNtex	1	dad_2_p
DAGK120	1	adp_c
DAGK120	1	h_c
DAGK120	1	pa120_c
DAGK141	1	adp_c
DAGK141	1	h_c
DAGK141	1	pa141_c
DAGK161	1	adp_c
DAGK161	1	h_c
DAGK161	1	pa161_c
DAGK180	1	adp_c
DAGK180	1	h_c
DAGK180	1	pa180_c
DAGK181	1	adp_c
DAGK181	1	h_c
DAGK181	1	pa181_c
DALAtex	1	ala__D_p
DAPAL	2.0	nh4_c
DAPAL	1	pyr_c
DAPE	1	26dap__M_c
DASYN120	1	cdpdddecg_c
DASYN120	1	ppi_c
DASYN141	1	cdpdtdec7eg_c
DASYN141	1	ppi_c
DASYN160	1	cdpdhdecg_c
DASYN160	1	ppi_c
DASYN180	1	cdpdodecg_c
DASYN180	1	ppi_c
DASYN181	1	cdpdodec11eg_c
DASYN181	1	ppi_c
DB4PS	1	db4p_c
DB4PS	1	for_c
DB4PS	1	h_c
DBTS	1	adp_c
DBTS	1	dtbt_c
DBTS	3.0	h_c
DBTS	1	pi_c
DCYTtex	1	dcyt_p
DDGALK	1	2dh3dgal6p_c
DDGALK	1	adp_c
DDGALK	1	h_c
DDPA	1	2dda7p_c
DDPA	1	pi_c
DDPGALA	1	g3p_c
DDPGALA	1	pyr_c
DGSNt2pp	1	dgsn_c
DGSNt2pp	1	h_c
DGSNtex	1	dgsn_p
DHAD2	1	3mop_c
DHAD2	1	h2o_c
DHAPT	1	dhap_c
DHAPT	1	pyr_c
DHAtpp	1	dha_c
DHBS	1	23dhba_c
DHBS	1	ppi_c
DHBSH	1	23dhb_c
DHBSH	1	ser__L_c
DHDPRy	1	nadp_c
DHDPRy	1	thdp_c
DHDPS	1	23dhdp_c
DHDPS	1	h_c
DHDPS	2.0	h2o_c
DHMPTR	1	nadp_c
DHMPTR	1	thmnp_c
DHNCOAS	1	14dhncoa_c
DHNCOAS	1	h2o_c
DHNPA2r	1	6hmhpt_c
DHNPA2r	1	gcald_c
DHORD5	1	mql8_c
DHORD5	1	orot_c
DHORDfum	1	orot_c
DHORDfum	1	succ_c
DHORTS	1	cbasp_c
DHORTS	1	h_c
DHPPD	1	dhpppn_c
DHPPD	1	h_c
DHPPD	1	nadh_c
DHPS2	1	dhpt_c
DHPS2	1	ppi_c
DHPTDCs2	1	mdhdhf_c
DHPTDNRN	1	nad_c
DHPTDNRN	1	thptdn_c
DHQTi	1	3dhsk_c
DHQTi	1	h2o_c
DIMPtex	1	dimp_p
DINSt2pp	1	din_c
DINSt2pp	1	h_c
DINStex	1	din_p
DMPPS	1	dmpp_c
DMPPS	1	h2o_c
DMPPS	1	nad_c
DMQMT	1	ahcys_c
DMQMT	1	h_c
DMQMT	1	q8h2_c
DMSOtpp	1	dmso_c
DMStex	1	dms_p
DNMPPA	1	dhnpt_c
DNMPPA	1	pi_c
DNTPPA	1	dhpmp_c
DNTPPA	1	h_c
DNTPPA	1	ppi_c
DOGULNR	1	3dhguln_c
DOGULNR	1	nad_c
DOPAtex	1	dopa_p
DOXRBCNtex	1	doxrbcn_p
DPCOAK	1	adp_c
DPCOAK	1	coa_c
DPCOAK	1	h_c
DRPA	1	acald_c
DRPA	1	g3p_c
DSBCGT	1	dsbcrd_p
DSBCGT	1	gthox_p
DSBDR	1	dsbdrd_c
DSBDR	1	trdox_c
DSERt2pp	1	h_c
DSERt2pp	1	ser__D_c
DSERtex	1	ser__D_p
DTARTD	1	h2o_c
DTARTD	1	oaa_c
DUMPtex	1	dump_p
DURADx	1	h_c
DURADx	1	nadh_c
DURADx	1	ura_c
DURIPP	1	2dr1p_c
DURIPP	1	ura_c
DXPS	1	co2_c
DXPS	1	dxyl5p_c
DXYLK	1	adp_c
DXYLK	1	dxyl5p_c
DXYLK	1	h_c
EAR120x	1	ddcaACP_c
EAR120x	1	nad_c
EAR121x	1	cddec5eACP_c
EAR121x	1	nad_c
EAR121y	1	cddec5eACP_c
EAR121y	1	nadp_c
EAR140x	1	myrsACP_c
EAR140x	1	nad_c
EAR141y	1	nadp_c
EAR141y	1	tdeACP_c
EAR160x	1	nad_c
EAR160x	1	palmACP_c
EAR160y	1	nadp_c
EAR160y	1	palmACP_c
EAR40x	1	butACP_c
EAR40x	1	nad_c
EAR60x	1	hexACP_c
EAR60x	1	nad_c
EAR80x	1	nad_c
EAR80x	1	ocACP_c
ECA4COLIPAabctex	1	adp_c
ECA4COLIPAabctex	1	h_c
ECA4COLIPAabctex	1	pi_c
ECA4COLIPAabctex	1	eca4colipa_e
ECAP1pp	1	eca2und_p
ECAP1pp	1	h_p
ECAP1pp	1	udcpdp_p
ECOAH3	1	h2o_c
ECOAH3	1	oc2coa_c
ECOAH5	1	dd2coa_c
ECOAH5	1	h2o_c
ECOAH7	1	h2o_c
ECOAH7	1	hdd2coa_c
EDA	1	g3p_c
EDA	1	pyr_c
EDD	1	2ddg6p_c
EDD	1	h2o_c
EDTXS2	1	ACP_c
EDTXS2	1	lipa_c
EGMEACPR	1	gmeACP_c
EGMEACPR	1	nadp_c
ENLIPAabctex	1	adp_c
ENLIPAabctex	1	h_c
ENLIPAabctex	1	pi_c
ENLIPAabctex	1	enlipa_e
ENO	1	h2o_c
ENO	1	pep_c
ENTCS	6.0	amp_c
ENTCS	1	enter_c
ENTCS	9.0	h_c
ETHSO3abcpp	1	adp_c
ETHSO3abcpp	1	ethso3_c
ETHSO3abcpp	1	h_c
ETHSO3abcpp	1	pi_c
ETHSO3tex	1	ethso3_p
F6PP	1	fru_c
F6PP	1	pi_c
F6Pt6_2pp	1	f6p_c
F6Pt6_2pp	2.0	pi_p
F6Ptex	1	f6p_p
FA120ACPHi	1	ACP_c
FA120ACPHi	1	ddca_c
FA120ACPHi	1	h_c
FA80ACPHi	1	ACP_c
FA80ACPHi	1	h_c
FA80ACPHi	1	octa_c
FACOAE120	1	coa_c
FACOAE120	1	ddca_c
FACOAE120	1	h_c
FACOAE141	1	coa_c
FACOAE141	1	h_c
FACOAE141	1	ttdcea_c
FACOAE161	1	coa_c
FACOAE161	1	h_c
FACOAE161	1	hdcea_c
FACOAL120t2pp	1	amp_c
FACOAL120t2pp	1	ddcacoa_c
FACOAL120t2pp	1	h_c
FACOAL120t2pp	1	ppi_c
FACOAL140t2pp	1	amp_c
FACOAL140t2pp	1	h_c
FACOAL140t2pp	1	ppi_c
FACOAL140t2pp	1	tdcoa_c
FACOAL141t2pp	1	amp_c
FACOAL141t2pp	1	h_c
FACOAL141t2pp	1	ppi_c
FACOAL141t2pp	1	tdecoa_c
FACOAL160t2pp	1	amp_c
FACOAL160t2pp	1	h_c
FACOAL160t2pp	1	pmtcoa_c
FACOAL160t2pp	1	ppi_c
FACOAL181t2pp	1	amp_c
FACOAL181t2pp	1	h_c
FACOAL181t2pp	1	odecoa_c
FACOAL181t2pp	1	ppi_c
FACOAL60t2pp	1	amp_c
FACOAL60t2pp	1	h_c
FACOAL60t2pp	1	hxcoa_c
FACOAL60t2pp	1	ppi_c
FACOAL80t2pp	1	amp_c
FACOAL80t2pp	1	h_c
FACOAL80t2pp	1	occoa_c
FACOAL80t2pp	1	ppi_c
FADRx	1	fadh2_c
FADRx	1	nad_c
FALDtex	1	fald_p
FALDtpp	1	fald_c
FALGTHLs	1	hmgth_c
FBA3	1	dhap_c
FBA3	1	e4p_c
FCLPA	1	dhap_c
FCLPA	1	lald__L_c
FDH5pp	1	mql8_c
FDH5pp	1	co2_p
FDH5pp	1	h_p
FDMO	1	fmn_c
FDMO	1	gcald_c
FDMO	1	h_c
FDMO	1	h2o_c
FDMO	1	so3_c
FDMO4	1	btal_c
FDMO4	1	fmn_c
FDMO4	1	h_c
FDMO4	1	h2o_c
FDMO4	1	so3_c
FDMO6	1	fmn_c
FDMO6	1	glx_c
FDMO6	1	h_c
FDMO6	1	h2o_c
FDMO6	1	so3_c
FE2abcpp	1	adp_c
FE2abcpp	1	fe2_c
FE2abcpp	1	h_c
FE2abcpp	1	pi_c
FE2t3pp	1	h_c
FE2t3pp	1	fe2_p
FE3DCITabcpp	1	adp_c
FE3DCITabcpp	2.0	cit_c
FE3DCITabcpp	1	fe3_c
FE3DCITabcpp	1	h_c
FE3DCITabcpp	1	pi_c
FE3DCITtonex	1	h_c
FE3DCITtonex	1	fe3dcit_p
FE3DHBZSabcpp	1	adp_c
FE3DHBZSabcpp	1	fe3dhbzs_c
FE3DHBZSabcpp	1	h_c
FE3DHBZSabcpp	1	pi_c
FE3HOXR3	2.0	fe2_c
FE3HOXR3	2.0	fe3hox_un_c
FE3HOXR3	2.0	h_c
FE3HOXR3	1	ribflv_c
FE3HOXUtex	1	h_c
FE3HOXUtex	1	fe3hox_un_p
FE3HOXtonex	1	h_c
FE3HOXtonex	1	fe3hox_p
FE3abcpp	1	adp_c
FE3abcpp	1	fe3_c
FE3abcpp	1	h_c
FE3abcpp	1	pi_c
FECRMUtex	1	h_c
FECRMUtex	1	fecrm_un_e
FECRMtonex	1	h_c
FECRMtonex	1	fecrm_p
FEENTERabcpp	1	adp_c
FEENTERabcpp	1	feenter_c
FEENTERabcpp	1	h_c
FEENTERabcpp	1	pi_c
FEENTERtonex	1	h_c
FEENTERtonex	1	feenter_p
FEENTERtpp	1	h_c
FEENTERtpp	1	enter_p
FEOXAMR3	2.0	fe2_c
FEOXAMR3	2.0	feoxam_un_c
FEOXAMR3	2.0	h_c
FEOXAMR3	1	ribflv_c
FEOXAMUtex	1	h_c
FEOXAMUtex	1	feoxam_un_e
FEOXAMexs	1	feoxam_e
FEOXAMtonex	1	h_c
FEOXAMtonex	1	feoxam_p
FEROpp	4.0	fe3_p
FEROpp	2.0	h2o_p
FESR	1	4fe4s_c
FFSD	1	fru_c
FFSD	1	g6p_c
FHL	1	co2_c
FHL	1	h2_c
FLDR2	2.0	flxr_c
FLDR2	1	h_c
FLDR2	1	nadp_c
FLVR	1	nadp_c
FLVR	1	rbflvrd_c
FLVRx	1	nad_c
FLVRx	1	rbflvrd_c
FMETTRS	1	fmettrna_c
FMETTRS	1	h_c
FMETTRS	1	thf_c
FMNAT	1	fad_c
FMNAT	1	ppi_c
FMNRx	1	fmnh2_c
FMNRx	1	nad_c
FMNRx2	1	fmnh2_c
FMNRx2	1	nadp_c
FOMETRi	1	h2o_c
FOMETRi	1	methf_c
FRUK	1	adp_c
FRUK	1	fdp_c
FRUK	1	h_c
FRULYSDG	1	g6p_c
FRULYSDG	1	lys__L_c
FRULYSE	1	frulys_c
FRULYStex	1	frulys_p
FRUURtex	1	fruur_p
FRUtex	1	fru_p
FTHFD	1	for_c
FTHFD	1	h_c
FTHFD	1	thf_c
FUCtex	1	fuc__L_p
FUMt2_2pp	1	fum_c
FUMt2_2pp	2.0	h_c
FUMt2_3pp	1	fum_c
FUMt2_3pp	3.0	h_c
FUMtex	1	fum_p
G1Ptex	1	g1p_p
G2PP	1	glyc_c
G2PP	1	pi_c
G2PPpp	1	glyc_p
G2PPpp	1	pi_p
G3PAT120	1	1ddecg3p_c
G3PAT120	1	ACP_c
G3PAT140	1	1tdecg3p_c
G3PAT140	1	ACP_c
G3PAT161	1	1hdec9eg3p_c
G3PAT161	1	ACP_c
G3PAT181	1	1odec11eg3p_c
G3PAT181	1	ACP_c
G3PCabcpp	1	adp_c
G3PCabcpp	1	g3pc_c
G3PCabcpp	1	h_c
G3PCabcpp	1	pi_c
G3PCtex	1	g3pc_p
G3PD2	1	dhap_c
G3PD2	1	h_c
G3PD2	1	nadph_c
G3PD6	1	dhap_c
G3PD6	1	mql8_c
G3PD7	1	2dmmql8_c
G3PD7	1	dhap_c
G3PEabcpp	1	adp_c
G3PEabcpp	1	g3pe_c
G3PEabcpp	1	h_c
G3PEabcpp	1	pi_c
G3PGabcpp	1	adp_c
G3PGabcpp	1	g3pg_c
G3PGabcpp	1	h_c
G3PGabcpp	1	pi_c
G3PGtex	1	g3pg_p
G3PStex	1	g3ps_p
G5SADs	1	1pyr5c_c
G5SADs	1	h_c
G5SADs	1	h2o_c
G5SD	1	glu5sa_c
G5SD	1	nadp_c
G5SD	1	pi_c
GAL1PPpp	1	gal_p
GAL1PPpp	1	pi_p
GALBDtex	1	gal_bD_p
GALCTLO	1	h_c
GALCTLO	1	nadh_c
GALCTLO	1	tagur_c
GALCTND	1	2dh3dgal_c
GALCTND	1	h2o_c
GALCTNLt2pp	1	galctn__L_c
GALCTNLt2pp	1	h_c
GALCTNt2pp	1	galctn__D_c
GALCTNt2pp	1	h_c
GALCTt2rpp	1	galct__D_c
GALCTt2rpp	1	h_c
GALCTtex	1	galct__D_p
GALKr	1	adp_c
GALKr	1	gal1p_c
GALKr	1	h_c
GALS3	1	gal_c
GALS3	1	glc__D_c
GALTtex	1	galt_p
GALUi	1	ppi_c
GALUi	1	udpg_c
GALtex	1	gal_p
GAMAN6Ptex	1	gam6p_p
GAPD	1	13dpg_c
GAPD	1	h_c
GAPD	1	nadh_c
GARFT	1	fgam_c
GARFT	1	h_c
GARFT	1	thf_c
GCALDD	1	glyclt_c
GCALDD	2.0	h_c
GCALDD	1	nadh_c
GDPDPK	1	amp_c
GDPDPK	1	h_c
GDPDPK	1	ppgpp_c
GDPMNH	1	gdp_c
GDPMNH	1	h_c
GDPMNH	1	man_c
GDPTPDP	1	gtp_c
GDPTPDP	1	ppi_c
GF6PTA	1	gam6p_c
GF6PTA	1	glu__L_c
GGGABADr	1	gg4abut_c
GGGABADr	2.0	h_c
GGGABADr	1	nadph_c
GGPTRCO	1	ggbutal_c
GGPTRCO	1	h2o2_c
GGPTRCO	1	nh4_c
GGPTRCS	1	adp_c
GGPTRCS	1	ggptrc_c
GGPTRCS	1	h_c
GGPTRCS	1	pi_c
GHBDHx	1	ghb_c
GHBDHx	1	nad_c
GK1	1	adp_c
GK1	1	gdp_c
GLBRAN2	1	bglycogen_c
GLCATr	1	acglc__D_c
GLCATr	1	coa_c
GLCNt2rpp	1	glcn_c
GLCNt2rpp	1	h_c
GLCNtex	1	glcn_p
GLCRtex	1	glcr_p
GLCURt2rpp	1	glcur_c
