bigg_reaction_id	stoichiometry	product_bigg_id
PI45PLC_18_1_18_2	1	mi145p_c
PI45PLC_18_1_18_2	1	dag_hs_18_1_18_2_c
PI34P5K_18_1_18_2	1	h_c
PI34P5K_18_1_18_2	1	pail345p_hs_18_1_18_2_c
PI34P5K_18_1_18_2	1	adp_c
PI4P3K_18_1_18_2	1	h_c
PI4P3K_18_1_18_2	1	pail34p_hs_18_1_18_2_c
PI4P3K_18_1_18_2	1	adp_c
CDIPTr_18_1_18_2	1	pail_hs_18_1_18_2_c
CDIPTr_18_1_18_2	1	h_c
CDIPTr_18_1_18_2	1	cmp_c
DAGK_hs_18_1_18_2	1	atp_c
DAGK_hs_18_1_18_2	1	dag_hs_18_1_18_2_c
PLA2_2_18_1_18_2	1	h_c
PLA2_2_18_1_18_2	1	lpchol_hs_18_1_c
PLA2_2_18_1_18_2	1	lnlc_c
CEPTC_18_1_18_2	1	h_c
CEPTC_18_1_18_2	1	pchol_hs_18_1_18_2_c
CEPTC_18_1_18_2	1	cmp_c
PSSA1_hs_18_1_18_2	1	pchol_hs_18_1_18_2_c
PSSA1_hs_18_1_18_2	1	ser__L_c
PSSA2_hs_18_1_18_2	1	ps_hs_18_1_18_2_c
PSSA2_hs_18_1_18_2	1	etha_c
CEPTE_18_1_18_2	1	h_c
CEPTE_18_1_18_2	1	cmp_c
CEPTE_18_1_18_2	1	pe_hs_18_1_18_2_c
PPAP_18_1_18_2	1	dag_hs_18_1_18_2_c
PPAP_18_1_18_2	1	pi_c
PI45PLC_18_1_18_1	1	h_c
PI45PLC_18_1_18_1	1	mi145p_c
PI45PLC_18_1_18_1	1	dag_hs_18_1_18_1_c
PI345P3P_18_1_18_1	1	pi_c
PI345P3P_18_1_18_1	1	pail45p_hs_18_1_18_1_c
PI4P5K_18_1_18_1	1	h_c
PI4P5K_18_1_18_1	1	pail345p_hs_18_1_18_1_c
PI4P5K_18_1_18_1	1	adp_c
PI34P5K_18_1_18_1	1	h_c
PI34P5K_18_1_18_1	1	adp_c
PI34P5K_18_1_18_1	1	pail345p_hs_18_1_18_1_c
PI4P3K_18_1_18_1	1	pail34p_hs_18_1_18_1_c
PI4P3K_18_1_18_1	1	adp_c
PI4P3K_18_1_18_1	1	h_c
PIK4_18_1_18_1	1	h_c
PIK4_18_1_18_1	1	pail4p_hs_18_1_18_1_c
PIK4_18_1_18_1	1	adp_c
PIPLC_18_1_18_1	1	h_c
PIPLC_18_1_18_1	1	mi1p__D_c
PIPLC_18_1_18_1	1	dag_hs_18_1_18_1_c
CDS_18_1_18_1	1	ppi_c
CDS_18_1_18_1	1	cdpdag_hs_18_1_18_1_c
CEPTC_18_1_18_1	1	pchol_hs_18_1_18_1_c
CEPTC_18_1_18_1	1	cmp_c
CEPTC_18_1_18_1	1	h_c
CEPTE_18_1_18_1	1	h_c
CEPTE_18_1_18_1	1	cmp_c
CEPTE_18_1_18_1	1	pe_hs_18_1_18_1_c
PPAP_18_1_18_1	1	pi_c
PPAP_18_1_18_1	1	dag_hs_18_1_18_1_c
PI4P5K_18_0_20_4	1	pail345p_hs_18_0_20_4_c
PI4P5K_18_0_20_4	1	adp_c
PI4P5K_18_0_20_4	1	h_c
PI4PLC_18_0_20_4	1	h_c
PI4PLC_18_0_20_4	1	dag_hs_18_0_20_4_c
PI4PLC_18_0_20_4	1	mi14p_c
CDIPTr_18_0_20_4	1	pail_hs_18_0_20_4_c
CDIPTr_18_0_20_4	1	cmp_c
CDIPTr_18_0_20_4	1	h_c
CDS_18_0_20_4	1	cdpdag_hs_18_0_20_4_c
CDS_18_0_20_4	1	ppi_c
LPS2_18_0_20_4	1	h_c
LPS2_18_0_20_4	1	mag_hs_18_0_c
LPS2_18_0_20_4	1	arachd_c
DAGK_hs_18_0_20_4	1	atp_c
DAGK_hs_18_0_20_4	1	dag_hs_18_0_20_4_c
AGPAT1_18_0_20_4	1	pa_hs_18_0_20_4_c
AGPAT1_18_0_20_4	1	coa_c
PI45PLC_18_0_18_2	1	h_c
PI45PLC_18_0_18_2	1	mi145p_c
PI45PLC_18_0_18_2	1	dag_hs_18_0_18_2_c
PI345P3P_18_0_18_2	1	pail45p_hs_18_0_18_2_c
PI345P3P_18_0_18_2	1	pi_c
PI34P5K_18_0_18_2	1	h_c
PI34P5K_18_0_18_2	1	pail345p_hs_18_0_18_2_c
PI34P5K_18_0_18_2	1	adp_c
CDIPTr_18_0_18_2	1	h_c
CDIPTr_18_0_18_2	1	cmp_c
CDIPTr_18_0_18_2	1	pail_hs_18_0_18_2_c
CDS_18_0_18_2	1	cdpdag_hs_18_0_18_2_c
CDS_18_0_18_2	1	ppi_c
LPS2_18_0_18_2	1	h_c
LPS2_18_0_18_2	1	mag_hs_18_0_c
LPS2_18_0_18_2	1	lnlc_c
PLA2_2_18_0_18_2	1	h_c
PLA2_2_18_0_18_2	1	lpchol_hs_18_0_c
PLA2_2_18_0_18_2	1	lnlc_c
CEPTC_18_0_18_2	1	h_c
CEPTC_18_0_18_2	1	cmp_c
CEPTC_18_0_18_2	1	pchol_hs_18_0_18_2_c
PSSA2_hs_18_0_18_2	1	ps_hs_18_0_18_2_c
PSSA2_hs_18_0_18_2	1	etha_c
CEPTE_18_0_18_2	1	h_c
CEPTE_18_0_18_2	1	cmp_c
CEPTE_18_0_18_2	1	pe_hs_18_0_18_2_c
AGPAT1_18_0_18_2	1	coa_c
AGPAT1_18_0_18_2	1	pa_hs_18_0_18_2_c
PI45PLC_18_0_18_1	1	mi145p_c
PI45PLC_18_0_18_1	1	dag_hs_18_0_18_1_c
PI45PLC_18_0_18_1	1	h_c
PI4P5K_18_0_18_1	1	pail345p_hs_18_0_18_1_c
PI4P5K_18_0_18_1	1	adp_c
PI4P5K_18_0_18_1	1	h_c
PI4P3K_18_0_18_1	1	h_c
PI4P3K_18_0_18_1	1	pail34p_hs_18_0_18_1_c
PI4P3K_18_0_18_1	1	adp_c
PI4PLC_18_0_18_1	1	h_c
PI4PLC_18_0_18_1	1	mi14p_c
PI4PLC_18_0_18_1	1	dag_hs_18_0_18_1_c
PIK4_18_0_18_1	1	h_c
PIK4_18_0_18_1	1	pail4p_hs_18_0_18_1_c
PIK4_18_0_18_1	1	adp_c
CDIPTr_18_0_18_1	1	h_c
CDIPTr_18_0_18_1	1	cmp_c
CDIPTr_18_0_18_1	1	pail_hs_18_0_18_1_c
LPS2_18_0_18_1	1	h_c
LPS2_18_0_18_1	1	ocdcea_c
LPS2_18_0_18_1	1	mag_hs_18_0_c
DAGK_hs_18_0_18_1	1	atp_c
DAGK_hs_18_0_18_1	1	dag_hs_18_0_18_1_c
PLA2_2_18_0_18_1	1	h_c
PLA2_2_18_0_18_1	1	ocdcea_c
PLA2_2_18_0_18_1	1	lpchol_hs_18_0_c
CEPTC_18_0_18_1	1	h_c
CEPTC_18_0_18_1	1	pchol_hs_18_0_18_1_c
CEPTC_18_0_18_1	1	cmp_c
PSSA2_hs_18_0_18_1	1	etha_c
PSSA2_hs_18_0_18_1	1	ps_hs_18_0_18_1_c
CEPTE_18_0_18_1	1	h_c
CEPTE_18_0_18_1	1	cmp_c
CEPTE_18_0_18_1	1	pe_hs_18_0_18_1_c
PI4P5K_18_0_18_0	1	h_c
PI4P5K_18_0_18_0	1	pail345p_hs_18_0_18_0_c
PI4P5K_18_0_18_0	1	adp_c
PI34P5K_18_0_18_0	1	h_c
PI34P5K_18_0_18_0	1	pail345p_hs_18_0_18_0_c
PI34P5K_18_0_18_0	1	adp_c
PIPLC_18_0_18_0	1	h_c
PIPLC_18_0_18_0	1	dag_hs_18_0_18_0_c
PIPLC_18_0_18_0	1	mi1p__D_c
CDS_18_0_18_0	1	ppi_c
CDS_18_0_18_0	1	cdpdag_hs_18_0_18_0_c
LPS2_18_0_18_0	1	h_c
LPS2_18_0_18_0	1	mag_hs_18_0_c
LPS2_18_0_18_0	1	ocdca_c
PSSA1_hs_18_0_18_0	1	pchol_hs_18_0_18_0_c
PSSA1_hs_18_0_18_0	1	ser__L_c
PSSA2_hs_18_0_18_0	1	ps_hs_18_0_18_0_c
PSSA2_hs_18_0_18_0	1	etha_c
AGPAT1_18_0_18_0	1	pa_hs_18_0_18_0_c
AGPAT1_18_0_18_0	1	coa_c
PI4P5K_16_0_20_4	1	pail345p_hs_16_0_20_4_c
PI4P5K_16_0_20_4	1	adp_c
PI4P5K_16_0_20_4	1	h_c
PI4PLC_16_0_20_4	1	h_c
PI4PLC_16_0_20_4	1	dag_hs_16_0_20_4_c
PI4PLC_16_0_20_4	1	mi14p_c
PIPLC_16_0_20_4	1	h_c
PIPLC_16_0_20_4	1	dag_hs_16_0_20_4_c
PIPLC_16_0_20_4	1	mi1p__D_c
CEPTC_16_0_20_4	1	h_c
CEPTC_16_0_20_4	1	cmp_c
CEPTC_16_0_20_4	1	pchol_hs_16_0_20_4_c
PSSA1_hs_16_0_20_4	1	pchol_hs_16_0_20_4_c
PSSA1_hs_16_0_20_4	1	ser__L_c
PSSA2_hs_16_0_20_4	1	ps_hs_16_0_20_4_c
PSSA2_hs_16_0_20_4	1	etha_c
CEPTE_16_0_20_4	1	h_c
CEPTE_16_0_20_4	1	cmp_c
CEPTE_16_0_20_4	1	pe_hs_16_0_20_4_c
PI345P3P_16_0_18_2	1	pail45p_hs_16_0_18_2_c
PI345P3P_16_0_18_2	1	pi_c
LPS2_16_0_18_2	1	mag_hs_16_0_c
LPS2_16_0_18_2	1	lnlc_c
LPS2_16_0_18_2	1	h_c
DAGK_hs_16_0_18_2	1	atp_c
DAGK_hs_16_0_18_2	1	dag_hs_16_0_18_2_c
CEPTC_16_0_18_2	1	h_c
CEPTC_16_0_18_2	1	pchol_hs_16_0_18_2_c
CEPTC_16_0_18_2	1	cmp_c
PPAP_16_0_18_2	1	dag_hs_16_0_18_2_c
PPAP_16_0_18_2	1	pi_c
AGPAT1_16_0_18_2	1	pa_hs_16_0_18_2_c
AGPAT1_16_0_18_2	1	coa_c
PI45PLC_16_0_18_1	1	dag_hs_16_0_18_1_c
PI45PLC_16_0_18_1	1	mi145p_c
PI45PLC_16_0_18_1	1	h_c
PI345P3P_16_0_18_1	1	pail45p_hs_16_0_18_1_c
PI345P3P_16_0_18_1	1	pi_c
PI4PLC_16_0_18_1	1	h_c
PI4PLC_16_0_18_1	1	mi14p_c
PI4PLC_16_0_18_1	1	dag_hs_16_0_18_1_c
PIK4_16_0_18_1	1	pail4p_hs_16_0_18_1_c
PIK4_16_0_18_1	1	h_c
PIK4_16_0_18_1	1	adp_c
PIPLC_16_0_18_1	1	h_c
PIPLC_16_0_18_1	1	mi1p__D_c
PIPLC_16_0_18_1	1	dag_hs_16_0_18_1_c
CDS_16_0_18_1	1	cdpdag_hs_16_0_18_1_c
CDS_16_0_18_1	1	ppi_c
LPS2_16_0_18_1	1	h_c
LPS2_16_0_18_1	1	ocdcea_c
LPS2_16_0_18_1	1	mag_hs_16_0_c
DAGK_hs_16_0_18_1	1	atp_c
DAGK_hs_16_0_18_1	1	dag_hs_16_0_18_1_c
PPAP_16_0_18_1	1	pi_c
PPAP_16_0_18_1	1	dag_hs_16_0_18_1_c
AGPAT1_16_0_18_1	1	pa_hs_16_0_18_1_c
AGPAT1_16_0_18_1	1	coa_c
PI45PLC_16_0_18_0	1	h_c
PI45PLC_16_0_18_0	1	mi145p_c
PI45PLC_16_0_18_0	1	dag_hs_16_0_18_0_c
PI4P5K_16_0_18_0	1	pail345p_hs_16_0_18_0_c
PI4P5K_16_0_18_0	1	h_c
PI4P5K_16_0_18_0	1	adp_c
PI34P5K_16_0_18_0	1	h_c
PI34P5K_16_0_18_0	1	pail345p_hs_16_0_18_0_c
PI34P5K_16_0_18_0	1	adp_c
PI4P3K_16_0_18_0	1	h_c
PI4P3K_16_0_18_0	1	pail34p_hs_16_0_18_0_c
PI4P3K_16_0_18_0	1	adp_c
GPAM_hs_18_2	1	alpha_hs_18_2_c
GPAM_hs_18_2	1	coa_c
LPASE_18_0	1	h_c
LPASE_18_0	1	g3pc_c
LPASE_18_0	1	ocdca_c
LPASE_16_0	1	h_c
LPASE_16_0	1	g3pc_c
LPASE_16_0	1	hdca_c
GPAM_hs_16_0	1	alpha_hs_16_0_c
GPAM_hs_16_0	1	coa_c
SK_pmtcrn_c	nan	sink/source
SK_cdpea_c	nan	sink/source
SK_etha_c	nan	sink/source
TXBS	1	txb2_c
AMPt	1	amp_c
SK_adp_c	nan	sink/source
SK_Tyr_ggn_c	nan	sink/source
PI345P3P_20_4_20_4	1	pail45p_hs_20_4_20_4_c
PI345P3P_20_4_20_4	1	pi_c
PI4P5K_20_4_20_4	1	pail345p_hs_20_4_20_4_c
PI4P5K_20_4_20_4	1	h_c
PI4P5K_20_4_20_4	1	adp_c
PI4P3K_20_4_20_4	1	h_c
PI4P3K_20_4_20_4	1	pail34p_hs_20_4_20_4_c
PI4P3K_20_4_20_4	1	adp_c
PIPLC_20_4_20_4	1	h_c
PIPLC_20_4_20_4	1	mi1p__D_c
PIPLC_20_4_20_4	1	dag_hs_20_4_20_4_c
CDIPTr_20_4_20_4	1	h_c
CDIPTr_20_4_20_4	1	cmp_c
CDIPTr_20_4_20_4	1	pail_hs_20_4_20_4_c
LPS2_20_4_20_4	1	h_c
LPS2_20_4_20_4	1	arachd_c
LPS2_20_4_20_4	1	mag_hs_20_4_c
DAGK_hs_20_4_20_4	1	atp_c
DAGK_hs_20_4_20_4	1	dag_hs_20_4_20_4_c
PSSA1_hs_20_4_20_4	1	pchol_hs_20_4_20_4_c
PSSA1_hs_20_4_20_4	1	ser__L_c
PSSA2_hs_20_4_20_4	1	etha_c
PSSA2_hs_20_4_20_4	1	ps_hs_20_4_20_4_c
CEPTE_20_4_20_4	1	h_c
CEPTE_20_4_20_4	1	cmp_c
CEPTE_20_4_20_4	1	pe_hs_20_4_20_4_c
AGPAT1_20_4_20_4	1	pa_hs_20_4_20_4_c
AGPAT1_20_4_20_4	1	coa_c
PI4P3K_18_2_20_4	1	h_c
PI4P3K_18_2_20_4	1	pail34p_hs_18_2_20_4_c
PI4P3K_18_2_20_4	1	adp_c
PI4PLC_18_2_20_4	1	h_c
PI4PLC_18_2_20_4	1	mi14p_c
PI4PLC_18_2_20_4	1	dag_hs_18_2_20_4_c
PIPLC_18_2_20_4	1	h_c
PIPLC_18_2_20_4	1	dag_hs_18_2_20_4_c
PIPLC_18_2_20_4	1	mi1p__D_c
CDIPTr_18_2_20_4	1	h_c
CDIPTr_18_2_20_4	1	cmp_c
CDIPTr_18_2_20_4	1	pail_hs_18_2_20_4_c
DAGK_hs_18_2_20_4	1	atp_c
DAGK_hs_18_2_20_4	1	dag_hs_18_2_20_4_c
PLA2_2_18_2_20_4	1	h_c
PLA2_2_18_2_20_4	1	arachd_c
PLA2_2_18_2_20_4	1	lpchol_hs_18_2_c
PSSA1_hs_18_2_20_4	1	pchol_hs_18_2_20_4_c
PSSA1_hs_18_2_20_4	1	ser__L_c
PSSA2_hs_18_2_20_4	1	etha_c
PSSA2_hs_18_2_20_4	1	ps_hs_18_2_20_4_c
PGS_COX	1	prostgg2_c
PI4PLC_16_0_18_0	1	h_c
PI4PLC_16_0_18_0	1	mi14p_c
PI4PLC_16_0_18_0	1	dag_hs_16_0_18_0_c
PIPLC_16_0_18_0	1	dag_hs_16_0_18_0_c
PIPLC_16_0_18_0	1	mi1p__D_c
PIPLC_16_0_18_0	1	h_c
CDIPTr_16_0_18_0	1	cmp_c
CDIPTr_16_0_18_0	1	pail_hs_16_0_18_0_c
CDIPTr_16_0_18_0	1	h_c
CEPTC_16_0_18_0	1	h_c
CEPTC_16_0_18_0	1	pchol_hs_16_0_18_0_c
CEPTC_16_0_18_0	1	cmp_c
PSSA2_hs_16_0_18_0	1	ps_hs_16_0_18_0_c
PSSA2_hs_16_0_18_0	1	etha_c
CEPTE_16_0_18_0	1	h_c
CEPTE_16_0_18_0	1	cmp_c
CEPTE_16_0_18_0	1	pe_hs_16_0_18_0_c
AGPAT1_16_0_18_0	1	pa_hs_16_0_18_0_c
AGPAT1_16_0_18_0	1	coa_c
PI45PLC_16_0_16_0	1	dag_hs_16_0_16_0_c
PI45PLC_16_0_16_0	1	h_c
PI45PLC_16_0_16_0	1	mi145p_c
PI345P3P_16_0_16_0	1	pail45p_hs_16_0_16_0_c
PI345P3P_16_0_16_0	1	pi_c
PI4PLC_16_0_16_0	1	dag_hs_16_0_16_0_c
PI4PLC_16_0_16_0	1	h_c
PI4PLC_16_0_16_0	1	mi14p_c
PIK4_16_0_16_0	1	h_c
PIK4_16_0_16_0	1	pail4p_hs_16_0_16_0_c
PIK4_16_0_16_0	1	adp_c
PIPLC_16_0_16_0	1	dag_hs_16_0_16_0_c
PIPLC_16_0_16_0	1	h_c
PIPLC_16_0_16_0	1	mi1p__D_c
CDIPTr_16_0_16_0	1	h_c
CDIPTr_16_0_16_0	1	cmp_c
CDIPTr_16_0_16_0	1	pail_hs_16_0_16_0_c
CDS_16_0_16_0	1	ppi_c
CDS_16_0_16_0	1	cdpdag_hs_16_0_16_0_c
PSSA1_hs_16_0_16_0	1	ser__L_c
PSSA1_hs_16_0_16_0	1	pchol_hs_16_0_16_0_c
PSSA2_hs_16_0_16_0	1	etha_c
PSSA2_hs_16_0_16_0	1	ps_hs_16_0_16_0_c
AGPAT1_16_0_16_0	1	pa_hs_16_0_16_0_c
AGPAT1_16_0_16_0	1	coa_c
LPASE_20_4	1	h_c
LPASE_20_4	1	g3pc_c
LPASE_20_4	1	arachd_c
LPS3_hs_20_4	1	h_c
LPS3_hs_20_4	1	glyc_c
LPS3_hs_20_4	1	arachd_c
SK_txb2_c	nan	sink/source
SK_mal__L_c	nan	sink/source
SK_ind3ac_c	nan	sink/source
SK_ca2_c	nan	sink/source
SK_5moxact_c	nan	sink/source
SK_12harachd_c	nan	sink/source
SK_adprbp_c	nan	sink/source
SK_akg_c	nan	sink/source
SK_band_c	nan	sink/source
SK_mi145p_c	nan	sink/source
SK_pchol_hs_16_0_16_0_c	nan	sink/source
SK_pchol_hs_16_0_18_2_c	nan	sink/source
SK_pchol_hs_18_2_16_0_c	nan	sink/source
SK_pchol_hs_18_2_18_1_c	nan	sink/source
SK_pe_hs_16_0_18_1_c	nan	sink/source
SK_pe_hs_16_0_18_2_c	nan	sink/source
SK_pe_hs_18_1_18_2_c	nan	sink/source
SK_pe_hs_18_2_18_1_c	nan	sink/source
AGPAT1_16_0_18_3	1	coa_c
AGPAT1_16_0_18_3	1	pa_hs_16_0_18_1_c
AGPAT1_16_0_18_4	1	coa_c
AGPAT1_16_0_18_4	1	pa_hs_16_0_18_2_c
AGPAT1_18_1_18_3	1	coa_c
AGPAT1_18_1_18_3	1	pa_hs_18_1_18_1_c
AGPAT1_18_1_18_4	1	coa_c
AGPAT1_18_1_18_4	1	pa_hs_18_1_18_2_c
CA2t	1	ca2_c
CDS_18_2_18_1	1	cdpdag_hs_18_2_18_1_c
CDS_18_2_18_1	1	ppi_c
CEPTC_18_2_16_0	1	cmp_c
CEPTC_18_2_16_0	1	h_c
CEPTC_18_2_16_0	1	pchol_hs_18_2_16_0_c
CEPTC_18_2_18_1	1	cmp_c
CEPTC_18_2_18_1	1	h_c
CEPTC_18_2_18_1	1	pchol_hs_18_2_18_1_c
CEPTE_18_2_16_0	1	cmp_c
CEPTE_18_2_16_0	1	h_c
CEPTE_18_2_16_0	1	pe_hs_18_2_16_0_c
DAGK_hs_18_2_18_1	1	adp_c
DAGK_hs_18_2_18_1	1	h_c
DAGK_hs_18_2_18_1	1	pa_hs_18_2_18_1_c
DM_nadh	1	h_c
DM_nadh	1	nad_c
HCYSte	1	hcys__L_c
MALt	1	mal__L_c
PI45P5P_16_0_16_0	1	pail4p_hs_16_0_16_0_c
PI45P5P_16_0_16_0	1	pi_c
PI45P5P_16_0_18_1	1	pail4p_hs_16_0_18_1_c
PI45P5P_16_0_18_1	1	pi_c
PI45P5P_16_0_18_2	1	pail4p_hs_16_0_18_2_c
PI45P5P_16_0_18_2	1	pi_c
PI45P5P_18_1_18_2	1	pail4p_hs_18_1_18_2_c
PI45P5P_18_1_18_2	1	pi_c
PI45P5P_18_2_16_0	1	pail4p_hs_18_2_16_0_c
PI45P5P_18_2_16_0	1	pi_c
PI45PLC_18_2_16_0	1	dag_hs_18_2_16_0_c
PI45PLC_18_2_16_0	1	h_c
PI45PLC_18_2_16_0	1	mi145p_c
PI45PLC_18_2_18_1	1	dag_hs_18_2_18_1_c
PI45PLC_18_2_18_1	1	h_c
PI45PLC_18_2_18_1	1	mi145p_c
PI4P5K_16_0_18_3	1	adp_c
PI4P5K_16_0_18_3	1	h_c
PI4P5K_16_0_18_3	1	pail45p_hs_16_0_18_1_c
PI4P5K_18_2_18_1	1	adp_c
PI4P5K_18_2_18_1	1	h_c
PI4P5K_18_2_18_1	1	pail45p_hs_18_2_18_1_c
PI4PLC_18_2_16_0	1	dag_hs_18_2_16_0_c
PI4PLC_18_2_16_0	1	h_c
PI4PLC_18_2_16_0	1	mi14p_c
PI4PP_16_0_18_1	1	pail_hs_16_0_18_1_c
PI4PP_16_0_18_1	1	pi_c
PI4PP_16_0_18_2	1	pail_hs_16_0_18_2_c
PI4PP_16_0_18_2	1	pi_c
PI4PP_18_2_16_0	1	pail_hs_18_2_16_0_c
PI4PP_18_2_16_0	1	pi_c
PI4PP_18_2_18_1	1	pail_hs_18_2_18_1_c
PI4PP_18_2_18_1	1	pi_c
PIK4_18_2_18_1	1	adp_c
PIK4_18_2_18_1	1	h_c
PIK4_18_2_18_1	1	pail4p_hs_18_2_18_1_c
PLA2_2_18_2_16_0	1	h_c
PLA2_2_18_2_16_0	1	hdca_c
PLA2_2_18_2_16_0	1	lpchol_hs_18_2_c
PPAP_18_2_18_1	1	dag_hs_18_2_18_1_c
PPAP_18_2_18_1	1	pi_c
THMMPtrbc	1	thmmp_c
1a25DHVITD3TRn	1	1a25dhvitd3_n
25HVITD3c	1	1a25dhvitd3_c
25HVITD3c	1	h2o_c
25HVITD3c	1	nadp_c
2AOBUTtm	1	2aobut_m
34DHPHELAT1tc	1	34dhphe_c
34DHPHELAT1tc	1	leu__L_e
3AIB_Dtm	1	3aib__D_m
3HBCOARc	1	3hbcoa__R_c
3HKYNAKGATm	1	42A3HP24DB_m
3HKYNAKGATm	1	glu__L_m
3MOBte	1	3mob_c
4HPROLTASCT1	1	4hpro_LT_e
4HPROLTASCT1	1	ala__L_c
4HPROLTASCT1	1	na1_c
4HPRO_LTte	1	4hpro_LT_m
4OHPROIMINOtc	1	4hpro_LT_c
4OHPROIMINOtc	1	cl_c
4OHPROIMINOtc	2.0	na1_c
A4GALTc_cho	1	h_c
A4GALTc_cho	1	thcrm_cho_c
A4GALTc_cho	1	udp_c
A4GALTg_cho	1	h_g
A4GALTg_cho	1	thcrm_cho_g
A4GALTg_cho	1	udp_g
ABO1g_cho	1	acgalfucgalacglcgalgluside_cho_g
ABO1g_cho	1	h_g
ABO1g_cho	1	udp_g
ABO6g_cho	1	acgalfucgalacglcgal14acglcgalgluside_cho_g
ABO6g_cho	1	h_g
ABO6g_cho	1	udp_g
ABO7g_cho	1	acgalfucgalacgalfucgalacglcgal14acglcgalgluside_cho_g
ABO7g_cho	1	h_g
ABO7g_cho	1	udp_g
ABO8g_cho	1	galfucgalacglcgal14acglcgalgluside_cho_g
ABO8g_cho	1	h_g
ABO8g_cho	1	udp_g
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_cho	1	acgalfucgalacgalfuc12gal14acglcgalgluside_cho_c
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_cho	1	acgalfucgalacgalfucgalacglcgal14acglcgalgluside_cho_c
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_cho	1	acgalfucgalacgalfucgalacglcgal14acglcgalgluside_cho_c
ACGBGBSIDEtg_cho	1	acgbgbside_cho_g
ACN13ACNGALGBSIDEtg_cho	1	acn13acngalgbside_cho_g
ACN23ACNGALGBSIDEte_cho	1	acn23acngalgbside_cho_e
ACNACNGALGBSIDEtg_cho	1	acnacngalgbside_cho_g
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_cho	1	acngalacglcgal14acglcgalgluside_cho_c
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_cho	1	acngalacglcgal14acglcgalgluside_cho_c
ADHAPtx_cho	1	adhap_cho_x
ADNK1n	1	adp_n
ADNK1n	1	amp_n
ADNK1n	1	h_n
ADPACDAc	1	adpcoa_c
ADPACDAc	1	amp_c
ADPACDAc	1	ppi_c
ADPACTD	1	adpac_c
ADPCOACROT	1	c6dc_x
ADPCOACROT	1	coa_x
ADPCOAPTE	1	adpac_x
ADPCOAPTE	1	coa_x
ADPCOAPTE	1	h_x
ADSKn	1	adp_n
ADSKn	1	h_n
ADSKn	1	paps_n
AGLPC_cho	1	ak2gchol_cho_c
AGLPC_cho	1	cmp_c
AGLPC_cho	1	h2o_c
AGLPC_cho	1	h_c
AGLPR_cho	1	akgp_cho_c
AGLPR_cho	1	nadp_c
AGPex_cho	1	akdhap_cho_x
AGXT2L2	1	L2aadp6sa_c
AGXT2L2	1	nh4_c
AGXT2L2	1	pi_c
AICARte	1	aicar_c
AK2LGCHOLt_cho	1	ak2lgchol_cho_c
ALAALAPEPT1tc	1	alaala_c
ALAALAPEPT1tc	1	h_c
ALAATB0tc	1	ala__L_c
ALAATB0tc	1	cl_c
ALAATB0tc	2.0	na1_c
ALA_DTDe	1	ala__D_e
ALAyLATthc	1	ala__L_c
ALAyLATthc	1	arg__L_e
ALAyLATthc	1	h_c
ANTHte	1	anth_c
ARGATB0tc	1	arg__L_c
ARGATB0tc	1	cl_c
ARGATB0tc	2.0	na1_c
ARTFR11_cho	1	R1coa_cho_c
ARTFR12_cho	1	R1coa_cho_c
ARTFR12_cho	1	fad_m
ARTFR13_cho	0.875	R1coa_cho_c
ARTFR13_cho	0.125	coa_m
ARTFR202_cho	1.125	R2coa_cho_c
ARTFR202_cho	2.0	fad_m
ARTFR202_cho	1	nadp_m
ARTFR203_cho	1.125	R2coa_cho_c
ARTFR203_cho	2.0	fad_m
ARTFR203_cho	1	nadp_m
ARTFR204_cho	1.125	R2coa_cho_c
ARTFR204_cho	2.0	fad_m
ARTFR204_cho	2.0	nadp_m
ARTFR207_cho	1.25	R2coa_cho_c
ARTFR208_cho	1.25	R2coa_cho_c
ARTFR208_cho	3.0	fad_m
ARTFR208_cho	2.0	nadp_m
ARTFR209_cho	1.375	R2coa_cho_c
ARTFR209_cho	2.0	fad_m
ARTFR209_cho	2.0	nadp_m
ARTFR213_cho	1.375	R2coa_cho_c
ARTFR213_cho	3.0	fad_m
ARTFR213_cho	3.0	nadp_m
ARTFR32_cho	1.125	R3coa_cho_c
ARTFR32_cho	1	fad_m
ARTFR34_cho	1.125	R3coa_cho_c
ARTFR34_cho	2.0	fad_m
ARTFR42_cho	1.125	R4coa_cho_c
ARTFR42_cho	1	fad_m
ARTFR43_cho	1.125	R4coa_cho_c
ARTFR43_cho	1	fad_m
ARTFR44_cho	1.125	R4coa_cho_c
ARTFR44_cho	2.0	fad_m
ARTFR53_cho	1.25	R5coa_cho_c
ARTFR53_cho	2.0	fad_m
ARTFR53_cho	2.0	nadp_m
ARTFR56_cho	1.5	R5coa_cho_c
ARTFR56_cho	2.0	fad_m
ARTFR56_cho	2.0	nadp_m
ARTFR57_cho	1.5	R5coa_cho_c
ARTFR57_cho	3.0	fad_m
ARTFR57_cho	3.0	nadp_m
ASCBt5	1	ascb__L_c
ASCBt5	2.0	na1_c
ASNPHELAT2tc	1	asn__L_c
ASNPHELAT2tc	1	phe__L_e
ASPPROASCT1	1	asp__L_c
ASPPROASCT1	1	na1_c
