bigg_reaction_id	stoichiometry	substrate_bigg_id
PLDAGAT_OLE_PALM_PALM_PE_16_c	1	pe182n6160_c
PLDAGAT_PALM_ARA_PALM_PC_3_c	1	12dgr160204n6_c
PLDAGAT_PALM_ARA_PALM_PC_3_c	1	pc1619Z160_c
PLDAGAT_PALM_ARA_PALM_PE_9_c	1	12dgr160204n6_c
PLDAGAT_PALM_ARA_PALM_PE_9_c	1	pe140160_c
PLDAGAT_PALM_ARA_PALM_PE_11_c	1	12dgr160204n6_c
PLDAGAT_PALM_ARA_PALM_PE_11_c	1	pe1619Z160_c
PLDAGAT_PALM_ARA_PALM_PE_13_c	1	12dgr160204n6_c
PLDAGAT_PALM_ARA_PALM_PE_13_c	1	pe1819Z160_c
PLDAGAT_HDE_MYRS_LNA_PC_5_c	1	12dgr1619Z140_c
PLDAGAT_HDE_MYRS_LNA_PC_5_c	1	pc182_9_12_c
PLDAGAT_HDE_MYRS_LNA_PC_6_c	1	12dgr1619Z140_c
PLDAGAT_HDE_MYRS_LNA_PC_6_c	1	pc1819Z182n6_c
PLDAGAT_HDE_MYRS_LNA_PC_7_c	1	12dgr1619Z140_c
PLDAGAT_HDE_MYRS_LNA_PC_7_c	1	pc205n3182n6_c
PLDAGAT_HDE_MYRS_LNA_PC_8_c	1	12dgr1619Z140_c
PLDAGAT_HDE_MYRS_LNA_PC_8_c	1	pc226n3182n6_c
PLDAGAT_HDE_MYRS_LNA_PE_12_c	1	12dgr1619Z140_c
PLDAGAT_HDE_MYRS_LNA_PE_12_c	1	pe180182n6_c
PLDAGAT_PALM_PALM_LNA_PC_1_c	1	12dgr160_c
PLDAGAT_PALM_PALM_LNA_PC_1_c	1	pc140182n6_c
PLDAGAT_PALM_PALM_LNA_PC_2_c	1	12dgr160_c
PLDAGAT_PALM_PALM_LNA_PC_2_c	1	pc160182n6_c
PLDAGAT_PALM_PALM_LNA_PC_6_c	1	12dgr160_c
PLDAGAT_PALM_PALM_LNA_PC_6_c	1	pc1819Z182n6_c
PLDAGAT_PALM_PALM_LNA_PC_8_c	1	12dgr160_c
PLDAGAT_PALM_PALM_LNA_PC_8_c	1	pc226n3182n6_c
PLDAGAT_PALM_PALM_LNA_PE_10_c	1	12dgr160_c
PLDAGAT_PALM_PALM_LNA_PE_10_c	1	pe160182n6_c
PLDAGAT_LNA_EPA_ARA_PC_3_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_ARA_PC_3_c	1	pc1619Z204n6_c
PLDAGAT_LNA_EPA_ARA_PC_4_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_ARA_PC_4_c	1	pc180204n6_c
PLDAGAT_LNA_EPA_ARA_PC_5_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_ARA_PC_5_c	1	pc182n6204n6_c
PLDAGAT_LNA_EPA_ARA_PC_6_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_ARA_PC_6_c	1	pc1819Z204n6_c
PLDAGAT_LNA_EPA_ARA_PC_7_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_ARA_PC_7_c	1	pc205n3204n6_c
PLDAGAT_LNA_EPA_ARA_PE_9_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_ARA_PE_9_c	1	pe140204n6_c
PLDAGAT_LNA_EPA_ARA_PE_12_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_ARA_PE_12_c	1	pe180204n6_c
PLDAGAT_LNA_EPA_ARA_PE_13_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_ARA_PE_13_c	1	pe182n6204n6_c
PLDAGAT_LNA_EPA_ARA_PE_14_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_ARA_PE_14_c	1	pe1819Z204n6_c
PLDAGAT_LNA_EPA_ARA_PE_15_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_ARA_PE_15_c	1	pe205n3204n6_c
PLDAGAT_LNA_EPA_LNA_PC_1_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_LNA_PC_1_c	1	pc140182n6_c
PLDAGAT_LNA_EPA_LNA_PC_4_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_LNA_PC_4_c	1	pc180182n6_c
PLDAGAT_LNA_EPA_LNA_PC_5_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_LNA_PC_5_c	1	pc182_9_12_c
PLDAGAT_LNA_EPA_LNA_PC_6_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_LNA_PC_6_c	1	pc1819Z182n6_c
PLDAGAT_LNA_EPA_LNA_PC_8_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_LNA_PC_8_c	1	pc226n3182n6_c
PLDAGAT_LNA_EPA_LNA_PE_11_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_LNA_PE_11_c	1	pe1619Z182n6_c
PLDAGAT_LNA_EPA_LNA_PE_15_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_LNA_PE_15_c	1	pe205n3182n6_c
PLDAGAT_LNA_EPA_GLNA_PC_4_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_GLNA_PC_4_c	1	pc180183n6_c
PLDAGAT_LNA_EPA_GLNA_PC_5_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_GLNA_PC_5_c	1	pc182n6183n6_c
PLDAGAT_LNA_EPA_GLNA_PC_6_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_GLNA_PC_6_c	1	pc1819Z183n6_c
PLDAGAT_LNA_EPA_GLNA_PC_8_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_GLNA_PC_8_c	1	pc226n3183n6_c
PLDAGAT_LNA_EPA_GLNA_PE_10_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_GLNA_PE_10_c	1	pe160183n6_c
PLDAGAT_LNA_EPA_GLNA_PE_11_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_GLNA_PE_11_c	1	pe1619Z183n6_c
PLDAGAT_LNA_EPA_GLNA_PE_12_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_GLNA_PE_12_c	1	pe180183n6_c
PLDAGAT_LNA_EPA_GLNA_PE_16_c	1	12dgr182n6205n3_c
PLDAGAT_LNA_EPA_GLNA_PE_16_c	1	pe226n3183n6_c
PLDAGAT_MYRS_MYRS_HDE_PC_2_c	1	12dgr140_c
PLDAGAT_MYRS_MYRS_HDE_PC_2_c	1	pc1601619Z_c
PLDAGAT_MYRS_MYRS_HDE_PC_3_c	1	12dgr140_c
PLDAGAT_MYRS_MYRS_HDE_PC_3_c	1	pc161_c
PLDAGAT_MYRS_MYRS_HDE_PC_5_c	1	12dgr140_c
PLDAGAT_MYRS_MYRS_HDE_PC_5_c	1	pc1819Z1619Z_c
PLDAGAT_MYRS_MYRS_HDE_PC_6_c	1	12dgr140_c
PLDAGAT_MYRS_MYRS_HDE_PC_6_c	1	pc205n31619Z_c
PLDAGAT_MYRS_MYRS_HDE_PC_7_c	1	12dgr140_c
PLDAGAT_MYRS_MYRS_HDE_PC_7_c	1	pc226n31619Z_c
PLDAGAT_MYRS_MYRS_HDE_PC_8_c	1	12dgr140_c
PLDAGAT_MYRS_MYRS_HDE_PC_8_c	1	pc182n61619Z_c
PLDAGAT_MYRS_MYRS_HDE_PE_11_c	1	12dgr140_c
PLDAGAT_MYRS_MYRS_HDE_PE_11_c	1	pe161_c
PLDAGAT_MYRS_MYRS_HDE_PE_13_c	1	12dgr140_c
PLDAGAT_MYRS_MYRS_HDE_PE_13_c	1	pe1819Z1619Z_c
PLDAGAT_MYRS_MYRS_HDE_PE_14_c	1	12dgr140_c
PLDAGAT_MYRS_MYRS_HDE_PE_14_c	1	pe205n31619Z_c
PLDAGAT_PALM_MYRS_PALM_PC_1_c	1	12dgr160140_c
PLDAGAT_PALM_MYRS_PALM_PC_1_c	1	pc140160_c
PLDAGAT_PALM_MYRS_PALM_PC_3_c	1	12dgr160140_c
PLDAGAT_PALM_MYRS_PALM_PC_3_c	1	pc1619Z160_c
PLDAGAT_PALM_MYRS_PALM_PC_5_c	1	12dgr160140_c
PLDAGAT_PALM_MYRS_PALM_PC_5_c	1	pc1819Z160_c
PLDAGAT_PALM_MYRS_PALM_PC_6_c	1	12dgr160140_c
PLDAGAT_PALM_MYRS_PALM_PC_6_c	1	pc205n3160_c
PLDAGAT_PALM_MYRS_PALM_PC_8_c	1	12dgr160140_c
PLDAGAT_PALM_MYRS_PALM_PC_8_c	1	pc182n6160_c
PLDAGAT_PALM_MYRS_PALM_PE_9_c	1	12dgr160140_c
PLDAGAT_PALM_MYRS_PALM_PE_9_c	1	pe140160_c
PLDAGAT_PALM_MYRS_PALM_PE_12_c	1	12dgr160140_c
PLDAGAT_PALM_MYRS_PALM_PE_12_c	1	pe180160_c
PLDAGAT_PALM_MYRS_PALM_PE_16_c	1	12dgr160140_c
PLDAGAT_PALM_MYRS_PALM_PE_16_c	1	pe182n6160_c
PLDAGAT_DHA_EPA_ARA_PC_1_c	1	12dgr226n3205n3_c
PLDAGAT_DHA_EPA_ARA_PC_1_c	1	pc140204n6_c
PLDAGAT_DHA_EPA_ARA_PC_2_c	1	12dgr226n3205n3_c
PLDAGAT_DHA_EPA_ARA_PC_2_c	1	pc160204n6_c
PLDAGAT_DHA_EPA_ARA_PC_3_c	1	12dgr226n3205n3_c
PLDAGAT_DHA_EPA_ARA_PC_3_c	1	pc1619Z204n6_c
PLDAGAT_DHA_EPA_ARA_PC_5_c	1	12dgr226n3205n3_c
PLDAGAT_DHA_EPA_ARA_PC_5_c	1	pc182n6204n6_c
PLDAGAT_DHA_EPA_ARA_PC_6_c	1	12dgr226n3205n3_c
PLDAGAT_DHA_EPA_ARA_PC_6_c	1	pc1819Z204n6_c
PLDAGAT_DHA_EPA_ARA_PC_8_c	1	12dgr226n3205n3_c
PLDAGAT_DHA_EPA_ARA_PC_8_c	1	pc226n3204n6_c
PLDAGAT_DHA_EPA_ARA_PE_9_c	1	12dgr226n3205n3_c
PLDAGAT_DHA_EPA_ARA_PE_9_c	1	pe140204n6_c
PLDAGAT_DHA_EPA_ARA_PE_11_c	1	12dgr226n3205n3_c
PLDAGAT_DHA_EPA_ARA_PE_11_c	1	pe1619Z204n6_c
PLDAGAT_DHA_EPA_ARA_PE_15_c	1	12dgr226n3205n3_c
PLDAGAT_DHA_EPA_ARA_PE_15_c	1	pe205n3204n6_c
PLDAGAT_DHA_EPA_ARA_PE_16_c	1	12dgr226n3205n3_c
PLDAGAT_DHA_EPA_ARA_PE_16_c	1	pe226n3204n6_c
PLDAGAT_DHA_EPA_DHA_PC_4_c	1	12dgr226n3205n3_c
PLDAGAT_DHA_EPA_DHA_PC_4_c	1	pc180226n3_c
PLDAGAT_DHA_EPA_DHA_PC_5_c	1	12dgr226n3205n3_c
PLDAGAT_DHA_EPA_DHA_PC_5_c	1	pc1819Z226n3_c
PLDAGAT_DHA_EPA_DHA_PC_6_c	1	12dgr226n3205n3_c
PLDAGAT_DHA_EPA_DHA_PC_6_c	1	pc205n3226n3_c
PLDAGAT_DHA_EPA_DHA_PC_7_c	1	12dgr226n3205n3_c
PLDAGAT_DHA_EPA_DHA_PC_7_c	1	pc226n3_c
PLDAGAT_DHA_EPA_DHA_PC_8_c	1	12dgr226n3205n3_c
PLDAGAT_DHA_EPA_DHA_PC_8_c	1	pc182n6226n3_c
PLDAGAT_DHA_EPA_DHA_PE_11_c	1	12dgr226n3205n3_c
PLDAGAT_DHA_EPA_DHA_PE_11_c	1	pe1619Z226n3_c
PLDAGAT_DHA_EPA_DHA_PE_13_c	1	12dgr226n3205n3_c
PLDAGAT_DHA_EPA_DHA_PE_13_c	1	pe1819Z226n3_c
PLDAGAT_DHA_EPA_DHA_PE_14_c	1	12dgr226n3205n3_c
PLDAGAT_DHA_EPA_DHA_PE_14_c	1	pe205n3226n3_c
PLDAGAT_MYRS_EPA_GLNA_PC_3_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_GLNA_PC_3_c	1	pc1619Z183n6_c
PLDAGAT_MYRS_EPA_GLNA_PC_6_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_GLNA_PC_6_c	1	pc1819Z183n6_c
PLDAGAT_MYRS_EPA_GLNA_PC_8_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_GLNA_PC_8_c	1	pc226n3183n6_c
PLDAGAT_MYRS_EPA_GLNA_PE_10_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_GLNA_PE_10_c	1	pe160183n6_c
PLDAGAT_MYRS_EPA_GLNA_PE_13_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_GLNA_PE_13_c	1	pe182n6183n6_c
PLDAGAT_PALM_HDE_GLNA_PC_1_c	1	12dgr1601619Z_c
PLDAGAT_PALM_HDE_GLNA_PC_1_c	1	pc140183n6_c
PLDAGAT_PALM_HDE_GLNA_PC_2_c	1	12dgr1601619Z_c
PLDAGAT_PALM_HDE_GLNA_PC_2_c	1	pc160183n6_c
PLDAGAT_PALM_HDE_GLNA_PC_4_c	1	12dgr1601619Z_c
PLDAGAT_PALM_HDE_GLNA_PC_4_c	1	pc180183n6_c
PLDAGAT_PALM_HDE_GLNA_PC_7_c	1	12dgr1601619Z_c
PLDAGAT_PALM_HDE_GLNA_PC_7_c	1	pc205n3183n6_c
PLDAGAT_PALM_HDE_GLNA_PC_8_c	1	12dgr1601619Z_c
PLDAGAT_PALM_HDE_GLNA_PC_8_c	1	pc226n3183n6_c
PLDAGAT_PALM_HDE_GLNA_PE_10_c	1	12dgr1601619Z_c
PLDAGAT_PALM_HDE_GLNA_PE_10_c	1	pe160183n6_c
PLDAGAT_PALM_HDE_GLNA_PE_11_c	1	12dgr1601619Z_c
PLDAGAT_PALM_HDE_GLNA_PE_11_c	1	pe1619Z183n6_c
PLDAGAT_PALM_HDE_GLNA_PE_14_c	1	12dgr1601619Z_c
PLDAGAT_PALM_HDE_GLNA_PE_14_c	1	pe1819Z183n6_c
PLDAGAT_PALM_HDE_GLNA_PE_15_c	1	12dgr1601619Z_c
PLDAGAT_PALM_HDE_GLNA_PE_15_c	1	pe205n3183n6_c
PLDAGAT_LNA_PALM_HDE_PC_1_c	1	12dgr182n6160_c
PLDAGAT_LNA_PALM_HDE_PC_1_c	1	pc1401619Z_c
PLDAGAT_LNA_PALM_HDE_PC_2_c	1	12dgr182n6160_c
PLDAGAT_LNA_PALM_HDE_PC_2_c	1	pc1601619Z_c
PLDAGAT_LNA_PALM_HDE_PC_6_c	1	12dgr182n6160_c
PLDAGAT_LNA_PALM_HDE_PC_6_c	1	pc205n31619Z_c
PLDAGAT_LNA_PALM_HDE_PC_7_c	1	12dgr182n6160_c
PLDAGAT_LNA_PALM_HDE_PC_7_c	1	pc226n31619Z_c
PLDAGAT_LNA_PALM_HDE_PE_9_c	1	12dgr182n6160_c
PLDAGAT_LNA_PALM_HDE_PE_9_c	1	pe1401619Z_c
PLDAGAT_LNA_PALM_HDE_PE_11_c	1	12dgr182n6160_c
PLDAGAT_LNA_PALM_HDE_PE_11_c	1	pe161_c
PLDAGAT_LNA_PALM_HDE_PE_12_c	1	12dgr182n6160_c
PLDAGAT_LNA_PALM_HDE_PE_12_c	1	pe1801619Z_c
PLDAGAT_LNA_PALM_HDE_PE_13_c	1	12dgr182n6160_c
PLDAGAT_LNA_PALM_HDE_PE_13_c	1	pe1819Z1619Z_c
PLDAGAT_LNA_PALM_HDE_PE_14_c	1	12dgr182n6160_c
PLDAGAT_LNA_PALM_HDE_PE_14_c	1	pe205n31619Z_c
PLDAGAT_LNA_PALM_HDE_PE_15_c	1	12dgr182n6160_c
PLDAGAT_LNA_PALM_HDE_PE_15_c	1	pe226n31619Z_c
PLDAGAT_MYRS_EPA_DHA_PC_1_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_DHA_PC_1_c	1	pc140226n3_c
PLDAGAT_MYRS_EPA_DHA_PC_2_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_DHA_PC_2_c	1	pc160226n3_c
PLDAGAT_MYRS_EPA_DHA_PC_4_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_DHA_PC_4_c	1	pc180226n3_c
PLDAGAT_MYRS_EPA_DHA_PC_8_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_DHA_PC_8_c	1	pc182n6226n3_c
PLDAGAT_MYRS_EPA_DHA_PE_11_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_DHA_PE_11_c	1	pe1619Z226n3_c
PLDAGAT_MYRS_EPA_DHA_PE_12_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_DHA_PE_12_c	1	pe180226n3_c
PLDAGAT_MYRS_EPA_DHA_PE_14_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_DHA_PE_14_c	1	pe205n3226n3_c
PLDAGAT_MYRS_EPA_DHA_PE_15_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_DHA_PE_15_c	1	pe226n3_c
PLDAGAT_MYRS_EPA_LNA_PC_1_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_LNA_PC_1_c	1	pc140182n6_c
PLDAGAT_MYRS_EPA_LNA_PC_2_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_LNA_PC_2_c	1	pc160182n6_c
PLDAGAT_MYRS_EPA_LNA_PC_3_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_LNA_PC_3_c	1	pc1619Z182n6_c
PLDAGAT_MYRS_EPA_LNA_PC_6_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_LNA_PC_6_c	1	pc1819Z182n6_c
PLDAGAT_MYRS_EPA_LNA_PC_8_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_LNA_PC_8_c	1	pc226n3182n6_c
PLDAGAT_MYRS_EPA_LNA_PE_9_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_LNA_PE_9_c	1	pe140182n6_c
PLDAGAT_MYRS_EPA_LNA_PE_10_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_LNA_PE_10_c	1	pe160182n6_c
PLDAGAT_MYRS_EPA_LNA_PE_15_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_LNA_PE_15_c	1	pe205n3182n6_c
PLDAGAT_OLE_EPA_DHA_PC_1_c	1	12dgr1819Z205n3_c
PLDAGAT_OLE_EPA_DHA_PC_1_c	1	pc140226n3_c
PLDAGAT_OLE_EPA_DHA_PC_2_c	1	12dgr1819Z205n3_c
PLDAGAT_OLE_EPA_DHA_PC_2_c	1	pc160226n3_c
PLDAGAT_OLE_EPA_DHA_PC_3_c	1	12dgr1819Z205n3_c
PLDAGAT_OLE_EPA_DHA_PC_3_c	1	pc1619Z226n3_c
PLDAGAT_OLE_EPA_DHA_PC_5_c	1	12dgr1819Z205n3_c
PLDAGAT_OLE_EPA_DHA_PC_5_c	1	pc1819Z226n3_c
PLDAGAT_OLE_EPA_DHA_PC_6_c	1	12dgr1819Z205n3_c
PLDAGAT_OLE_EPA_DHA_PC_6_c	1	pc205n3226n3_c
PLDAGAT_OLE_EPA_DHA_PC_8_c	1	12dgr1819Z205n3_c
PLDAGAT_OLE_EPA_DHA_PC_8_c	1	pc182n6226n3_c
PLDAGAT_OLE_EPA_DHA_PE_9_c	1	12dgr1819Z205n3_c
PLDAGAT_OLE_EPA_DHA_PE_9_c	1	pe140226n3_c
PLDAGAT_OLE_EPA_DHA_PE_10_c	1	12dgr1819Z205n3_c
PLDAGAT_OLE_EPA_DHA_PE_10_c	1	pe160226n3_c
PLDAGAT_OLE_EPA_DHA_PE_11_c	1	12dgr1819Z205n3_c
PLDAGAT_OLE_EPA_DHA_PE_11_c	1	pe1619Z226n3_c
PLDAGAT_OLE_EPA_DHA_PE_15_c	1	12dgr1819Z205n3_c
PLDAGAT_OLE_EPA_DHA_PE_15_c	1	pe226n3_c
PLDAGAT_HDE_PALM_LNA_PC_2_c	1	12dgr1619Z160_c
PLDAGAT_HDE_PALM_LNA_PC_2_c	1	pc160182n6_c
PLDAGAT_HDE_PALM_LNA_PC_3_c	1	12dgr1619Z160_c
PLDAGAT_HDE_PALM_LNA_PC_3_c	1	pc1619Z182n6_c
PLDAGAT_HDE_PALM_LNA_PC_4_c	1	12dgr1619Z160_c
PLDAGAT_HDE_PALM_LNA_PC_4_c	1	pc180182n6_c
PLDAGAT_HDE_PALM_LNA_PC_5_c	1	12dgr1619Z160_c
PLDAGAT_HDE_PALM_LNA_PC_5_c	1	pc182_9_12_c
PLDAGAT_HDE_PALM_LNA_PC_6_c	1	12dgr1619Z160_c
PLDAGAT_HDE_PALM_LNA_PC_6_c	1	pc1819Z182n6_c
PLDAGAT_HDE_PALM_LNA_PE_11_c	1	12dgr1619Z160_c
PLDAGAT_HDE_PALM_LNA_PE_11_c	1	pe1619Z182n6_c
PLDAGAT_HDE_PALM_LNA_PE_14_c	1	12dgr1619Z160_c
PLDAGAT_HDE_PALM_LNA_PE_14_c	1	pe1819Z182n6_c
PLDAGAT_HDE_PALM_LNA_PE_16_c	1	12dgr1619Z160_c
PLDAGAT_HDE_PALM_LNA_PE_16_c	1	pe226n3182n6_c
PLDAGAT_MYRS_EPA_ARA_PC_3_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_ARA_PC_3_c	1	pc1619Z204n6_c
PLDAGAT_MYRS_EPA_ARA_PE_10_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_ARA_PE_10_c	1	pe160204n6_c
PLDAGAT_MYRS_EPA_ARA_PE_11_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_ARA_PE_11_c	1	pe1619Z204n6_c
PLDAGAT_MYRS_EPA_ARA_PE_13_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_ARA_PE_13_c	1	pe182n6204n6_c
PLDAGAT_MYRS_EPA_ARA_PE_14_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_ARA_PE_14_c	1	pe1819Z204n6_c
PLDAGAT_MYRS_EPA_ARA_PE_15_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_ARA_PE_15_c	1	pe205n3204n6_c
PLDAGAT_MYRS_EPA_MYRS_PC_1_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_MYRS_PC_1_c	1	pc140_c
PLDAGAT_MYRS_EPA_MYRS_PC_2_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_MYRS_PC_2_c	1	pc160140_c
PLDAGAT_MYRS_EPA_MYRS_PC_3_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_MYRS_PC_3_c	1	pc1619Z140_c
PLDAGAT_MYRS_EPA_MYRS_PC_4_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_MYRS_PC_4_c	1	pc180140_c
PLDAGAT_MYRS_EPA_MYRS_PC_6_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_MYRS_PC_6_c	1	pc205n3140_c
PLDAGAT_MYRS_EPA_MYRS_PC_7_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_MYRS_PC_7_c	1	pc226n3140_c
PLDAGAT_MYRS_EPA_MYRS_PE_9_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_MYRS_PE_9_c	1	pe140_c
PLDAGAT_MYRS_EPA_MYRS_PE_10_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_MYRS_PE_10_c	1	pe160140_c
PLDAGAT_MYRS_EPA_MYRS_PE_12_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_MYRS_PE_12_c	1	pe180140_c
PLDAGAT_MYRS_EPA_MYRS_PE_13_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_MYRS_PE_13_c	1	pe1819Z140_c
PLDAGAT_MYRS_EPA_MYRS_PE_16_c	1	12dgr140205n3_c
PLDAGAT_MYRS_EPA_MYRS_PE_16_c	1	pe182n6140_c
PLDAGAT_OLE_PALM_HDE_PC_1_c	1	12dgr1819Z160_c
PLDAGAT_OLE_PALM_HDE_PC_1_c	1	pc1401619Z_c
PLDAGAT_OLE_PALM_HDE_PC_2_c	1	12dgr1819Z160_c
PLDAGAT_OLE_PALM_HDE_PC_2_c	1	pc1601619Z_c
PLDAGAT_OLE_PALM_HDE_PC_3_c	1	12dgr1819Z160_c
PLDAGAT_OLE_PALM_HDE_PC_3_c	1	pc161_c
PLDAGAT_OLE_PALM_HDE_PC_4_c	1	12dgr1819Z160_c
PLDAGAT_OLE_PALM_HDE_PC_4_c	1	pc1801619Z_c
PLDAGAT_OLE_PALM_HDE_PC_5_c	1	12dgr1819Z160_c
PLDAGAT_OLE_PALM_HDE_PC_5_c	1	pc1819Z1619Z_c
PLDAGAT_OLE_PALM_HDE_PC_6_c	1	12dgr1819Z160_c
PLDAGAT_OLE_PALM_HDE_PC_6_c	1	pc205n31619Z_c
PLDAGAT_OLE_PALM_HDE_PC_7_c	1	12dgr1819Z160_c
PLDAGAT_OLE_PALM_HDE_PC_7_c	1	pc226n31619Z_c
PLDAGAT_OLE_PALM_HDE_PE_10_c	1	12dgr1819Z160_c
PLDAGAT_OLE_PALM_HDE_PE_10_c	1	pe1601619Z_c
PLDAGAT_OLE_PALM_HDE_PE_12_c	1	12dgr1819Z160_c
PLDAGAT_OLE_PALM_HDE_PE_12_c	1	pe1801619Z_c
PLDAGAT_OLE_PALM_HDE_PE_13_c	1	12dgr1819Z160_c
PLDAGAT_OLE_PALM_HDE_PE_13_c	1	pe1819Z1619Z_c
PLDAGAT_OLE_PALM_HDE_PE_16_c	1	12dgr1819Z160_c
PLDAGAT_OLE_PALM_HDE_PE_16_c	1	pe182n61619Z_c
PLDAGAT_HDE_ARA_PALM_PC_3_c	1	12dgr1619Z204n6_c
PLDAGAT_HDE_ARA_PALM_PC_3_c	1	pc1619Z160_c
PLDAGAT_HDE_ARA_PALM_PC_5_c	1	12dgr1619Z204n6_c
PLDAGAT_HDE_ARA_PALM_PC_5_c	1	pc1819Z160_c
PLDAGAT_HDE_ARA_PALM_PC_6_c	1	12dgr1619Z204n6_c
PLDAGAT_HDE_ARA_PALM_PC_6_c	1	pc205n3160_c
PLDAGAT_HDE_ARA_PALM_PC_7_c	1	12dgr1619Z204n6_c
PLDAGAT_HDE_ARA_PALM_PC_7_c	1	pc226n3160_c
PLDAGAT_HDE_ARA_PALM_PE_9_c	1	12dgr1619Z204n6_c
PLDAGAT_HDE_ARA_PALM_PE_9_c	1	pe140160_c
PLDAGAT_HDE_ARA_PALM_PE_10_c	1	12dgr1619Z204n6_c
PLDAGAT_HDE_ARA_PALM_PE_10_c	1	pe160_c
PLDAGAT_HDE_ARA_PALM_PE_11_c	1	12dgr1619Z204n6_c
PLDAGAT_HDE_ARA_PALM_PE_11_c	1	pe1619Z160_c
PLDAGAT_HDE_ARA_PALM_PE_13_c	1	12dgr1619Z204n6_c
PLDAGAT_HDE_ARA_PALM_PE_13_c	1	pe1819Z160_c
PLDAGAT_HDE_ARA_PALM_PE_15_c	1	12dgr1619Z204n6_c
PLDAGAT_HDE_ARA_PALM_PE_15_c	1	pe226n3160_c
PLDAGAT_HDE_ARA_PALM_PE_16_c	1	12dgr1619Z204n6_c
PLDAGAT_HDE_ARA_PALM_PE_16_c	1	pe182n6160_c
PLDAGAT_HDE_MYRS_PALM_PC_3_c	1	12dgr1619Z140_c
PLDAGAT_HDE_MYRS_PALM_PC_3_c	1	pc1619Z160_c
PLDAGAT_HDE_MYRS_PALM_PC_4_c	1	12dgr1619Z140_c
PLDAGAT_HDE_MYRS_PALM_PC_4_c	1	pc180160_c
