bigg_reaction_id	stoichiometry	substrate_bigg_id
PPTGS_KT	1	uaagmda_c
PXMO	1	h_c
PXMO	1	o2_c
PXMO	1	nadh_c
PXMO	1	p_xyl_c
R05224	1	h2o_c
R05224	2.0	atp_c
R05224	1	hgbyr_c
R05224	2.0	gln__L_c
RNADRr	1	nadh_c
RNADRr	1	rbrdxOX_c
SER_AL	1	ser__L_c
SHSL2r	1	suchms_c
SHSL2r	1	h2s_c
TOLtex	1	tol_e
TOLtpp	1	tol_p
VANLNtex	1	vanln_e
VNDH	1	vanln_c
VNDH	1	h2o_c
VNDH	1	nad_c
VNDH_3	1	nad_c
VNDH_3	1	h2o_c
VNDH_3	1	34dhbald_c
XMO	1	h_c
XMO	1	nadh_c
XMO	1	o2_c
XMO	1	tol_c
EX_pime_e	1	pime_e
ACACt2	1	acac_e
ACACt2	1	h_e
ACPS	1	h2o_c
ACPS	1	coa_c
AKO	1	akg_c
AKO	1	h2o_c
AKO	1	fad_c
ALAt4	1	ala__L_e
ALAt4	1	na1_e
ALCD2y	1	etoh_c
ALCD2y	1	nadp_c
AMID4	1	h2o_c
AMID4	1	ad_c
AMMQT6	1	2dmmq6_c
AMMQT6	1	amet_c
ANS2	1	chor_c
ANS2	1	nh4_c
ASNabc	1	asn__L_e
ASNabc	1	h2o_c
ASNabc	1	atp_c
ASPO2	1	asp__L_c
ASPO2	1	nad_c
BC10_new	2.0	ficytcc553_c
BC10_new	2.0	h_c
BC10_new	1	mql6_c
C140SN	12.0	nadph_c
C140SN	17.0	h_c
C140SN	1	actACP_c
C140SN	5.0	malACP_c
C181SN	15.0	nadph_c
C181SN	22.0	h_c
C181SN	1	actACP_c
C181SN	7.0	malACP_c
CDAPPA_HP	1	h2o_c
CDAPPA_HP	1	cdpdag_HP_c
CLPNS_HP	2.0	pg_HP_c
DDPGA	1	4h2oglt_c
DSERt2	1	h_e
DSERt2	1	ser__D_e
ETOHt2r	1	h_e
ETOHt2r	1	etoh_e
EX_ad_e	1	ad_e
EX_h2co3_e	1	h2co3_e
FRD5	1	mql6_c
FRD5	1	fum_c
FUMt3	1	fum_c
FUMt3	1	h_e
G6PDH1	1	g6p_c
G6PDH1	1	nad_c
GFUCS	1	nadph_c
GFUCS	1	h_c
GFUCS	1	gdpddman_c
GLCt2	1	glc__D_e
GLCt2	1	h_e
GUAt	1	gua_e
H2CO3TP	1	h2co3_e
HPROx	1	4hpro_LT_c
HPROx	1	nad_c
HYDA1	1	mqn6_c
HYDA1	2.0	h_c
HYDA1	1	h2_e
KAS_HP	1	myrsACP_c
KAS_HP	1	nadph_c
KAS_HP	1	malACP_c
KAS_HP	2.0	h_c
LPADSS_HP	1	u2ga_HP_c
LPADSS_HP	1	lipidX_HP_c
LPSSYN_HP	1	udpg_c
LPSSYN_HP	2.0	udpgal_c
LPSSYN_HP	3.0	gdpfuc_c
LPSSYN_HP	1	adphep_DD_c
LPSSYN_HP	2.0	uacgam_c
LPSSYN_HP	1	core_lps_hp_c
LacR	1	lac__L_c
MDH4	1	mqn6_c
MDH4	1	mal__L_c
NADPHQR	1	mqn6_c
NADPHQR	1	h_c
NADPHQR	1	nadph_c
NARK	1	no2_c
NO3t2	1	no3_e
NO3t2	1	h_e
NO3t3	1	no3_c
NO3t3	1	h_e
NOt	1	no_e
OROATP	1	h_e
OROATP	1	orot_e
PASYN_HP	1	myrsACP_c
PASYN_HP	1	c190cACP_c
PASYN_HP	1	glyc3p_c
PDH2	1	coa_c
PDH2	1	pyr_c
PDH2	1	fmn_c
PDH2	1	h_c
PEPT_HP	1	cmp_c
PEPT_HP	1	h_c
PEPT_HP	1	pe_HP_c
PGPP_HP	1	pgp_HP_c
PGPP_HP	1	h2o_c
PHCD	2.0	h2o_c
PHCD	1	1p3h5c_c
PHCD	1	nad_c
PUTA3	1	glu5sa_c
PUTA3	1	h2o_c
PUTA3	1	nad_c
RFAC_HP	1	adphep_LD_c
RFAC_HP	1	atp_c
SUCFUMt	1	succ_c
SUCFUMt	1	fum_e
THZSN	1	tyr__L_c
THZSN	1	cys__L_c
THZSN	1	dxyl_c
TMDSf	1	dump_c
TMDSf	1	mlthf_c
TMDSf	1	fmnh2_c
U23GAAT_HP	1	3hoctaACP_c
U23GAAT_HP	1	u3hga_HP_c
U2GAAT2	1	u2hga_HP_c
U2GAAT2	1	ocdcaACP_c
UAGAAT_HP	1	3hpalmACP_c
UAGAAT_HP	1	uacgam_c
UHGADA_HP	1	h2o_c
UHGADA_HP	1	u3aga_HP_c
UNK2	1	gln__L_c
UNK2	1	h_c
UNK2	1	2kmb_c
USHD_HP	1	h2o_c
USHD_HP	1	u23ga_HP_c
TDMS4	1	tre_c
TDMS4	1	mycolate_c
TDMS4	2.0	h_c
TDMS4	1	kmycolate_c
TDMS1	1	tre_c
TDMS1	1	mmycolate_c
TDMS1	2.0	h_c
TDMS1	1	mycolate_c
TATSO	1	hpmtria_c
TATSO	4.0	h_c
TATSO	2.0	omtta_c
TATSO	1	hdca_c
TATSO	1	tres_c
TAS	3.0	decda_tb_c
TAS	1	arab__D_c
TARTRt7	1	tartr__L_e
TARTRt7	1	succ_c
SHCHD3	1	dscl_c
SHCHD3	1	nad_c
SALCS	1	chor_c
RRPPDIMAS	1	dtdprmn_c
RRPPDIMAS	1	rppdima_c
RPPDIMAS	1	dtdprmn_c
RPPDIMAS	1	ppdima_c
PREPTHS	1	arachACP_c
PREPTHS	14.0	h_c
PREPTHS	2.0	malcoa_c
PREPTHS	2.0	mmcoa__S_c
PREPTHS	10.0	nadph_c
PRDX	1	meoh_c
PRDX	1	h2o2_c
PPTGS_TB2	1	uaaGgla_c
PPNCL3	1	cys__L_c
PPNCL3	1	atp_c
PPNCL3	1	4ppan_c
PPDK	1	pyr_c
PPDK	1	atp_c
PPDK	1	pi_c
PPDIMAS	1	pphthiocerol_c
PPDIMAS	2.0	h_c
PPDIMAS	2.0	tamocta_c
PNCDC	1	ptcys_c
PNCDC	1	h_c
PLIPA1E160	1	h2o_c
PLIPA1E160	1	pe160_c
PHYCBOXL	1	h_c
PHYCBOXL	1	phe__L_c
PHTHDLS2	1	h_c
PHTHDLS2	1	prepphth_c
PHTHCLR2	1	nadp_c
PHTHCLR2	1	phthclh2_c
PHTHCLR1	1	phthclh2_c
PHTHCLR1	1	nad_c
PHDCAt	1	phdca_e
PHDCATA	1	phdcacoa_c
PHDCATA	1	ACP_c
PGSA160190	1	cdpc16c19g_c
PGSA160190	1	glyc3p_c
PGPPT3	1	uggmda_c
PGPPT3	1	udcpp_c
PEAMNO	1	o2_c
PEAMNO	1	h2o_c
PEAMNO	1	peamn_c
PDIMAT	1	pdima_c
PDIMAS	2.0	tamocta_c
PDIMAS	2.0	h_c
PDIMAS	1	phthiocerol_c
PATS	1	tre_c
PATS	5.0	h_c
PATS	4.0	tmlgnc_c
PATS	1	ocdca_c
P5CRx	2.0	h_c
P5CRx	1	nadh_c
P5CRx	1	1pyr5c_c
MSHOXH	1	h2o_c
MSHOXH	1	mshfaldox_c
MNDNS2	2.0	nadh_c
MNDNS2	3.0	h_c
MNDNS2	1	dhna_c
MMSAD1	1	2mop_c
MMSAD1	1	coa_c
MMSAD1	1	nad_c
MDFDH	1	mshfald_c
MDFDH	1	nad_c
MCD	1	h_c
MCD	1	malcoa_c
MCBTS2	2.0	o2_c
MCBTS2	2.0	lys__L_c
MCBTS2	1	salc_c
MCBTS2	1	h_c
MCBTS2	1	odecoa_c
MCBTS2	1	atp_c
MCBTS2	1	bhb_c
MCBTS2	1	ser__L_c
MCBTS	2.0	o2_c
MCBTS	2.0	lys__L_c
MCBTS	1	bhb_c
MCBTS	1	h_c
MCBTS	1	odecoa_c
MCBTS	1	atp_c
MCBTS	1	salc_c
MCBTS	1	thr__L_c
MANAT3	1	pmtcoa_c
MANAT3	1	Ac1PIM2_c
MANAT2	1	pmtcoa_c
MANAT2	1	PIM2_c
MANAT1	1	PIM1_c
MANAT1	1	pmtcoa_c
UGMDDS2	1	atp_c
UGMDDS2	1	uggmd_c
UGMDDS2	1	alaala_c
UGGPT3	1	ugggmda_c
UGGPT3	1	uacgam_c
UGAGDS	1	atp_c
UGAGDS	1	ugmag_c
UGAGDS	1	26dap__M_c
UDPDPS2	1	ipdp_c
UDPDPS2	1	decdp_tb_c
UAMRH	1	o2_c
UAMRH	1	h_c
UAMRH	1	nadph_c
UAMRH	1	uamr_c
UAGPT2	1	uacgam_c
UAGPT2	1	uaGgla_c
UAAGLS1	1	uamag_c
UAAGLS1	1	lys__L_c
UAAGLS1	1	atp_c
TREabc	1	atp_c
TREabc	1	h2o_c
TREabc	1	tre_e
TRESULT	1	tre_c
TRESULT	1	paps_c
TMHAS6	1	tre_c
TMHAS6	1	tdm4_c
TMHAS6	1	tdm3_c
TMHAS5	1	tre_c
TMHAS5	1	tdm2_c
TMHAS5	1	tdm4_c
TMHAS4	1	tdm3_c
TMHAS4	1	tdm2_c
TMHAS4	1	tre_c
TMHAS2	1	tdm1_c
TMHAS2	1	tre_c
TMHAS2	1	tdm3_c
L_LACt3	1	h_e
L_LACt3	1	lac__L_c
L_LACD	2.0	ficytc_c
L_LACD	1	lac__L_c
LYSt5r	1	lys__L_e
LO	1	o2_c
LO	1	lac__L_c
LCTSabc	1	lcts_e
LCTSabc	1	atp_c
LCTSabc	1	h2o_c
HMPK3	1	utp_c
HMPK3	1	4ahmmp_c
HMPK2	1	ctp_c
HMPK2	1	4ahmmp_c
HAS	5.0	decda_tb_c
HAS	1	arab__D_c
H2td	1	h2_c
H2St1	1	h2s_c
GMT1	1	gdpmann_c
GMT1	1	decd_tb_c
GLNSP2	1	nh4_c
GLNSP2	1	uaaGgla_c
GLNSP2	1	atp_c
GLCabc	1	glc__D_e
GLCabc	1	atp_c
GLCabc	1	h2o_c
GCC2	1	alpam_c
GCC2	1	thf_c
G16MTM6	1	PIM1_c
G16MTM6	1	gdpmann_c
G16MTM2	1	Ac1PIM1_c
G16MTM2	1	gdpmann_c
G16MTM10	1	PIM5_c
G16MTM10	1	gdpmann_c
G16MTM1	1	ptd1ino160190_c
G16MTM1	1	gdpmann_c
FRDO3r	2.0	nad_c
FRDO3r	1	adfdRD_c
EX_coa_e	1	coa_e
EX_atp_e	1	atp_e
ORNt	1	orn_e
OCDCAt2	1	h_e
OCDCAt2	1	ocdca_e
NAKtr	1	na1_e
NAKtr	1	k_c
NADH2r	1	q_c
NADH2r	1	nadh_c
NADH2r	1	h_c
MYCTR2	1	gthox_c
MYCTR2	2.0	msh_c
MYCTR	1	nadp_c
MYCTR	2.0	msh_c
MYCSacp58	47.0	h_c
MYCSacp58	30.0	nadph_c
MYCSacp58	16.0	malACP_c
MYCSacp58	1	hexc_c
MYCSacp56	42.0	h_c
MYCSacp56	30.0	nadph_c
MYCSacp56	15.0	malACP_c
MYCSacp56	1	hexc_c
MYCSacp50	33.0	h_c
MYCSacp50	24.0	nadph_c
MYCSacp50	12.0	malACP_c
MYCSacp50	1	hexc_c
MYCON5	2.0	h2o_c
MYCON5	1	mkmeroacidcyc1AMP_c
MYCON5	1	chexccoa_c
MYCON4	1	mmmeroacidcyc1AMP_c
MYCON4	2.0	h2o_c
MYCON4	1	chexccoa_c
MYCON3	2.0	h2o_c
MYCON3	1	kmeroacidcyc2AMP_c
MYCON3	1	chexccoa_c
MYCFLUX5	1	mkmycolate_c
MYCFLUX3	1	kmycolate_c
MYCFLUX2	1	mmycolate_c
MYC2CYC3	1	amet_c
MYC2CYC3	1	kmeroacidcyc1ACP_c
MYC2CYC2	1	amet_c
MYC2CYC2	1	mmeroacidcyc1ACP_c
MYC2CYC1	1	amet_c
MYC2CYC1	1	meroacidcyc1ACP_c
MYC1M2	1	amet_c
MYC1M2	1	kmeroacidACP_c
MYC1M2	1	h2o_c
MYC1CYC3	1	amet_c
MYC1CYC3	1	kmeroacidACP_c
MYC1CYC1	1	amet_c
MYC1CYC1	1	meroacidACP_c
MTI	1	tre_c
EX_acysbmn_e	1	acysbmn_e
DCPE	1	decdr_tb_c
DCPDPP2	1	decdpa_tb_c
DCPDPP2	1	h2o_c
DCPDPP	1	decdpr_tb_c
DCPDPP	1	h2o_c
DCPDP	1	decdp_tb_c
DCPDP	1	h2o_c
DASYN160190	1	ctp_c
DASYN160190	1	h_c
DASYN160190	1	pa160190_c
DALAOX	1	ala__D_c
DALAOX	1	o2_c
DALAOX	1	h2o_c
Cuabc	1	cu2_e
Cuabc	1	h2o_c
Cuabc	1	atp_c
Clt	1	cl_e
CYTBD2	0.5	o2_c
CYTBD2	1	mql8_c
CYTBD2	2.0	h_c
CYO1a	2.0	ficytc_c
CYO1a	2.0	h_c
CYO1a	1	qh2_c
CPC6R	1	h_c
CPC6R	1	nadph_c
CPC6R	1	copre6_c
CPC4MT	1	amet_c
CPC4MT	1	copre4_c
CPC3MT	1	amet_c
CPC3MT	1	copre3_c
CPC2MT	1	amet_c
CPC2MT	1	copre2_c
COt	1	co_c
CODH3	2.0	h2o_c
CODH3	1	adfdOX_c
CODH3	2.0	co_c
CODH2r	2.0	fdox_c
CODH2r	1	h2o_c
CODH2r	1	co_c
CMLDC	1	4cml_c
CMCBTFU	1	fcmcbtt_c
CLPNS160190	2.0	pg160190_c
CIGAMS	1	cys__L_c
CIGAMS	1	atp_c
CIGAMS	1	igam_c
BMNMSHS	1	msh_c
BMNMSHS	1	bmn_c
ATPS1	1	h2o_c
ATPS1	1	h_c
ATPS1	1	atp_c
ARBt2r	1	h_e
ARBt2r	1	arab__L_e
ARBabc	1	h2o_c
ARBabc	1	atp_c
ARBabc	1	arab__L_e
ALDD1	1	fald_c
ALDD1	1	h2o_c
ALDD1	1	nad_c
AGPAT190	1	mstrACP_c
AGPAT190	1	1msg3p_c
AGPAT160190	1	mstrACP_c
AGPAT160190	1	1hdecg3p_c
AFE	1	arabinan_c
AFE	1	agalfragund_c
ADNK4	1	dgtp_c
ADNK4	1	adn_c
ADNK3	1	adn_c
ADNK3	1	gtp_c
FRD	1	fum_c
FRD	1	fadh2_c
FOLR2	1	nadph_c
FOLR2	1	fol_c
FETRANS	1	fmcbtt_c
FE3abc	1	atp_c
FE3abc	1	fe3_e
FE3abc	1	h2o_c
FCLT2	1	fmcbtt_c
FCLT2	1	ppp9_c
FASm340	1	mmcoa__S_c
FASm340	1	hpmdtria_c
FASm340	3.0	h_c
FASm340	2.0	nadph_c
FASm320	1	mmcoa__S_c
FASm320	3.0	h_c
FASm320	2.0	nadph_c
FASm320	1	hmtria_c
FASm300	1	mmcoa__S_c
FASm300	3.0	h_c
FASm300	1	pmocta_c
FASm300	2.0	nadph_c
FASm280	1	mmcoa__S_c
FASm280	3.0	h_c
FASm280	1	tmhexc_c
FASm280	2.0	nadph_c
FASm2602	1	mmcoa__S_c
FASm2602	3.0	h_c
FASm2602	2.0	nadph_c
FASm2602	1	tmlgnc_c
FASm2601	1	mmcoa__S_c
FASm2601	3.0	h_c
FASm2601	2.0	nadph_c
FASm2601	1	pmhexc_c
FASm260	1	mmcoa__S_c
FASm260	2.0	nadph_c
FASm260	3.0	h_c
FASm260	1	dmlgnc_c
FASm2001	1	mmcoa__S_c
FASm2001	3.0	h_c
FASm2001	2.0	nadph_c
FASm2001	1	dmarach_c
FASm180	1	octa_c
FASm180	15.0	h_c
FASm180	10.0	nadph_c
FASm180	4.0	malcoa_c
FASm180	1	mmcoa__S_c
FASPHDCA	24.0	h_c
FASPHDCA	16.0	nadph_c
FASPHDCA	1	4hbzACP_c
FASPHDCA	8.0	malACP_c
FAS200	1	malcoa_c
FAS200	3.0	h_c
FAS200	2.0	nadph_c
FAS200	1	ocdca_c
FAO2	7.0	h2o_c
FAO2	1	atp_c
FAO2	7.0	fad_c
FAO2	1	hdca_c
FAO2	8.0	coa_c
FAO2	7.0	nad_c
FAO10	1	ocdcea_c
FAO10	9.0	coa_c
FAO10	8.0	h2o_c
FAO10	7.0	fad_c
FAO10	1	atp_c
FAO10	8.0	nad_c
FAMPL2	1	h_c
FAMPL2	1	mmeroacidcyc2ACP_c
FAMPL2	1	amp_c
FAH4	1	o2_c
FAH4	1	omtta_c
FAH4	1	nadph_c
FAH4	1	h_c
FACOALPHDCA	1	atp_c
FACOALPHDCA	1	coa_c
FACOALPHDCA	1	phdca_c
FACOAL80	1	octa_c
FACOAL80	1	atp_c
FACOAL80	1	coa_c
FACOAL200	1	atp_c
FACOAL200	1	arach_c
FACOAL200	1	coa_c
EX_ppdima_e	1	ppdima_e
EX_phdca_e	1	phdca_e
EX_pdima_e	1	pdima_e
ACCC	1	hexccoa_c
ACCC	1	co2_c
AACPS11	1	ACP_c
AACPS11	1	4hbz_c
AACPS11	1	atp_c
34PHACTE	1	h2o_c
34PHACTE	1	34dhphaccoa_c
4HALDD	1	nad_c
4HALDD	1	4hoxpacd_c
4HALDD	1	h2o_c
35PHACTE	1	35dhphaccoa_c
35PHACTE	1	h2o_c
PHACTE	1	phaccoa_c
PHACTE	1	h2o_c
34DHALDD	1	34dhpac_c
34DHALDD	1	h2o_c
34DHALDD	1	nad_c
3PHACTE	1	3hphaccoa_c
3PHACTE	1	h2o_c
SALCHS2FEtonex	1	h_p
SALCHS2FEtonex	1	salchs2fe_e
GLYCDH	1	glyc_c
ABTpp2	1	abt__D_e
ABTpp2	1	h_e
NTP7	1	utp_c
NTP7	1	h2o_c
BHBtpp	1	bhb_p
BHBtpp	1	h_p
D5KGK	1	atp_c
D5KGK	1	d5kg_c
D5KGI	1	2d5kg_c
4H3NPACAM	1	4h3npac_c
4H3NPACAM	1	h2o_c
PENAM	1	peng_p
PENAM	1	h2o_p
GLYOX_2	1	lgt__S_c
GLYOX_2	1	h2o_c
3NTD2pp_1	1	h2o_p
3NTD2pp_1	1	3dhguln_c
3NTD2pp_1	1	atp_c
3NTD2pp_1	1	3ump_p
IMACTD	1	h2o_c
IMACTD	1	im4act_c
IMACTD	1	nad_c
SALCHS4FER1	2.0	salchs4fe_c
SALCHS4FER1	1	fadh2_c
SALCHS2FER1	2.0	salchs2fe_c
SALCHS2FER1	1	fadh2_c
SALCHS2FER3	2.0	salchs2fe_c
SALCHS2FER3	1	rbflvrd_c
AIPDLTAS	24.0	udpg_c
AIPDLTAS	1	isohensu24_c
ITLTAS	24.0	udpg_c
ITLTAS	1	isotensu24_c
PGPAGT	45.0	udpg_c
PGPAGT	1	prenoN_acid_c
PLTAS	1	palminsu24_c
PLTAS	24.0	udpg_c
MLTAS	24.0	udpg_c
MLTAS	1	myrisnsu24_c
SLTAS	24.0	udpg_c
SLTAS	1	stearnsu24_c
GLA	1	nad_c
GLA	1	udpgalur_c
ADHEr	1	accoa_c
ADHEr	2.0	h_c
ADHEr	2.0	nadh_c
ALLTNt2r	1	alltn_e
ALLTNt2r	1	h_e
ASPO3_1	1	asp__L_c
ASPO3_1	1	q8_c
ASPO5_1	1	asp__L_c
ASPO5_1	1	fum_c
ASPO6_1	1	asp__L_c
ASPO6_1	1	o2_c
ASPt2_2	1	asp__L_e
ASPt2_2	2.0	h_e
ASPt2_3	1	asp__L_e
ASPt2_3	3.0	h_e
C141SN	1	actACP_c
C141SN	16.0	h_c
C141SN	5.0	malACP_c
C141SN	11.0	nadph_c
CBIAT_DELETE	1	atp_c
CBIAT_DELETE	1	cbi_c
CBIAT_DELETE	1	h2o_c
CBL1abc	1	atp_c
CBL1abc	1	cbl1_e
CBL1abc	1	h2o_c
CBLAT_DELETE	1	atp_c
CBLAT_DELETE	1	cbl1_c
CBLAT_DELETE	1	h2o_c
CDAPPA_EC	0.02	cdpdag_EC_c
CDAPPA_EC	1	h2o_c
CITt7	1	cit_e
CITt7	1	succ_c
CLPNS_EC	0.04	pg_EC_c
DAPabc	1	26dap__M_e
DAPabc	1	atp_c
DAPabc	1	h2o_c
DASYN_EC	1	ctp_c
DASYN_EC	1	h_c
DASYN_EC	0.02	pa_EC_c
DDGLCNt2r	1	2ddglcn_e
DDGLCNt2r	1	h_e
DHAt	1	dha_e
DHBSr	1	23dhb_c
DHBSr	1	atp_c
DHCINDO_1	1	dhcinnm_c
DHCINDO_1	1	o2_c
ECAP_EC	1	unagamuf_c
ENTCS_1	3.0	23dhba_c
ENTCS_1	3.0	seramp_c
EX_nad_e	1	nad_e
FDH3	1	for_c
FDH3	3.0	h_c
FDH3	1	mqn8_c
FRUpts2	1	fru_e
FRUpts2	1	pep_c
FUMt2_2	1	fum_e
FUMt2_2	2.0	h_e
G6Pt6_2	1	g6p_e
G6Pt6_2	2.0	pi_c
GALCTNt2r	1	galctn__D_e
GALCTNt2r	1	h_e
GALCTt2r	1	galct__D_e
GALCTt2r	1	h_e
GALURt2r	1	galur_e
GALURt2r	1	h_e
GAMpts	1	gam_e
GAMpts	1	pep_c
GLCDe	1	glc__D_e
GLCDe	1	h2o_e
GLCDe	1	q8_c
GLYCLTt2r	1	glyclt_e
GLYCLTt2r	1	h_e
HCINNMt2r	1	3hcinnm_e
HCINNMt2r	1	h_e
HKNDDH_1	1	h2o_c
HKNDDH_1	1	hkndd_c
HPPPNDO_1	1	dhpppn_c
HPPPNDO_1	1	o2_c
HPPPNt2r	1	3hpppn_e
HPPPNt2r	1	h_e
HYD1	2.0	h_c
HYD1	1	h2_c
HYD1	1	q8_c
HYD3	1	2dmmq8_c
HYD3	2.0	h_c
HYD3	1	h2_c
IDONt2r	1	h_e
IDONt2r	1	idon__L_e
INDOLEt2r	1	h_e
INDOLEt2r	1	indole_e
LPLIPA2	0.02	agpe_EC_c
LPLIPA2	1	h2o_c
LPLIPA3	0.02	agpc_EC_c
LPLIPA3	1	h2o_c
LPLIPA5	0.02	agpc_EC_c
LPLIPA5	0.02	pg_EC_c
LPLIPA6	0.02	agpg_EC_c
LPLIPA6	0.02	pg_EC_c
MALTHXabc	1	atp_c
MALTHXabc	1	h2o_c
MALTHXabc	1	malthx_e
MALTPTabc	1	atp_c
MALTPTabc	1	h2o_c
MALTPTabc	1	maltpt_e
MALTTRabc	1	atp_c
MALTTRabc	1	h2o_c
MALTTRabc	1	malttr_e
MALTTTRabc	1	atp_c
MALTTTRabc	1	h2o_c
MALTTTRabc	1	maltttr_e
MALt2_3	3.0	h_e
MALt2_3	1	mal__L_e
PGSA_EC	0.02	cdpdag_EC_c
PGSA_EC	1	glyc3p_c
PLIPA2	1	h2o_c
PLIPA2	0.02	pe_EC_c
PLIPA3	1	h2o_c
PLIPA3	0.02	pc_EC_c
PNTOt4	1	na1_e
PNTOt4	1	pnto__R_e
PPPNt2r	1	h_e
PPPNt2r	1	pppn_e
PSD_EC	1	h_c
PSD_EC	0.02	ps_EC_c
PTRCabc	1	atp_c
PTRCabc	1	h2o_c
PTRCabc	1	ptrc_e
SBTpts	1	pep_c
SBTpts	1	sbt__D_e
SERt4	1	na1_e
SERt4	1	ser__L_e
SUCCabc	1	atp_c
SUCCabc	1	h2o_c
SUCCabc	1	succ_e
SUCCt2_2	2.0	h_e
SUCCt2_2	1	succ_e
SUCCt2_3	3.0	h_e
SUCCt2_3	1	succ_e
THD2	2.0	h_e
THD2	1	nadh_c
THD2	1	nadp_c
TMAOR1e	1	h_e
TMAOR1e	1	mql8_c
TMAOR1e	1	tmao_e
TREHe	1	h2o_e
TREHe	1	tre_e
XYLt2	1	h_e
XYLt2	1	xyl__D_e
FRD7	1	fum_c
FRD7	1	q8h2_c
SUCCt3	1	h_e
SUCCt3	1	succ_c
13PPDtex	1	13ppd_e
13PPDtpp	1	13ppd_p
ACTD	1	actn__R_c
ACTD	1	nad_c
ARD1	1	dhmtp_c
ARD1	1	o2_c
BGLK	1	atp_c
BGLK	1	cellb_c
BGLK	1	h2o_c
BLUB	1	fmnh2_c
BLUB	1	h2o_c
BLUB	1	o2_c
CELLBabc	1	atp_c
CELLBabc	1	cellb_e
CELLBabc	1	h2o_c
CITACt	1	ac_c
CITACt	1	cit_e
CYRDAS	2.0	atp_c
CYRDAS	1	cobya_c
CYRDAS	2.0	gln__L_c
CYRDAS	1	h2o_c
CYS	1	h2s_c
CYS	1	ser__L_c
D5KGPA	1	d5kgp_c
MACPT	1	acACP_c
MACPT	1	malon_c
SHCHCC	1	cobalt2_c
SHCHCC	1	dscl_c
ilvg	1	2obut_c
ilvg	1	hethmpp_c
AU1abcpp	1	h2o_c
AU1abcpp	1	atp_c
AU1abcpp	1	au_c
AEPPYRTA	1	pyr_c
AEPPYRTA	1	2ameph_c
4HOXPACMON	1	h_c
4HOXPACMON	1	nadh_c
4HOXPACMON	1	o2_c
4HOXPACMON	1	4hoxpac_c
4HOXPACMOF_1	1	o2_c
4HOXPACMOF_1	1	fadh2_c
4HOXPACMOF_1	1	4hoxpac_c
Cobalt2abcppI	1	h2o_c
Cobalt2abcppI	1	atp_c
Cobalt2abcppI	1	cobalt2_p
CODSCL5BMT	1	amet_c
CODSCL5BMT	1	codscl5b_c
COB2NDARED	2.0	cob2nda_c
COB2NDARED	1	fmnh2_c
COB1NDAAT2	1	h2o_c
COB1NDAAT2	1	atp_c
COB1NDAAT2	1	cob1nda_c
APPK	1	atp_c
APPK	1	app_c
OGLT	1	udcpp_c
OGLT	1	udpgal_c
OAP2pp	1	udcdpgalrmnmanabe_p
OAP2pp	1	udcdp2Oag_p
OAP4pp	1	udcdpgalrmnmanabe_p
OAP4pp	1	udcdp4Oag_p
OAP5pp	1	udcdpgalrmnmanabe_p
OAP5pp	1	udcdp5Oag_p
OAP6pp	1	udcdpgalrmnmanabe_p
OAP6pp	1	udcdp6Oag_p
OAP7pp	1	udcdpgalrmnmanabe_p
OAP7pp	1	udcdp7Oag_p
OAP9pp	1	udcdpgalrmnmanabe_p
OAP9pp	1	udcdp9Oag_p
OAP10pp	1	udcdpgalrmnmanabe_p
OAP10pp	1	udcdp10Oag_p
OAP11pp	1	udcdpgalrmnmanabe_p
OAP11pp	1	udcdp11Oag_p
OAP13pp	1	udcdpgalrmnmanabe_p
OAP13pp	1	udcdp13Oag_p
OAP15pp	1	udcdpgalrmnmanabe_p
OAP15pp	1	udcdp15Oag_p
OAP17pp	1	udcdpgalrmnmanabe_p
OAP17pp	1	udcdp17Oag_p
CDP4D6DGLCRx	1	h_c
CDP4D6DGLCRx	1	nadh_c
CDP4D6DGLCRx	1	cdp4dh6doglc_c
CDPABEQS	1	h_c
CDPABEQS	1	nadh_c
CDPABEQS	1	cdp4dh36ddglc_c
ICITtupp	1	icit_p
ACONCtupp	1	acon_C_p
TAGptspp	1	pep_c
TAGptspp	1	tag__D_p
TETDHpp1	1	mql8_c
TETDHpp1	1	tet_p
TSULDHpp1	2.0	h_p
TSULDHpp1	1	mql8_c
TSULDHpp1	1	tsul_p
TETDHpp3	1	q8h2_c
TETDHpp3	1	tet_p
SO3R	5.0	h_c
SO3R	3.0	nadh_c
SO3R	1	so3_c
ALAALAD_1	1	h2o_p
ALAALAD_1	1	alaala_p
4IZ5PPH	1	h2o_c
4IZ5PPH	1	4izp_c
NFLGLNH	1	h2o_c
NFLGLNH	1	nflgln_c
FEROXBFEtex	1	feroxBfe_e
FEROXEFEtex	1	feroxEfe_e
FEROXGtex	1	feroxG_e
FEROXBtex	1	feroxB_e
FEROXEtpp	1	feroxE_p
OACT	1	accoa_c
OACT	1	udcpo4_c
UDCPMT	1	gdpmann_c
UDCPMT	1	udcpgr_c
TCBO	1	q8_c
TCBO	1	tcb_c
CHITOBex	1	chitob_e
RNAMtex	1	rnam_e
TCBt2pp	1	h_p
TCBt2pp	1	tcb_p
TTONR1pp	1	mql8_c
TTONR1pp	1	tton_p
TTONR2pp	1	q8h2_c
TTONR2pp	1	tton_e
pa2_ST	76.0	pa160_p
pa2_ST	14.0	pa140_p
pa2_ST	4.0	pa161_p
pa2_ST	3.0	pa181_p
pa2_ST	2.0	pa180_p
12dgr2_ST	76.0	12dgr160_p
