CONNECTION_FROM	CONNECTION_TO	CONNECTION_TYPE
ko00010	K15634	belongs_2_pathway
map00010	K15635	belongs_2_pathway
ko00010	K15635	belongs_2_pathway
map00010	K15778	belongs_2_pathway
ko00010	K15778	belongs_2_pathway
map00010	K15779	belongs_2_pathway
ko00010	K15779	belongs_2_pathway
map00010	K15916	belongs_2_pathway
ko00010	K15916	belongs_2_pathway
map00010	K16305	belongs_2_pathway
ko00010	K16305	belongs_2_pathway
map00010	K16306	belongs_2_pathway
ko00010	K16306	belongs_2_pathway
map00010	K16370	belongs_2_pathway
ko00010	K16370	belongs_2_pathway
map00010	K18857	belongs_2_pathway
ko00010	K18857	belongs_2_pathway
map00010	K18978	belongs_2_pathway
ko00010	K18978	belongs_2_pathway
map00010	K20118	belongs_2_pathway
ko00010	K20118	belongs_2_pathway
map00010	K20866	belongs_2_pathway
ko00010	K20866	belongs_2_pathway
map00010	K21071	belongs_2_pathway
ko00010	K21071	belongs_2_pathway
map00010	K22224	belongs_2_pathway
ko00010	K22224	belongs_2_pathway
map00010	K22473	belongs_2_pathway
ko00010	K22473	belongs_2_pathway
map00010	K22474	belongs_2_pathway
ko00010	K22474	belongs_2_pathway
map00010	K24012	belongs_2_pathway
ko00010	K24012	belongs_2_pathway
map00020	K00024	belongs_2_pathway
ko00020	K00024	belongs_2_pathway
map00020	K00025	belongs_2_pathway
ko00020	K00025	belongs_2_pathway
map00020	K00026	belongs_2_pathway
ko00020	K00026	belongs_2_pathway
map00020	K00030	belongs_2_pathway
ko00020	K00030	belongs_2_pathway
map00020	K00031	belongs_2_pathway
ko00020	K00031	belongs_2_pathway
map00020	K00116	belongs_2_pathway
ko00020	K00116	belongs_2_pathway
map00020	K00161	belongs_2_pathway
ko00020	K00161	belongs_2_pathway
map00020	K00162	belongs_2_pathway
ko00020	K00162	belongs_2_pathway
map00020	K00163	belongs_2_pathway
ko00020	K00163	belongs_2_pathway
map00020	K00164	belongs_2_pathway
ko00020	K00164	belongs_2_pathway
map00020	K00169	belongs_2_pathway
ko00020	K00169	belongs_2_pathway
map00020	K00170	belongs_2_pathway
ko00020	K00170	belongs_2_pathway
map00020	K00171	belongs_2_pathway
ko00020	K00171	belongs_2_pathway
map00020	K00172	belongs_2_pathway
ko00020	K00172	belongs_2_pathway
map00020	K00174	belongs_2_pathway
ko00020	K00174	belongs_2_pathway
map00020	K00175	belongs_2_pathway
ko00020	K00175	belongs_2_pathway
map00020	K00176	belongs_2_pathway
ko00020	K00176	belongs_2_pathway
map00020	K00177	belongs_2_pathway
ko00020	K00177	belongs_2_pathway
map00020	K00189	belongs_2_pathway
ko00020	K00189	belongs_2_pathway
map00020	K00234	belongs_2_pathway
ko00020	K00234	belongs_2_pathway
map00020	K00235	belongs_2_pathway
ko00020	K00235	belongs_2_pathway
map00020	K00236	belongs_2_pathway
ko00020	K00236	belongs_2_pathway
map00020	K00237	belongs_2_pathway
ko00020	K00237	belongs_2_pathway
map00020	K00239	belongs_2_pathway
ko00020	K00239	belongs_2_pathway
map00020	K00240	belongs_2_pathway
ko00020	K00240	belongs_2_pathway
map00020	K00241	belongs_2_pathway
ko00020	K00241	belongs_2_pathway
map00020	K00242	belongs_2_pathway
ko00020	K00242	belongs_2_pathway
map00020	K00244	belongs_2_pathway
ko00020	K00244	belongs_2_pathway
map00020	K00245	belongs_2_pathway
ko00020	K00245	belongs_2_pathway
map00020	K00246	belongs_2_pathway
ko00020	K00246	belongs_2_pathway
map00020	K00247	belongs_2_pathway
ko00020	K00247	belongs_2_pathway
map00020	K00382	belongs_2_pathway
ko00020	K00382	belongs_2_pathway
map00020	K00627	belongs_2_pathway
ko00020	K00627	belongs_2_pathway
map00020	K00658	belongs_2_pathway
ko00020	K00658	belongs_2_pathway
map00020	K01596	belongs_2_pathway
ko00020	K01596	belongs_2_pathway
map00020	K01610	belongs_2_pathway
ko00020	K01610	belongs_2_pathway
map00020	K01647	belongs_2_pathway
ko00020	K01647	belongs_2_pathway
map00020	K01648	belongs_2_pathway
ko00020	K01648	belongs_2_pathway
map00020	K01675	belongs_2_pathway
ko00020	K01675	belongs_2_pathway
map00020	K01676	belongs_2_pathway
ko00020	K01676	belongs_2_pathway
map00020	K01677	belongs_2_pathway
ko00020	K01677	belongs_2_pathway
map00020	K01678	belongs_2_pathway
ko00020	K01678	belongs_2_pathway
map00020	K01679	belongs_2_pathway
ko00020	K01679	belongs_2_pathway
map00020	K01681	belongs_2_pathway
ko00020	K01681	belongs_2_pathway
map00020	K01682	belongs_2_pathway
ko00020	K01682	belongs_2_pathway
map00020	K01774	belongs_2_pathway
ko00020	K01774	belongs_2_pathway
map00020	K01899	belongs_2_pathway
ko00020	K01899	belongs_2_pathway
map00020	K01900	belongs_2_pathway
ko00020	K01900	belongs_2_pathway
map00020	K01902	belongs_2_pathway
ko00020	K01902	belongs_2_pathway
map00020	K01903	belongs_2_pathway
ko00020	K01903	belongs_2_pathway
map00020	K01958	belongs_2_pathway
ko00020	K01958	belongs_2_pathway
map00020	K01959	belongs_2_pathway
ko00020	K01959	belongs_2_pathway
map00020	K01960	belongs_2_pathway
ko00020	K01960	belongs_2_pathway
map00020	K03737	belongs_2_pathway
ko00020	K03737	belongs_2_pathway
map00020	K05942	belongs_2_pathway
ko00020	K05942	belongs_2_pathway
map00020	K15230	belongs_2_pathway
ko00020	K15230	belongs_2_pathway
map00020	K15231	belongs_2_pathway
ko00020	K15231	belongs_2_pathway
map00020	K17753	belongs_2_pathway
ko00020	K17753	belongs_2_pathway
map00020	K18118	belongs_2_pathway
ko00020	K18118	belongs_2_pathway
map00020	K18859	belongs_2_pathway
ko00020	K18859	belongs_2_pathway
map00020	K18860	belongs_2_pathway
ko00020	K18860	belongs_2_pathway
map00030	K00032	belongs_2_pathway
ko00030	K00032	belongs_2_pathway
map00030	K00033	belongs_2_pathway
ko00030	K00033	belongs_2_pathway
map00030	K00034	belongs_2_pathway
ko00030	K00034	belongs_2_pathway
map00030	K00036	belongs_2_pathway
ko00030	K00036	belongs_2_pathway
map00030	K00090	belongs_2_pathway
ko00030	K00090	belongs_2_pathway
map00030	K00115	belongs_2_pathway
ko00030	K00115	belongs_2_pathway
map00030	K00117	belongs_2_pathway
ko00030	K00117	belongs_2_pathway
map00030	K00131	belongs_2_pathway
ko00030	K00131	belongs_2_pathway
map00030	K00615	belongs_2_pathway
ko00030	K00615	belongs_2_pathway
map00030	K00616	belongs_2_pathway
ko00030	K00616	belongs_2_pathway
map00030	K00850	belongs_2_pathway
ko00030	K00850	belongs_2_pathway
map00030	K00851	belongs_2_pathway
ko00030	K00851	belongs_2_pathway
map00030	K00852	belongs_2_pathway
ko00030	K00852	belongs_2_pathway
map00030	K00874	belongs_2_pathway
ko00030	K00874	belongs_2_pathway
map00030	K00895	belongs_2_pathway
ko00030	K00895	belongs_2_pathway
map00030	K00918	belongs_2_pathway
ko00030	K00918	belongs_2_pathway
map00030	K00948	belongs_2_pathway
ko00030	K00948	belongs_2_pathway
map00030	K01053	belongs_2_pathway
ko00030	K01053	belongs_2_pathway
map00030	K01057	belongs_2_pathway
ko00030	K01057	belongs_2_pathway
map00030	K01086	belongs_2_pathway
ko00030	K01086	belongs_2_pathway
map00030	K01619	belongs_2_pathway
ko00030	K01619	belongs_2_pathway
map00030	K01621	belongs_2_pathway
ko00030	K01621	belongs_2_pathway
map00030	K01622	belongs_2_pathway
ko00030	K01622	belongs_2_pathway
map00030	K01623	belongs_2_pathway
ko00030	K01623	belongs_2_pathway
map00030	K01624	belongs_2_pathway
ko00030	K01624	belongs_2_pathway
map00030	K01625	belongs_2_pathway
ko00030	K01625	belongs_2_pathway
map00030	K01690	belongs_2_pathway
ko00030	K01690	belongs_2_pathway
map00030	K01783	belongs_2_pathway
ko00030	K01783	belongs_2_pathway
map00030	K01807	belongs_2_pathway
ko00030	K01807	belongs_2_pathway
map00030	K01808	belongs_2_pathway
ko00030	K01808	belongs_2_pathway
map00030	K01810	belongs_2_pathway
ko00030	K01810	belongs_2_pathway
map00030	K01835	belongs_2_pathway
ko00030	K01835	belongs_2_pathway
map00030	K01839	belongs_2_pathway
ko00030	K01839	belongs_2_pathway
