ReactionID	StochCoeff	Substrates	other site
R04639	1	C04895	
R07618	1	C15973	
R07618	1	C00003	
R12508	1	C00390	
R12508	2	C00007	
R00796	1	C00001	
R00796	1	C00088	
R00796	1	C00006	
R00043	1	C04547	
R00043	1	C00007	
R11192	1	C21164	
R11192	1	C00019	
R10201	1	C20436	
R10201	1	C00235	
R12497	1	C00030	
R12497	1	C22216	
R12497	2	C00019	
R02650	1	C00002	
R02650	1	C00625	
R09401	1	C00002	
R09401	1	C00876	
R09401	1	C00025	
R03858	1	C00024	
R03858	1	C01832	
R11002	1	C01282	
R11002	2	C00999	
R11002	2	C00080	
R11002	1	C00007	
R01291	1	C03539	
R03673	1	C01693	
R04103	1	C00001	
R04103	1	C05551	
R09197	1	C06627	
R09520	1	C00080	
R09520	1	C00016	
R09520	1	C00005	
R11251	1	C00001	
R11251	1	C21211	
R10916	1	C04272	
R10916	1	C00003	
R03331	1	C01225	
R03331	1	C00001	
R10005	1	C00448	
R02184	1	C00002	
R02184	1	C00404	
R04124	1	C03029	
R08879	1	C01062	
R08879	1	C00006	
R11496	2	C21414	
R11496	1	C00007	
R09185	1	C18272	
R01130	1	C00001	
R01130	1	C00130	
R01130	1	C00003	
R07752	1	C16228	
R07752	1	C00080	
R07752	1	C00005	
R10561	1	C00002	
R10561	1	C01107	
R05209	1	C00001	
R05209	1	C00165	
R09037	1	C00040	
R09037	1	C18129	
R02989	1	C00846	
R02989	1	C00006	
R07466	1	C15786	
R07566	1	C15965	
R07566	2	C00030	
R07566	2	C00007	
R02717	1	C00043	
R02717	1	C00653	
R02851	1	C00739	
R02851	1	C00161	
R04235	1	C00002	
R04235	1	C03495	
R06254	2	C05790	
R06254	1	C00007	
R04328	4	C00001	
R04328	1	C00011	
R04328	3	C00006	
R04328	1	C01189	
R00157	1	C00075	
R00157	1	C00020	
R11038	1	C00041	
R11038	1	C20954	
R09487	1	C00001	
R09487	1	C16143	
R11220	2	C00019	
R11220	1	C00613	
R02866	1	C00001	
R02866	1	C01096	
R08344	1	C07572	
R00639	1	C00226	
R00639	1	C00028	
R08691	1	C00448	
R11152	1	C00080	
R11152	1	C00007	
R11152	1	C00005	
R11152	1	C06688	
R01304	1	C00156	
R01304	1	C00029	
R02673	1	C03198	
R02673	1	C00007	
R02826	1	C02244	
R03524	1	C01326	
R03524	1	C00097	
R08117	1	C00002	
R08117	1	C00010	
R08117	1	C02371	
R05157	1	C00080	
R05157	1	C00007	
R05157	1	C06338	
R05157	1	C00004	
R06671	1	C12390	
R00885	1	C00044	
R00885	1	C00636	
R05500	1	C06790	
R05500	2	C00080	
R01813	1	C00272	
R01813	1	C00006	
R06876	1	C13620	
R04785	1	C00001	
R04785	1	C05422	
R00606	1	C00001	
R00606	2	C19671	
R00606	1	C00218	
R07679	1	C00072	
R07679	2	C00125	
R11385	1	C21330	
R11385	1	C00080	
R11385	1	C00007	
R11385	1	C00005	
R00507	1	C00001	
R00507	1	C00053	
R07902	1	C16339	
R07902	1	C00001	
R00554	1	C00002	
R00554	1	C00062	
R09845	1	C00001	
R09845	1	C20120	
R08103	1	C11272	
R08103	1	C00080	
R08103	1	C00007	
R08103	1	C00004	
R10257	1	C00190	
R10257	1	C08647	
R05612	1	C00129	
R05612	1	C01230	
R06347	1	C11871	
R07263	1	C03160	
R01424	1	C00001	
R01424	1	C01586	
R08687	1	C17261	
R08687	1	C00029	
R03642	1	C00561	
R03642	1	C01625	
R04836	1	C05474	
R04836	1	C00006	
R04632	1	C00128	
R04632	1	C04884	
R08497	1	C16735	
R00084	1	C00001	
R00084	4	C00931	
R01833	1	C00030	
R01833	1	C00280	
R01833	1	C00007	
R12279	1	C00007	
R12279	1	C03024	
R12279	1	C05631	
R00287	1	C00001	
R00287	1	C00029	
R12060	1	C02743	
R12060	1	C21877	
R06208	1	G10535	(n+1)
R06208	1	C00001	
R06795	1	C00814	
R06795	1	C00029	
R01393	1	C00168	
R01892	1	C00474	
R01892	2	C00125	
R06642	1	C12441	
R06642	1	C00080	
R06642	1	C00005	
R08645	1	C17230	
R02973	1	C00001	
R02973	1	C00831	
R05390	1	C03585	
R04024	1	C00024	
R04024	1	C02720	
R09160	1	C00080	
R09160	1	C00007	
R09160	1	C00004	
R09160	1	C07535	
R10604	1	C00001	
R10604	1	C02669	
R03248	1	C01602	
R03248	1	C00026	
R05433	2	C01504	
R05433	2	C00080	
R05433	1	C00007	
R05433	2	C00005	
R06388	1	C00080	
R06388	1	C00007	
R06388	1	C11401	
R06388	1	C00005	
R10262	1	C15539	
R10262	1	C00029	
R08709	1	C00080	
R08709	1	C17326	
R08709	1	C00004	
R04649	1	C04911	
R04649	1	C00128	
R04795	1	C05427	
R04795	1	C02139	
R02790	1	C00694	
R02790	1	C00043	
R07708	1	C11428	
R06045	1	G10492	(n)
R06045	1	G10608	
R00437	1	C00046	
R00437	1	C00009	
R09177	1	C14519	
R09177	1	C00019	
R05165	1	C06367	
R10372	1	C20587	
R12142	1	C07576	
R04825	1	C05454	
R04825	1	C00006	
R01556	1	C00024	
R01556	1	C00208	
R02552	1	C00001	
R02552	1	C04335	
R11320	1	G00092	
R11320	1	G10609	
R11685	1	C21584	
R11685	1	C00019	
R09611	1	C10192	
R09611	2	C00019	
R00890	1	C00096	
R00890	1	C02492	
R02195	1	C00296	
R02195	1	C00406	
R03156	1	C00028	
R03156	1	C01012	
R08745	1	C05337	
R08745	1	C00245	
R11648	1	C21536	
R11648	1	C00007	
R11648	1	C03024	
R08067	1	C16431	
R11032	1	C03771	
R11032	1	C00080	
R11032	1	C00005	
R11032	1	C00014	
R00123	1	C00001	
R00123	1	C00008	
R05212	1	C06517	
R05212	1	C00019	
R05414	1	C00080	
R05414	1	C00007	
R05414	1	C08060	
R05414	1	C00004	
R11071	1	C01494	
R12582	1	C22266	
R12582	1	C05172	
R12421	1	C22148	
R12518	1	C00080	
R12518	1	C17622	
R12518	1	C00005	
R06806	1	C12635	
R06806	1	C00223	
R07062	1	C14831	
R11927	1	C00006	
R11927	1	C21773	
R04204	1	C04405	
R01265	1	C00151	
R10299	1	C01175	
R10299	1	C12138	
R01407	1	C00002	
R01407	1	C02743	
R01407	1	C00638	
R02814	1	C01203	
R02814	1	C00001	
R09636	1	C00167	
R09636	1	C08980	
R09983	1	C00001	
R09983	1	C20253	
R00569	1	C00001	
R00569	1	C00063	
R04589	1	C00002	
R04589	1	C04816	
R07394	1	C00001	
R07394	1	C15651	
R05088	1	C06067	
R10235	1	C00001	
R10235	1	C01344	
R10227	1	C20454	
R10227	1	C00006	
R05586	1	C06715	
R05586	1	C00010	
R08610	1	C03088	
R08610	1	C00007	
R08610	1	C00026	
R11144	1	C17658	
R11144	1	C00003	
R11942	1	C00001	
R11942	1	C09794	
R04494	1	C00043	
R04494	1	C04500	
R02165	1	C00244	
R02165	1	C00390	
R04818	1	C05452	
R04818	1	C00003	
R04341	1	C00001	
R04341	1	C03905	
R04723	1	C00024	
R04723	1	C05220	
R05607	1	C01096	
R05607	1	C00003	
R03254	1	C00009	
R03254	1	C04478	
R07468	1	C15788	
R07987	1	C00540	
R07987	3	C00083	
R05451	1	C00002	
R05451	1	C00010	
R05451	1	C06670	
R07500	1	C05427	
R07500	1	C00544	
R10835	1	C20790	
R10835	1	C00029	
R04776	1	C05338	
R04776	1	C00025	
R07022	1	C14040	
R07022	1	C00080	
R07022	1	C00007	
R07022	1	C00005	
R10203	1	C11142	
R10203	2	C01847	
R10203	2	C00007	
R01039	1	C00116	
R01039	1	C00006	
R07543	1	C00001	
R07543	1	C15908	
R05059	1	C00028	
R05059	1	C05961	
R10538	2	C00001	
R10538	1	C19033	
R12477	1	C00001	
R12477	1	G00374	
R08767	1	C00001	
R08767	1	C00010	
R08767	1	C00223	
R08767	1	C00003	
R10301	1	C00001	
R10301	1	C18235	
R10301	1	C00003	
R05806	1	C00002	
R05806	1	C02269	
R01986	1	C00001	
R01986	1	C00006	
R01986	1	C00555	
R03790	1	C01983	
R03790	1	C00003	
R01855	1	C00001	
R01855	1	C00286	
R07666	1	C00001	
R07666	1	C03067	
R07666	1	C00006	
R05472	1	C06651	
R03818	1	C00808	
R03818	1	C00007	
R03818	1	C02069	
R08272	1	C16546	
R05565	2	C06551	
R05565	1	C00007	
R00384	1	C00040	
R00384	1	C00003	
R00198	2	C01070	
R00198	1	C00256	
R06793	1	C12631	
R08589	1	C17017	
R09284	1	C14602	
R08339	1	C07163	
R08308	1	C16587	
R11487	1	C15602	
R11487	1	C00001	
R11487	1	C00094	
R07758	1	C00154	
R07758	1	C00083	
R10695	1	C00001	
R10695	1	C20773	
R10256	1	C15539	
R10256	1	C00190	
R04156	1	C00001	
R04156	1	C03185	
R04893	1	C00001	
R04893	1	C00007	
R04893	1	C05589	
R11255	1	C21249	
R03250	1	C00086	
R03250	1	C01110	
R10644	1	C20749	
R10644	1	C00318	
R06403	1	C00001	
R06403	1	C11939	
R06403	1	C00028	
R10725	1	C20803	
R10725	1	C00080	
R10725	1	C00007	
R10725	1	C00005	
R09543	1	C01209	
R09543	1	C00019	
R04382	1	C06118	
R05663	1	C00001	
R05663	1	C07214	
R05663	1	C00006	
R07989	3	C00083	
R07989	1	C00406	
R02444	1	C00509	
R02444	1	C00007	
R02444	1	C00026	
R00453	1	C00022	
R00453	1	C00047	
R00679	1	C00078	
R00679	1	C00007	
R00829	1	C00024	
R00829	1	C00091	
R02378	1	C00065	
R02378	1	C00481	
R01517	1	C00044	
R01517	1	C00197	
R08370	1	C00448	
R12605	3	C00028	
R12605	1	C01079	
R05373	1	C02557	
R00213	1	C00001	
R00213	1	C03015	
R10553	1	C00001	
R10553	1	C05727	
R02219	1	C00080	
R02219	1	C00005	
R02219	1	C00410	
R00810	1	C00089	
R05156	1	C06333	
R05156	1	C00080	
R05156	1	C00007	
R05156	1	C00004	
R06053	1	G00293	
R06053	1	C00009	
R08541	1	C00448	
R01224	1	C00440	
R01224	1	C00006	
R08597	1	C11922	
R11881	4	C00080	
R11881	4	C19610	
R11881	1	C00007	
R04702	1	C05191	
R04702	1	C00007	
R04702	1	C03024	
R07983	1	C00001	
R07983	1	C00007	
R07983	1	C15523	
R03604	1	C01533	
R03604	1	C00001	
R08374	1	C00001	
R08374	1	C00448	
R08880	1	C00770	
R08880	1	C00006	
R10129	1	C18167	
R10129	2	C00003	
R06223	2	C00448	
R06223	1	C00080	
R06223	1	C00005	
R04050	1	C00083	
R04050	1	C02791	
R11745	1	C00760	(n+m)
R11745	1	C00030	
R11745	1	C00007	
R04285	1	C04244	
R04285	1	C00006	
R11418	1	C21349	
R11418	1	C21338	
R01905	1	C00618	
R09942	1	C00009	
R09942	1	C01674	
R02401	1	C00001	
R02401	1	C03273	
R02401	1	C00003	
R04969	1	C05764	
R04969	1	C00003	
R04192	1	C00024	
R04192	1	C03318	
R02291	1	C00441	
R02291	1	C00009	
R02291	1	C00006	
R02809	1	C00053	
R02809	1	C00706	
R03392	1	C00001	
R03392	1	C04297	
R03392	1	C00006	
R09678	1	C10193	
R09678	1	C00019	
R01251	1	C00006	
R01251	1	C00148	
R04330	1	C03852	
R04330	1	C00003	
R12330	1	C00002	
R12330	1	C05893	
R00636	1	C00161	
R01280	1	C00002	
R01280	1	C00010	
R01280	1	C00249	
R09566	4	C19688	
R09566	1	C00007	
R05844	1	C03309	
R05332	1	C00024	
R05332	1	C06156	
R02272	1	C00430	
R11312	1	C20246	
R11312	1	C04752	
R02968	1	C00829	
R02968	1	C00080	
R02968	1	C00007	
R02968	1	C00004	
R08260	1	C11376	
R08260	1	C00001	
R07765	1	C16221	
R07765	1	C00080	
R07765	1	C00004	
R00055	2	C00294	
R00055	1	C00007	
R04345	1	C04625	
R06170	1	G10615	
R06170	1	G00038	
R09870	1	C03582	
R09870	1	C00019	
R08034	1	C16396	
R03997	1	C02625	
R03997	1	C00080	
R03997	1	C00007	
R03997	1	C00005	
R00183	1	C00001	
R00183	1	C00020	
R08059	1	C00006	
R08059	1	C04377	
R02630	1	C04261	
R02630	1	C00159	
R12122	1	C11882	
R12122	2	C00007	
R12122	2	C03024	
R05685	1	C07328	
R05685	1	C00003	
R10280	1	C20482	
R02381	1	C00001	
R02381	1	C00933	
R03864	1	C02165	
R03864	1	C00006	
R09237	1	C00007	
R09237	1	C18317	
R10864	1	C20897	
R05624	1	C00001	
R05624	1	C06215	(m+n)
R11270	1	C00825	
R11270	1	C00026	
R06838	1	C00001	
R06838	1	C12838	
R09080	1	C00441	
R09080	1	C00080	
R09080	1	C00986	
R09080	1	C00005	
R06943	1	C14143	
R06943	1	C00016	
R06120	1	C00341	
R11301	1	C17705	
R01906	1	C00312	
R06578	1	C00019	
R06578	1	C12203	
R11750	1	C00490	
R11406	1	C00002	
R11406	1	C21371	
R07479	1	C07281	
R07479	1	C15853	
R00385	1	C00040	
R00385	1	C00006	
R03142	1	C00991	
R03142	1	C00008	
R01368	1	C00040	
R01368	1	C02112	
R03937	1	C00001	
R03937	1	C02411	
R06305	1	C00353	
R08655	2	C00080	
R08655	1	C17235	
R08655	2	C00007	
R08655	2	C00005	
R11158	1	C21131	
R11158	1	C00080	
R11158	1	C00007	
R11158	1	C00004	
R12294	1	G13092	
R12294	1	C00789	
R07291	1	C00001	
R07291	1	C04230	
R01331	1	C00001	
R01331	1	G10542	
R08482	1	C00398	
R00019	2	C00080	
R00019	2	C00138	
R06320	1	C11900	
R10819	1	C02476	
R02601	1	C00596	
R02601	1	C00001	
R03290	1	C01157	
R03290	1	C00003	
R07510	1	C05421	
R10037	1	C18796	
R10037	1	C00029	
R07883	1	C16312	
R07883	1	C00223	
R10472	1	C00019	
R10472	1	C10343	
R04602	1	C00007	
R04602	1	C04798	
R10264	1	C20472	
R10264	1	C00029	
R02376	1	C00583	
R03835	1	C02106	
R03835	1	C00019	
R06098	1	C00001	
R06098	1	G10504	
R02037	1	C00019	
R02037	1	C00346	
R05797	1	C11551	
R05797	1	C00001	
R05757	1	C00019	
R05757	1	C07349	
R08956	1	C18054	
R08956	1	C00025	
R07875	1	C16297	
R07875	1	C00029	
R11875	1	C00318	
R11875	1	C00080	
R11875	1	C00007	
R11875	1	C00004	
R07314	1	C00640	
R08044	1	C16395	
R08044	3	C00080	
R08044	3	C00004	
R05880	1	C11809	
R05880	1	C00001	
R04642	1	C00043	
R04642	1	C04906	
R11909	1	C21754	
R11909	1	C00006	
R08162	1	C00001	
R08162	1	C16520	
R07866	1	C16324	
R02467	1	C01678	
R02467	1	C00007	
R11198	1	C00080	
R11198	1	C00007	
R11198	1	C21168	
R11198	1	C00005	
R03044	1	C00891	
R03044	1	C00080	
R03044	1	C00005	
R02590	1	C00063	
R02590	1	C06459	
R07423	1	C15769	
R07423	1	C00007	
R07423	1	C03024	
R11794	1	C00001	
R11794	1	C21664	
R08236	1	C02380	
R08236	1	C00019	
R03834	1	C02106	
R03834	1	C00007	
R03834	1	C03024	
R04056	1	C00001	
R04056	1	C03357	
R09808	1	C19935	
R09808	1	C00533	
R12549	1	C00024	
R12549	1	C11925	
R09085	1	C00008	
R09085	1	C00267	
R03523	1	C00001	
R03523	1	C02661	
R05231	1	C06103	
R05231	1	C00006	
R02739	1	C00668	
R02734	1	C00001	
R02734	1	C04421	
R05995	1	G10616	
R05995	1	G00112	
R07647	1	C00001	
R07647	1	C00448	
R09972	1	C00341	
R01214	1	C00183	
R01214	1	C00026	
R02101	1	C00365	
R02101	1	C00143	
R04933	1	C05688	
R10510	1	C00032	
R10510	5	C00030	
R10510	4	C00007	
R11657	1	C21560	
R11657	1	C00007	
R11657	1	C03024	
R00148	1	C00390	
R00148	1	C00007	
R00148	1	C00014	
R00735	1	C00002	
R00735	1	C00062	
R00735	1	C00082	
R06807	1	C05903	
R06807	1	C00019	
R03060	1	C00001	
R03060	1	C02508	
R03291	1	C01157	
R03291	1	C00003	
R12172	1	C00154	
R12172	2	C00999	
R12172	2	C00080	
R12172	1	C00007	
R03559	1	C01455	
R03559	1	C00080	
R03559	1	C00007	
R03559	1	C00004	
R03188	1	C00001	
R03188	1	C03409	
R10862	1	C20902	
R10862	1	C00001	
R10862	1	C00006	
R05593	1	C00001	
R05593	1	C09825	
R07823	1	C00001	
R07823	1	G12336	
R12432	1	C22158	
R12432	1	C02972	
R04961	1	C05755	
R04961	1	C00003	
R00233	1	C00083	
R00932	1	C00010	
R00932	1	C02630	
R01837	1	C01227	
R01837	1	C00003	
R06307	1	C00024	
R06307	1	C11895	
R02971	1	C00002	
R02971	1	C00831	
R06916	1	C00080	
R06916	1	C14082	
R06916	1	C00007	
R06916	1	C00004	
R07101	1	C00001	
R07101	1	C14866	
R11266	1	C21176	
R11266	1	C00080	
R11266	1	C00005	
R00113	1	C00080	
R00113	1	C00027	
R00113	1	C00005	
R10165	1	C00192	
R10165	3	C00125	
R11128	1	C02490	(n)
R11128	(n-2)	C00009	
R03321	1	C01172	
R05956	1	G10609	
R05956	1	G00123	
R12291	1	C18799	
R12291	2	C01330	(side
R12291	1	C03576	
R07440	1	C00080	
R07440	1	C01494	
R07440	1	C00007	
R07440	1	C00005	
R02944	1	C01765	
R02944	1	C00003	
R01838	1	C00535	
R01838	1	C00006	
R06659	1	C12404	
R06659	1	C12447	
R08711	1	C04297	
R08711	1	C00080	
R08711	1	C00005	
R07243	1	C00019	
R07243	1	C00213	
R05097	1	C06094	
R05097	1	C00007	
R05097	1	C00026	
R01098	1	C00001	
R01098	1	C00007	
R01098	1	C00124	
R08856	1	C00043	
R08856	1	C17556	
R06094	1	C00001	
R06094	1	G00497	
R05917	1	C00001	
R05917	1	G00143	
R10390	1	C19692	(n)
R10390	1	C00282	
R07600	1	C15976	
R07600	1	C15972	
R09953	1	C06153	
R09953	1	C00003	
R04135	1	C03066	
R06371	1	C00001	
R06371	1	C11935	
R05553	1	C11355	
R05611	1	C00013	
R05611	1	C04146	
R09339	1	C18672	
R09339	1	C00080	
R01369	1	C00001	
R01369	1	C00422	
R11234	1	C00002	
R11234	1	C17696	
R05149	1	C06319	
R05149	2	C00019	
R08235	2	C00001	
R08235	1	C02380	
R08235	2	C00007	
R05914	1	G10616	
R05914	1	G00026	
R11181	1	C00001	
R11181	1	C11129	
R12499	1	C00001	
R12499	1	C22217	
R06092	1	C00001	
R06092	1	G00289	
R12264	1	C16417	
R12264	1	C00019	
R00091	2	C00010	
R00091	1	C00003	
R06291	1	C00007	
R06291	1	C06090	
R06291	1	C03024	
R05238	1	C00001	
R05238	1	C16348	
R05986	1	G10610	
R05986	1	G00015	
R06884	1	C00080	
R06884	1	C00007	
R06884	1	C13624	
R06884	1	C00004	
R00099	2	C00853	
R00099	1	C00003	
R07190	1	C15503	
R08702	1	C00001	
R08702	1	C17323	
R08702	1	C00007	
R10696	1	C00001	
R10696	1	C09821	
R04923	1	C05675	
R10665	1	C20768	
R10665	1	C00006	
R11424	1	C21375	
R11424	1	C00080	
R11424	1	C00007	
R11424	1	C00004	
R05938	1	G10611	
R05938	1	G00092	
R00313	1	C00032	
R03899	1	C02567	
R03899	1	C00001	
R03899	1	C00007	
R09056	1	C18155	
R12471	1	C00029	
R12471	1	C22181	
R05812	1	C00080	
R05812	1	C11542	
R05812	1	C00004	
R08302	1	C11004	
R10778	1	C00001	
R10778	1	C20846	
R11941	1	C00002	
R11941	1	C00001	
R11941	1	C00064	
R00269	1	C00001	
R00269	1	C00940	
R05678	1	C07288	
R05678	1	C00003	
R01138	1	C00022	
R01138	1	C00131	
R04547	1	C00016	
R04547	1	C04644	
R06455	1	C11990	
R06455	1	C11920	
R04047	1	C00001	
R04047	1	C02778	
R04047	1	C00006	
R08263	1	C00167	
R08263	1	C01516	
R02922	1	C00001	
R02922	1	C00791	
R03804	1	C00001	
R03804	1	C04131	
R09131	1	C18236	
R09131	1	C00080	
R09131	1	C00007	
R09131	1	C00005	
R01621	1	C00231	
R01621	1	C00009	
R02406	1	C00010	
R02406	1	C00490	
R02406	1	C00081	
R01134	1	C00130	
R01134	1	C00006	
R01134	1	C00014	
R06701	1	C12368	
R04917	1	C00001	
R04917	1	C00006	
R04917	1	C05654	
R04393	1	C00243	
R04393	1	C04261	
R04654	1	C00043	
R04654	1	C04922	
R09257	1	C00134	
R09257	1	C00406	
R11086	1	C00341	
R11086	1	C21001	
R06151	1	C00001	
R06151	1	G10541	
R02530	1	C03451	
R09213	1	C18301	
R09213	1	C00003	
R07079	1	C00080	
R07079	1	C00007	
R07079	1	C00005	
R07079	1	C07535	
R08256	1	C16641	
R04883	1	C00001	
R04883	1	C05577	
R04883	1	C00006	
R11148	1	C00001	
R11148	1	C21140	
R08568	1	C00441	
R08568	1	C16848	
R02620	1	C00609	
R02620	1	C00010	
R02620	1	C00006	
R09541	2	C14818	
R09541	1	C00080	
R09541	1	C00006	
R05370	1	C00001	
R05370	1	C06598	
R02190	1	C00001	
R02190	1	C05226	
R02061	1	C00448	
R02061	1	C00129	
R03554	1	C01512	
R03554	1	C00019	
R11040	1	C20926	
R11040	1	C21069	
R08895	1	C00001	
R08895	1	C17582	
R11190	1	C00001	
R11190	1	C21160	
R01326	1	C00002	
R01326	1	C00159	
R07724	1	C10208	
R07724	1	C00019	
R06489	1	C11981	
R06489	1	C11921	
R03072	1	C01739	
R03072	1	C00019	
R08431	1	C06178	
R00405	1	C00002	
R00405	1	C00010	
R00405	1	C00042	
R07661	1	C16154	
R07661	1	C17556	
R03237	1	C00063	
R03237	1	C01097	
R03406	1	C04295	
R03406	1	C00003	
R08654	1	C00001	
R08654	1	C17237	
R10779	1	C00002	
R10779	1	C00418	
R10621	1	C00001	
R10621	1	C20735	
R07831	1	C00001	
R07831	1	C06719	
R08233	1	C00002	
R08233	1	C11736	
R11873	1	C00229	
R11873	1	C21497	
R04645	1	C04910	
R04645	1	C00203	
R09488	1	C19837	
R00968	1	C00299	
R00968	1	C00044	
R02088	1	C00001	
R02088	1	C00360	
R05912	1	G00024	
R05912	1	G10610	
R07568	1	C08583	
R07568	1	C00080	
R07568	1	C00007	
R07568	2	C00138	
R09394	1	C00044	
R09394	1	C00030	
R09394	1	C00019	
R08488	1	C16724	
R04348	1	C00024	
R04348	1	C03922	
R06607	1	C06563	
R06607	1	C00007	
R06607	1	C03024	
R10336	2	C02047	
R07915	1	C16303	
R12238	1	C02745	
R12238	1	C00828	
R12238	2	C00019	
R11382	1	C21330	
R11382	1	C00080	
R11382	1	C00007	
R11382	1	C00004	
R02572	1	C00580	
R02572	1	C00019	
R08951	1	C00509	
R08951	1	C00235	
R11574	1	C21410	
R08218	1	C00002	
R08218	1	C16636	
R08218	1	C00065	
R05399	1	C07103	
R05399	1	C00080	
R05399	1	C00004	
R05487	1	C07086	
R05487	1	C00007	
R05487	1	C03024	
R05679	1	C00623	
R05679	1	C00003	
R11777	1	C00028	
R11777	1	C04578	
R07528	1	C00001	
R07528	1	C15886	
R04180	1	C04645	
R04180	1	C00001	
R06832	1	C12832	
R06832	1	C00003	
R03708	1	C00001	
R03708	1	C01770	
R06554	1	C09762	
R12306	1	C00007	
R12306	1	C00026	
R12306	1	C00223	
R01567	1	C00002	
R01567	1	C00214	
R10541	1	C00002	
R10541	1	C00001	
R10541	1	C00169	
R05268	1	C04596	
R05268	1	C00080	
R07051	1	C00219	
R07051	1	C00080	
R07051	1	C00007	
R07051	1	C00005	
R09167	1	C14335	
R09167	1	C00007	
R06866	1	C05313	
R02933	1	C00001	
R02933	1	C01040	
R10563	1	C02426	
R10563	1	C00080	
R10563	1	C00005	
R01688	1	C00002	
R01688	1	C00246	
R11336	1	C21288	
R11336	1	C00003	
R09183	1	C18276	
R09183	1	C00003	
R09809	1	C00533	
R09809	1	C00014	
R06198	1	G10609	
R06198	1	G00054	
R05289	1	C00001	
R05289	1	C06758	
R05289	1	C00006	
R07849	1	C16279	
R07640	1	C00002	
R07640	1	C00046	(m)
R05833	1	C01512	
R05833	1	C00007	
R05833	1	C03024	
R11765	1	C00272	
R11765	1	C00006	
R05309	1	C06720	
R05309	1	C00003	
R07153	1	C06473	
R07153	1	C00028	
R02237	1	C00002	
R02237	1	C00921	
R02237	1	C00025	
R02286	1	C00001	
R02286	1	C00439	
R11037	1	C00007	
R11037	1	C04874	
R06785	1	C12622	
R06785	1	C00003	
R10811	1	C17207	(n)
R10811	(n-2)	C00009	
R11176	1	C00001	
R11176	1	C21154	
R11636	1	C00063	
R11636	1	C00058	
R08147	1	C00019	
R08147	1	C16502	
R02320	1	C00022	
R02320	1	C00201	
R03892	1	C02222	
R10757	1	C05847	
R10757	1	C03657	
R11989	3	C00007	
R11989	3	C03024	
R11989	1	C09092	
R03816	1	C00080	
R03816	1	C00004	
R03816	1	C02059	
R07319	1	C00897	
R09773	1	C16157	
R09773	1	C04919	
R06796	1	C00083	
R06796	1	C05376	
R08680	1	C00024	
R08680	1	C00001	
R08680	1	C00161	
R07732	1	C16222	
R09435	1	C00001	
R09435	1	C19564	
R02898	1	C00766	
R10777	1	C00001	
R10777	1	C05281	
R06387	1	C00080	
R06387	1	C00007	
R06387	1	C11412	
R06387	1	C00005	
R11093	1	C21105	
R11093	1	C00080	
R11093	1	C00004	
R10244	1	C00009	
R10244	1	C20463	
R01113	1	C00491	
R01113	2	C00051	
R03620	1	C00001	
R03620	1	C02722	
R05781	1	C07272	
R05781	1	C00001	
R10275	1	C00448	
R09854	1	C20136	
R09854	1	C00630	
R05264	1	C00080	
R05264	1	C00007	
R05264	1	C00005	
R05264	1	C06588	
R10557	1	C20484	
R10557	1	C00007	
R11956	1	C00101	
R11956	1	C21801	
R12417	3	C00002	
R12417	1	C00078	
R12417	1	C00041	
R12417	1	C00108	
R09873	1	C00024	
R09873	1	C19947	
R05762	1	C11498	
R10559	1	C02094	
R10559	1	C00007	
R03417	1	C00001	
R03417	1	C05973	
R03675	1	C04416	
R06650	1	C12396	
R06978	1	C00024	
R06978	1	C03283	
R09535	1	C00001	
R09535	1	C02135	
R03263	1	C00662	
R03263	1	C00007	
R03263	1	C01124	
R04787	1	C00028	
R04787	1	C05414	
R09813	1	C19938	
R09813	2	C00080	
R09813	1	C00007	
R09813	2	C00138	
R10321	1	C00007	
R10321	1	C03024	
R10321	1	C20512	
R08379	1	C00473	
R08379	1	C00006	
R04558	1	C00064	
R04558	1	C04916	
R00477	1	C01990	
R00709	1	C00311	
R00709	1	C00003	
R03175	1	C15980	
R00432	1	C00044	
R00432	1	C00010	
R00432	1	C00042	
R09178	1	C00007	
R09178	1	C18259	
R00300	1	C00031	
R00300	1	C00003	
R07750	1	C16230	
R07750	1	C00019	
R12062	1	C00002	
R12062	1	C02743	
R12062	1	C21851	
R00211	1	C00022	
R00211	1	C00010	
R00211	1	C00007	
R04053	1	C02798	
R07998	1	C16415	
R07998	1	C00006	
R12093	1	C20408	
R00772	1	C00275	
R09374	1	C00001	
R09374	1	C15563	
R01243	1	C00001	
R01243	1	C00850	
R03684	1	C01708	
R10632	1	C00253	
R10632	1	C00080	
R10632	1	C20742	
R08847	1	C10447	
R05680	1	C00623	
R05680	1	C00006	
R12042	1	C00040	
R12042	1	G13102	
R11845	1	C00353	
R01454	2	C00662	
R01454	1	C00187	
R01454	2	C00080	
R01454	1	C00007	
R04093	1	C02937	
R06028	1	G10483	(n)
R06028	1	G10610	
R12251	1	C22033	
R12251	1	C00001	
R08852	1	C00080	
R08852	1	C00007	
R08852	1	C00005	
R08852	1	C17953	
R05704	2	C00028	
R05704	1	C00037	
R04470	1	C00001	
R04470	1	C06037	
R01441	1	C00002	
R01441	1	C00185	
R07376	1	C00065	
R07376	1	C00350	
R12329	1	C00001	
R12329	1	C20683	
R04049	1	C02782	
R04049	1	C00003	
R08661	1	C00029	
R08661	1	C17239	
R07800	1	C00001	
R07800	1	C16262	
R06674	1	C12393	
R07699	1	C00007	
R07699	1	C16202	
