ReactionID	StochCoeff	Substrates	other site
R00887	1	C00096	
R01166	1	C00386	
R01166	1	C00001	
R07165	1	C00001	
R07165	1	C00006	
R07165	1	C00049	
R03610	2	C00662	
R03610	2	C00080	
R03610	1	C00007	
R03610	1	C01561	
R03946	1	C00053	
R03946	1	C02453	
R11773	1	C00100	
R11773	1	C00042	
R07368	1	C15570	
R07368	1	C00007	
R07368	1	C00026	
R02136	1	C00002	
R02136	1	C00379	
R11658	1	C21560	
R11658	1	C00007	
R11658	1	C03024	
R02516	1	C00080	
R02516	1	C00007	
R02516	1	C00005	
R02516	1	C00642	
R11053	1	C00007	
R11053	1	C00105	
R11053	1	C00026	
R12318	1	C21918	
R12318	2	C00080	
R12318	1	C00007	
R12318	2	C00138	
R00187	1	C00001	
R00187	1	C06197	
R10655	1	C20759	
R10655	1	C00053	
R01367	1	C00164	
R10847	1	C20896	
R04469	1	C00052	
R04469	1	C03692	
R02208	1	C03681	
R02208	1	C00006	
R12310	1	C22070	
R07722	1	C00019	
R07722	1	C15567	
R11807	2	C00007	
R11807	1	C21696	
R11807	2	C03024	
R03712	1	C01779	
R03712	1	C00080	
R03712	1	C00007	
R03712	1	C00005	
R03030	1	C05231	
R07341	1	C02269	
R07341	1	C00215	
R03697	1	C00067	
R03697	1	C00001	
R03697	1	C01516	
R03697	1	C03161	
R11174	1	C04778	
R11174	1	C06510	
R11806	1	C21509	
R11806	1	C00007	
R11806	1	C03024	
R10694	3	C00080	
R10694	1	C20595	
R10694	3	C00007	
R10694	3	C00005	
R09351	1	C12387	
R09351	1	C11923	
R11569	1	C21473	
R04881	1	C00019	
R04881	1	C05576	
R08648	1	C00022	
R08648	1	C00109	
R06751	1	C21097	
R06751	1	C00002	
R06751	1	C00082	
R09300	1	G10614	
R09300	1	G13027	
R02130	1	C00007	
R02130	1	C03024	
R02130	1	C00377	
R00350	1	C04115	
R05369	1	C00001	
R05369	1	C06597	
R02326	1	C00002	
R02326	1	C00705	
R01063	1	C00009	
R01063	1	C00118	
R01063	1	C00006	
R03165	1	C01024	
R10608	1	C01185	
R10608	1	C00146	
R11706	1	C00002	
R11706	1	C21612	
R08668	1	C17243	
R08668	1	C00029	
R00917	1	C00099	
R00917	1	C00014	
R04242	(n-1)	C00001	
R04242	1	C03541	
R11848	1	C00001	
R11848	1	C11901	
R01135	1	C00044	
R01135	1	C00130	
R01135	1	C00049	
R03657	1	C00002	
R03657	1	C00123	
R03657	1	C01645	
R11221	1	C00019	
R11221	1	C00613	
R02952	1	C00811	
R04210	1	C03393	
R04210	1	C00003	
R11450	4	C02557	
R11450	1	C02041	
R11450	1	C00229	
R11450	8	C00080	
R11450	8	C00005	
R03827	1	C00006	
R03827	1	C02345	
R03832	1	C00019	
R03832	1	C05202	
R00143	1	C00001	
R00143	1	C00014	
R00143	1	C00003	
R00540	2	C00001	
R00540	1	C00726	
R07940	1	C13747	
R02727	1	C01083	
R02727	1	C00009	
R02204	1	C00408	
R02204	1	C00007	
R05199	1	C00140	
R05199	1	C04261	
R01471	1	C00075	
R01471	1	C03737	
R08712	1	C00729	
R08712	1	C00040	
R00851	1	C00040	
R00851	1	C00093	
R02089	1	C00002	
R02089	1	C00559	
R12439	1	C22164	
R12439	1	C00235	
R08891	1	C00064	
R08891	1	C17581	
R09201	1	C18300	
R09201	1	C00080	
R09201	1	C00007	
R09201	1	C00004	
R12141	1	C21923	
R12141	1	C00080	
R12141	1	C00005	
R02311	1	C00448	
R03628	1	C01598	
R03628	1	C00007	
R09144	1	C11148	
R10018	1	C20299	
R00383	1	C00001	
R00383	1	C00040	
R12113	1	C21914	
R12113	1	C00006	
R03945	1	C02452	
R03945	1	C00003	
R09725	1	C00001	
R09725	1	C19846	
R11306	1	C00031	
R11306	1	C00029	
R05926	1	G10609	
R05926	1	G00154	
R02368	1	C02588	
R02368	1	C00001	
R05703	1	C00006	
R05703	1	C01189	
R07442	1	C00001	
R07442	1	C00006	
R07442	1	C05610	
R11029	1	C11039	
R09147	1	C06790	
R05968	1	G00097	
R05968	1	G10615	
R02832	1	C00729	
R02832	1	C00006	
R04095	1	C02939	
R04095	1	C00016	
R02861	1	C00011	
R02861	1	C00745	
R02861	1	C00080	
R09400	1	C19152	
R09400	1	C00044	
R09400	1	C00025	
R10320	1	C03944	
R10320	2	C00007	
R10320	2	C03024	
R02514	1	C00080	
R02514	1	C00007	
R02514	1	C00642	
R02514	1	C00004	
R03381	1	C00010	
R03381	1	C06002	
R03381	1	C00003	
R00698	1	C00079	
R00698	1	C00007	
R05825	1	C00001	
R05825	1	C11632	
R12276	1	C00766	
R12276	1	C00007	
R12276	1	C03024	
R01588	1	C00001	
R01588	1	C04253	
R01588	1	C00543	
R00196	1	C00186	
R00196	2	C00125	
R03803	1	C02027	
R03803	1	C00001	
R04744	1	C05264	
R08345	1	C16608	
R08857	1	C04507	
R08857	1	C03319	
R11074	1	C00149	
R03095	1	C00002	
R03095	1	C00954	
R03095	1	C00047	
R10134	1	C00001	
R10134	1	C20383	
R03810	1	C00001	
R03810	1	C02777	
R11337	1	C01087	
R11337	1	C00003	
R06183	1	G10497	(n)
R09430	1	C19574	
R10380	1	C20543	
R10380	1	C00235	
R02432	1	C00505	
R02432	1	C00201	
R00538	1	C00001	
R00538	1	C00071	
R00538	1	C00003	
R08433	1	C00024	
R08433	1	C06021	
R08433	1	C00080	
R08210	1	C00001	
R08210	2	C00139	
R08210	1	C00235	
R05126	1	C06173	
R05126	1	C00007	
R05126	1	C00026	
R08841	1	C15793	
R08841	1	C00007	
R08841	1	C03024	
R00799	1	C00088	
R00799	1	C00084	
R00799	1	C00027	
R06257	1	C05790	
R06257	4	C00080	
R01334	1	C00001	
R01334	1	C00988	
R06660	1	C11923	
R06660	1	C12405	
R11410	1	C00001	
R11410	1	C03428	
R03404	1	C00001	
R03404	1	C04555	
R08859	1	C16718	
R08859	1	C00029	
R10743	1	C20819	
R05994	1	C00001	
R05994	1	G00124	
R07812	1	C00001	
R07812	1	G13034	
R11575	1	C21474	
R11575	1	C00007	
R12292	1	G10611	
R12292	1	G13087	
R03709	1	C01198	
R03709	1	C00003	
R00129	1	C00002	
R00129	1	C04856	
R11869	1	C00353	
R01636	1	C02236	
R01636	1	C00080	
R01636	1	C00007	
R01636	1	C00004	
R09464	1	C00001	
R09464	1	C19620	
R05453	2	C00002	
R05453	1	C00288	
R05453	1	C00001	
R05453	1	C00080	
R05453	1	C07113	
R10810	1	C20861	
R06315	1	C11902	
R12222	1	C01752	
R12222	1	C00007	
R12222	1	C00026	
R05925	1	G10613	
R05925	1	C02189	
R06973	1	C00222	
R09976	1	C00448	
R03639	1	C01617	
R03639	1	C00007	
R03639	1	C03024	
R02059	1	C00001	
R02059	1	C00357	
R10626	2	C00080	
R10626	1	C11998	
R10626	1	C00007	
R10626	2	C00138	
R00713	1	C00232	
R00713	1	C00001	
R00713	1	C00003	
R03076	1	C04261	
R03076	1	C11477	
R03689	1	C01724	
R03689	1	C00080	
R03689	1	C00005	
R09943	1	C00009	
R09943	1	C20236	
R10800	1	C05194	
R10800	1	C00003	
R07470	1	C15793	
R07470	1	C00080	
R07470	1	C00007	
R07470	1	C00005	
R02684	1	C00639	
R02684	1	C00006	
R03920	1	C00002	
R03920	1	C02336	
R01019	1	C00001	
R01019	1	C00084	
R01019	1	C00113	
R04583	1	C00128	
R04583	1	C04730	
R04596	1	C04791	
R04596	1	C00128	
R07311	1	C00001	
R07311	1	C06742	
R10216	1	C11101	
R10216	1	C00001	
R10216	1	C00007	
R01095	1	C00080	
R01095	1	C00005	
R01095	1	C00124	
R09946	1	C00002	
R09946	1	C00043	
R05598	1	C01455	
R05598	1	C00122	
R06778	1	C00002	
R06778	1	C20637	
R06778	2	C00019	
R06778	1	C12468	
R01805	1	C00001	
R01805	1	C06241	
R05522	1	C00080	
R05522	1	C00007	
R05522	1	C00005	
R05522	1	C06633	
R08463	1	C00079	
R10619	1	C00124	
R07952	1	C16388	
R07952	1	C00003	
R04199	1	C00001	
R04199	1	C00006	
R04199	1	C03972	
R08183	1	C00001	
R08183	1	C02249	
R12600	1	C20883	
R12600	1	C22004	
R11669	1	C21568	
R11669	1	C00003	
R11527	1	C00001	
R11527	1	C00681	
R04464	1	C01080	
R04464	1	C04377	
R07632	1	C00001	
R07632	1	C00341	
R10130	1	C17580	
R10130	1	C00006	
R10395	1	C16598	
R09963	1	C00341	
R11140	1	C02616	(n)
R11140	(n-2)	C00009	
R11626	1	C05778	
R11626	1	C19609	
R11048	1	C00007	
R11048	1	C01056	
R04484	1	C00024	
R04484	1	C04466	
R01580	1	C00647	
R01580	1	C00026	
R12297	1	G10613	
R12297	1	G13096	
R11281	1	C00001	
R11281	1	C21260	
R11551	1	C00001	
R11551	1	C00341	
R10369	1	C20543	
R10369	2	C00235	
R11528	1	C02743	
R11528	1	C00097	
R01242	1	C00053	
R01242	1	C15584	
R02955	1	C00024	
R02955	1	C00815	
R05354	1	C07084	
R05354	1	C00003	
R03861	1	C00198	
R03861	1	C00411	
R06831	1	C06594	
R06831	1	C00080	
R06831	1	C00007	
R06831	1	C00004	
R02604	1	C00596	
R02604	1	C00058	
R02084	1	C00091	
R02084	1	C03761	
R11265	1	C01759	
R11265	1	C00003	
R00866	1	C00002	
R00866	1	C00095	
R00892	2	C00097	
R00892	1	C00003	
R04380	1	C04052	
R12252	1	C00006	
R12252	1	C22038	
R05375	1	C06680	
R08789	1	C03329	
R08789	1	C00019	
R02255	1	C00002	
R02255	1	C00010	
R02255	1	C00423	
R04519	1	C11827	
R04519	1	C05898	
R03726	1	C04083	
R03726	1	C00019	
R10664	2	C00080	
R10664	2	C00007	
R10664	2	C00005	
R10664	1	C20765	
R00026	1	C00001	
R00026	1	C00185	
R01235	1	C00145	
R01235	1	C00019	
R07147	1	C00031	
R07147	1	C00006	
R00650	1	C00155	
R00650	1	C00019	
R04535	1	C04619	
R08796	1	C00001	
R08796	1	C05270	
R08796	1	C00083	
R08796	1	C00223	
R03918	1	C02325	
R03918	1	C00006	
R02345	1	C00117	
R02345	1	C00466	
R06321	1	C00353	
R06898	1	C14101	
R09340	1	C18332	
R00557	2	C00062	
R00557	3	C00080	
R00557	4	C00007	
R00557	3	C00005	
R03495	1	C04661	
R03495	1	C00006	
R10046	1	C00001	
R10046	1	C05841	
R11273	1	C00007	
R11273	1	C21255	
R01319	1	C00040	
R01319	1	C04233	
R05189	n	C02557	
R05189	1	C00040	
R05189	1	C00229	
R05189	2n	C00080	
R05189	2n	C00005	
R02765	1	C01213	
R09045	1	C10793	
R05270	1	C03240	
R05270	2	C00080	
R05270	1	C00007	
R05270	2	C00138	
R08904	1	C15652	
R04260	1	C04105	
R01751	1	C00898	
R07530	1	C00080	
R07530	1	C00007	
R07530	2	C00138	
R07530	1	C05433	
R05965	1	G10611	
R05965	1	G00094	
R12443	1	C22167	
R12443	1	C00019	
R08532	1	C00024	
R08532	1	C01765	
R11625	1	C19706	
R09452	1	C00712	
R09452	1	C00007	
R09452	1	C03024	
R09789	1	C00001	
R09789	1	C00448	
R03176	1	C03836	
R03176	1	C00003	
R12447	1	C00019	
R12447	1	C22169	
R04870	3	C00002	
R04870	1	C00001	
R04870	1	C00097	
R04870	1	C00183	
R04870	1	C00956	
R09146	1	C06790	
R08636	1	C17223	
R08636	1	C00003	
R08944	1	C00383	
R08944	1	C03939	
R07857	1	C02094	
R07857	2	C00028	
R11147	1	C21142	
R11147	1	C00003	
R02623	1	C00614	
R02623	1	C00019	
R06593	1	C12109	
R11743	1	C00001	
R11743	1	C21629	
R11743	2	C00139	
R12114	1	C00001	
R12114	1	C21805	
R11091	1	C00080	
R11091	1	C21103	
R11091	1	C00004	
R01476	1	C00002	
R01476	1	C00191	
R11362	1	C19686	
R01530	1	C01112	
R11988	1	C21822	
R11988	1	C00007	
R11988	1	C03024	
R09094	1	C00058	
R09948	1	C00001	
R09948	1	C20231	
R02923	1	C00001	
R02923	1	C00792	
R02923	1	C00007	
R06513	1	C00842	
R02818	1	C00716	
R06550	1	C12138	
R00529	1	C00002	
R00529	1	C00059	
R09199	1	C06626	
R09743	1	C19863	
R10985	1	C00065	
R10985	1	C00003	
R03277	1	C00022	
R03277	1	C01146	
R12108	1	C21908	
R12108	1	C00003	
R02833	1	C00001	
R02833	1	C00734	
R09343	1	C18679	
R10682	1	C15802	
R10682	3	C00007	
R10682	3	C03024	
R11467	1	C21362	
R06942	1	C00001	
R06942	1	C14144	
R08228	1	C00001	
R08228	1	C16631	
R09009	1	C00935	
R05360	1	C00001	
R05360	1	C07731	
R01211	1	C01088	
R01211	1	C00003	
R00714	1	C00232	
R00714	1	C00001	
R00714	1	C00006	
R11598	1	C03219	
R11598	1	C00007	
R11598	1	C03024	
R08513	1	C03758	
R10586	1	C20649	
R10586	1	C00019	
R12525	2	C00096	
R12525	1	C22229	
R02280	1	C00001	
R02280	1	C04282	
R04076	1	C04261	
R04076	1	C00247	
R08628	1	C17218	
R10692	1	C20594	
R10692	3	C00080	
R10692	3	C00007	
R10692	3	C00005	
R09802	1	C05903	
R09802	1	C02199	
R08073	1	C00001	
R08073	1	C16431	
R05610	1	C06322	
R00838	1	C02995	
R00838	1	C00001	
R00985	1	C00251	
R00985	1	C00014	
R12074	1	C21888	
R12074	2	C00080	
R12074	1	C00007	
R12074	2	C00138	
R05929	1	G10611	
R05929	1	G00157	
R10416	1	C20607	
R10416	1	C00007	
R10416	1	C03024	
R06240	1	G10506	(n+2)
R06361	1	C00001	
R06361	1	C00040	
R06361	1	C05557	
R06501	1	C08616	
R06501	1	C00007	
R10487	1	C00007	
R10487	1	C00026	
R10487	1	C20687	
R06355	1	C11883	
R09755	1	C04845	
R09755	1	C00052	
R05505	1	C00080	
R05505	2	C05359	
R05505	1	C03664	
R07563	1	C08592	
R07563	2	C00030	
R07563	2	C00007	
R07897	1	C16337	
R11276	1	C00080	
R11276	1	C00005	
R11276	1	C21257	
R08800	1	C17746	
R02927	1	C00002	
R02927	1	C00795	
R08410	1	C00385	
R08410	2	C00019	
R06885	1	C13629	
R11283	1	C00001	
R11283	1	C21261	
R10439	1	C00325	
R10439	1	C20622	
R07792	1	C16251	
R07792	1	C00007	
R07792	1	C03024	
R11612	1	C00513	
R11612	1	C21464	
R04557	1	C04671	
R04557	1	C00006	
R06698	1	C12436	
R10038	1	C00080	
R10038	1	C00007	
R10038	1	C20315	
R10038	1	C00005	
R12332	1	C00001	
R12332	1	C06554	
R03789	1	C01977	
R03789	1	C01449	
R08361	1	C02090	
R08361	1	C16664	
R10007	1	C00448	
R09133	1	C18238	
R09133	1	C00006	
R09810	1	C06427	
R09810	1	C00007	
R05952	1	G10611	
R05952	1	G00118	
R09594	1	C00002	
R09594	1	C01217	
R09594	1	C00025	
R00975	1	C00429	
R00975	1	C00007	
R02094	1	C00002	
R02094	1	C00364	
R08028	1	C09826	
R08909	1	C01759	
R08909	1	C18009	
R10589	1	C02247	
R10589	1	C20714	
R00165	1	C00017	
R05898	1	C01512	
R06194	1	C05915	
R10766	1	C20832	
R05584	1	C09817	
R05584	2	C04253	
R00108	2	C00997	
R00108	1	C00005	
R07337	1	C04007	
R07337	1	C02199	
R09888	1	C00448	
R09271	1	C00101	
R09271	1	C05616	
R06068	n	G10612	
R06068	n	G10610	
R00672	1	C00077	
R09615	1	C00448	
R07610	1	G10611	
R07610	1	G00388	
R09923	1	C00007	
R09923	1	C03024	
R09923	1	C11388	
R07615	1	G10611	
R07615	1	G01977	
R10333	1	C00101	
R10333	1	C04022	
R02377	1	C05979	
R02377	1	C00003	
R02142	1	C00013	
R02142	1	C00655	
R06473	1	C11978	
R06473	1	C00080	
R06473	1	C00005	
R06687	1	C12428	
R06687	1	C00019	
R08621	1	C17212	
R08621	1	C00003	
R09369	1	C05703	
R09369	1	C00019	
R08967	1	C00002	
R08967	1	C01132	
R03518	1	C04865	
R03518	1	C00001	
R08928	1	C18029	
R08030	1	C16397	
R04563	1	C00002	
R04563	1	C04736	
R04563	1	C00120	
R08508	1	C15610	
R11700	1	C00032	
R11700	2	C02745	
R11700	2	C00019	
R01533	1	C00001	
R01533	1	C00202	
R10388	1	C00001	
R10388	1	C06058	
R10388	1	C00007	
R03575	1	C00030	
R03575	1	C01485	
R01292	2	C00051	
R01292	1	C01817	
R06811	1	C05625	
R06811	1	C00190	
R00293	1	C00029	
R09295	1	G10615	
R09295	1	C02189	
R10859	1	C00001	
R10859	1	C02869	
R10859	1	C11811	
R00911	1	C00001	
R00911	1	C05341	
R09987	1	C20261	
R09987	1	C00006	
R04338	1	C03900	
R04338	1	C00026	
R10425	1	C12211	
R10425	1	C01441	
R10470	1	C00002	
R10470	1	C00001	
R10470	1	C20651	
R04194	1	C00089	
R04194	1	C03323	
R04205	1	C02621	
R04205	1	C03345	
R08521	1	C01382	
R08521	1	C16732	
R04273	1	C03798	
R02281	2	C00340	
R02281	1	C01371	
R02281	2	C00080	
R02281	1	C00007	
R08132	1	C01164	
R09198	1	C03206	
R09198	1	C00080	
R09198	1	C00007	
R09198	1	C00005	
R10006	1	C00448	
R04724	1	C05223	
R04724	1	C00003	
R01469	1	C00189	
R01469	1	C00001	
R01469	1	C00007	
R07976	1	C07130	
R07976	1	C00080	
R07976	1	C00007	
R07976	1	C00005	
R08265	1	C01516	
R08265	1	C00007	
R08265	1	C03024	
R04985	1	C00011	
R04985	1	C05807	
R11726	1	C03393	
R11726	1	C00003	
R02633	1	C00053	
R02633	1	C00616	
R09560	1	C19687	
R09560	1	C00007	
R05403	1	C07099	
R05403	2	C00051	
R07928	1	C08604	
R07928	1	C00323	
R10289	1	C20465	
R10289	1	C00080	
R10289	1	C00005	
R04832	1	C05472	
R04832	1	C00003	
R05535	1	C11352	
R01076	1	C00001	
R01076	1	C01893	
R02624	1	C00001	
R02624	1	C04142	
R02240	1	C00002	
R02240	1	C00641	
R11880	4	C00001	
R11880	4	C19610	
R11880	2	C00007	
R00210	1	C00022	
R00210	1	C00010	
R00210	1	C00006	
R10570	1	C20534	
R03765	1	C01902	
R10802	1	C01217	
R10802	1	C00028	
R01794	1	C00080	
R01794	1	C00005	
R01794	1	C00268	
R01485	1	C00152	
R01485	1	C00192	
R02177	1	C00006	
R02177	1	C00400	
R07908	1	C05905	
R10964	1	C00082	
R10964	1	C00019	
R01043	1	C00001	
R01043	1	C02979	
R03015	1	C00001	
R03015	2	C00139	
R03015	1	C01001	
R03873	1	C02172	
R00177	1	C00013	
R00177	1	C00009	
R00177	1	C00019	
R11359	2	C22150	
R11359	1	C21303	
R11359	1	C00007	
R09910	1	C01054	
R07710	1	C00805	
R07710	1	C00080	
R07710	1	C00007	
R07710	1	C00005	
R00589	1	C00065	
R03472	1	C03373	
R03472	1	C00019	
R01240	1	C15584	
R01240	1	C00029	
R06003	1	G10616	
R06003	1	G00124	
R06574	1	C10945	
R06574	1	C00019	
R08135	1	C16495	
R06234	1	G11121	
R06234	1	G10609	
R10173	1	C20394	
R10173	1	C00083	
R11629	1	C00002	
R11629	1	C21512	
R05142	1	C00001	
R05142	1	C06217	
R01836	1	C00535	
R01836	1	C00003	
R11080	1	C04046	
R00536	1	C00053	
R00536	1	C05299	
R06313	1	C00001	
R06313	1	C11902	
R07131	1	G02047	
R07131	2	G10610	
R04304	1	C06044	
R04304	1	C00003	
R09319	1	G10615	
R09319	1	G00014	
R10433	1	C00052	
R10433	1	C01289	
R11933	1	C00002	
R11933	1	C21762	
R08620	1	C17210	
R04134	1	C03063	
R04920	1	C05673	
R04920	1	C00641	
R02334	1	C00001	
R02334	1	C00461	
R11856	1	C21658	
R06787	1	C00080	
R06787	1	C00007	
R06787	1	C00004	
R06787	1	C12621	
R09038	1	C00001	
R09038	1	C05980	
R04710	1	C05197	
R04710	1	C05196	
R04710	1	C00019	
R11991	1	C21418	
R11991	1	C00007	
R11991	1	C00026	
R08807	1	C00001	
R08807	1	C17740	
R08807	1	C00223	
R10359	1	C20531	
R10359	1	C00080	
R10359	1	C00007	
R10359	1	C00005	
R07203	1	C03990	
R07203	1	C00007	
R07203	1	C03024	
R11106	1	C21110	
R11106	1	C00080	
R11106	1	C00007	
R11106	1	C01352	
R11106	1	C00698	
R02358	1	C00167	
R02358	1	C00468	
R07475	1	C00353	
R07475	1	C00129	
R11111	1	C16171	
R11111	2	C00999	
R11111	2	C00080	
R11111	1	C00007	
R03286	1	C00002	
R03286	1	C00099	
R03286	1	C01152	
R04480	1	C00010	
R04480	1	C00350	
R07021	1	C14040	
R07021	1	C00080	
R07021	1	C00007	
R07021	1	C00005	
R01798	1	C02249	
R01798	1	C02255	
R05252	1	C02370	
R09393	1	C06099	
R09393	1	C00080	
R09393	1	C00007	
R09393	1	C00005	
R10190	1	C03187	
R10190	1	C00003	
R04183	1	C03272	
R04183	1	C01132	
R00755	1	C00068	
R00755	1	C00084	
R07075	1	C14453	
R07075	1	C00080	
R07075	1	C00007	
R07075	1	C00005	
R10323	1	C20516	
R10323	2	C00080	
R10323	1	C00007	
R10323	2	C00138	
R04491	1	C00029	
R04491	1	C04487	
R05959	1	G10616	
R05959	1	G00125	
R01106	1	C00001	
R01106	1	C00088	
R01106	2	C00125	
R12170	2	C00999	
R12170	2	C00080	
R12170	1	C16179	
R12170	1	C00007	
R03064	1	C00010	
R03064	1	C00916	
R12403	6	C00999	
R12403	6	C00080	
R12403	3	C00007	
R12403	1	C05103	
R08780	1	C17550	
R08780	1	C00886	
R01075	1	C00002	
R01075	1	C00120	
R01075	1	C00010	
R03849	1	C05498	
R03849	1	C00007	
R03849	1	C03024	
R08100	1	C02359	
R08100	1	C00080	
R08100	1	C00007	
R08100	1	C00004	
R03753	1	C02956	
R03753	1	C00006	
R03493	1	C04675	
R06920	1	C14092	
R07993	1	C09827	
R07993	1	C00007	
R07993	1	C00026	
R02565	1	C00001	
R02565	1	C00576	
R02565	1	C00003	
R00768	1	C00064	
R00768	1	C00085	
R05740	2	C00999	
R05740	2	C00080	
R05740	1	C00007	
R05740	1	C01595	
R10878	1	C18847	
R10878	1	C00080	
R10878	1	C00007	
R10878	1	C00005	
R06217	1	G00370	
R04907	1	C05636	
R04907	1	C00007	
R12467	4	C00683	
R12467	1	C22178	
R12467	1	C00083	
R12467	4	C00080	
R12467	4	C00005	
R11333	1	C03604	
R09961	1	C00341	
R02570	1	C00091	
R02570	1	C15973	
R00337	1	C00001	
R00337	1	C00394	
R02505	1	C00540	
R02505	3	C00083	
R08921	1	C18021	
R08921	2	C00080	
R08921	1	C00007	
R08921	2	C00138	
R03281	1	C01147	
R03281	1	C00080	
R03281	1	C00007	
R03281	1	C00005	
R02398	1	C00487	
R09580	1	C00007	
R09580	1	C19712	
R09580	1	C03024	
R06643	10	C00083	
R06643	1	C00229	
R05167	1	C00001	
R05167	1	C06374	
R01544	1	C03752	
R11568	2	C19831	
R09483	1	C00383	
R00329	1	C00001	
R00329	1	C00454	
R09990	1	C20264	
R09990	2	C00006	
R08832	2	C03758	
R08832	1	C00007	
R09368	1	C18870	
R09368	1	C00051	
R07052	1	C00219	
R07052	1	C00080	
R07052	1	C00007	
R07052	1	C00005	
R11731	1	C06520	
R11731	1	C00019	
R03251	1	C01249	
R03251	1	C00003	
R05946	1	G10611	
R05946	1	G00113	
R05983	1	G00012	
R05983	1	G10610	
R01807	1	C00024	
R01807	1	C00270	
R00348	1	C00001	
R00348	1	C02362	
R02701	1	C00643	
R12193	1	C22068	
R12193	1	C04088	
R09136	1	C00001	
R09136	1	C18242	
R01289	1	C00155	
R01289	1	C00065	
R03476	1	C01282	
R03476	1	C00080	
R03476	1	C00007	
R03476	1	C00004	
R10732	1	C00448	
R00169	1	C00017	
R06061	2	C00103	
R02664	1	C00002	
R02664	1	C00631	
R09048	4	C00022	
R09048	3	C01672	
R06869	1	C13482	
R06869	1	C00019	
R04833	1	C05472	
R04833	1	C00006	
R07025	1	C00051	
R07025	1	C14800	
R04503	1	C00001	
R04503	1	C04817	
R09921	1	C18224	
R09921	3	C00007	
R09921	3	C03024	
R01900	1	C00311	
R03572	1	C02001	
R03572	1	C00006	
R06765	1	C12467	
R04276	1	C03648	
R04276	1	C00007	
R04276	1	C00026	
R08548	1	C00001	
R08548	1	C01094	
R11269	1	C01822	
R11269	1	C00026	
R00134	1	C00006	
R00134	1	C00058	
R11868	1	C21733	
R02932	1	C00029	
R02932	1	C06563	
R04312	1	C00013	
R04312	1	C03788	
R06514	1	C11907	
R00412	1	C00042	
R00412	1	C00028	
R01835	1	C00006	
R01835	1	C03772	
R11344	1	C15602	
R11344	1	C06142	
R06393	1	C00001	
R06393	1	C11418	
R04037	1	C00001	
R04037	1	C02741	
R00333	1	C00020	
R00333	1	C00201	
R02097	1	C00299	
R02097	1	C00459	
R07898	1	C16337	
R07898	1	C00003	
R08670	2	C00007	
R08670	2	C03024	
R08670	1	C17217	
R03874	1	C03303	
R07663	1	C00007	
R07663	1	C06677	
R04564	1	C00128	
R04564	1	C04683	
R04323	1	C04409	
R04063	1	C02825	
R04063	1	C00007	
R00534	1	C00001	
R00534	1	C02827	
R11345	1	C03391	
R11345	1	C00007	
R11345	1	C00026	
R11712	2	C02745	
R11712	2	C00062	
R11712	2	C00007	
R06615	1	C03648	
R06615	1	C00080	
R06615	1	C00005	
R07250	3	C00083	
R07250	1	C12092	
R11841	1	C04217	
R11841	1	C00001	
R11511	1	C00001	
R11511	1	C21427	
R02867	1	C00794	
R02867	1	C00081	
R05281	1	C00080	
R05281	1	C00007	
R05281	1	C00004	
R05281	1	C06677	
R08855	1	C00002	
R08855	1	C00001	
R08855	1	C00064	
R08855	1	C05893	
R10737	1	C20817	
R07715	1	C16232	
R07715	1	C00007	
R07715	1	C03024	
R12543	1	C00079	
R12543	1	C05650	
R12543	1	C00007	
R08018	1	C16392	
R08018	1	C00080	
R08018	1	C00004	
R10879	1	C18846	
R10879	1	C00080	
R10879	1	C00007	
R10879	1	C00005	
R11724	1	C21585	
R11724	1	C00003	
R04746	1	C05266	
R04728	1	C05229	
R06752	1	C12461	
R06752	1	C00007	
R05359	1	C00001	
R05359	1	C06587	
R06528	1	C12145	
R06528	1	C00001	
R11785	1	C00001	
R11785	1	C16698	
R01282	1	C00154	
R01282	1	C00028	
R02114	1	C00370	
R02114	1	C00157	
R02961	1	C00019	
R02961	1	C00821	
R10175	1	C20390	
R10175	1	C03319	
R02617	1	C00605	
R02617	1	C00093	
R10431	1	C00166	
R10431	1	C00019	
R00374	2	C00028	
R00374	1	C00037	
R07734	2	C00080	
R07734	1	C16235	
R00178	1	C00019	
R00178	1	C00080	
R04736	1	C02837	
R11549	1	C00406	
R11549	1	C00007	
R11549	1	C00026	
R01012	1	C00074	
R01012	1	C00184	
R09770	1	C00002	
R09770	1	C19878	
R09746	1	C16145	
R09746	1	C00016	
R03396	1	C02977	
R03396	1	C00003	
R12531	1	C00001	
R12531	1	C22232	
R06312	1	C00353	
R00516	1	C00475	
R00516	1	C00075	
R06221	1	G10615	
R06221	1	G00089	
R07234	1	C00240	
R07234	1	C00019	
R07813	1	C00001	
R07813	1	G13035	
R04476	1	C04426	
R04476	1	C00053	
R08307	1	C00001	
R08307	1	C16587	
R08307	1	C00003	
R01815	1	C00272	
R01815	1	C00082	
R01815	1	C00007	
R11367	1	C00002	
R11367	1	C21097	
R11367	1	C21308	
R05632	1	C00080	
R05632	1	C00007	
R05632	1	C03203	
R05632	1	C00004	
R00452	1	C00001	
R00452	1	C04020	
R00452	1	C00006	
R03907	1	C00030	
R03907	1	C02293	
R03907	2	C00007	
R01253	1	C15602	
R01253	1	C00148	
R12425	1	C22158	
R12425	1	C22159	
R09904	1	C11907	
R11847	1	C00001	
R11847	1	C00448	
R09222	1	C00001	
R09222	1	C18304	
R10738	1	C20818	
R04028	1	C03846	
