stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;alpha-L-rhamnosidase	 alpha-L-rhamnosidase T	 alpha-L-rhamnosidase N U00000;;3.2.1.40;;;;irreversible;;0;0;;;alpha-L-rhamnosidase;;true
1;rhamnogalacturonan rhamnohydrolase	 RG-rhamnohydrolase	 RG alpha-L-rhamnopyranohydrolase U00001;;3.2.1.174;;;;irreversible;;0;50;;;rhamnogalacturonan rhamnohydrolase;;true
