stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;lysozyme	 muramidase	 globulin G	 mucopeptide glucohydrolase	 globulin G1	 N,O-diacetylmuramidase	 lysozyme g	 L-7001	 1,4-N-acetylmuramidase	 mucopeptide N-acetylmuramoylhydrolase	 PR1-lysozyme U00000;;3.2.1.17;;;;irreversible;;0;0;;;lysozyme;;true
