stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;1,3-beta-D-glucan phosphorylase	 laminarin phosphoryltransferase	 1,3-beta-D-glucan:orthophosphate glucosyltransferase	 1,3-beta-D-glucan:phosphate alpha-D-glucosyltransferase U00000;;2.4.1.97;;;;irreversible;;0;0;;;1,3-beta-D-glucan phosphorylase;;true
