stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;glucan endo-1,2-beta-glucosidase	 endo-1,2-beta-glucanase	 beta-D-1,2-glucanase	 endo-(1->2)-beta-D-glucanase	 1,2-beta-D-glucan glucanohydrolase U00000;;3.2.1.71;;;;irreversible;;0;0;;;glucan endo-1,2-beta-glucosidase;;true
