stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;endo-alpha-N-acetylgalactosaminidase	 endo-alpha-acetylgalactosaminidase	 endo-alpha-N-acetyl-D-galactosaminidase	 mucinaminylserine mucinaminidase	 D-galactosyl-3-(N-acetyl-alpha-D-galactosaminyl)-L-serine mucinaminohydrolase	 endo-alpha-GalNAc-ase	 glycopeptide alpha-N-acetylgalactosaminidase	 D-galactosyl-N-acetyl-alpha-D-galactosamine D-galactosyl-N-acetyl-galactosaminohydrolase U00000;;3.2.1.97;;;;irreversible;;0;0;;;endo-alpha-N-acetylgalactosaminidase;;true
