stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;endo-(1->3)-fucoidanase	 alpha-L-fucosidase (incorrect)	 poly(1,3-alpha-L-fucoside-2/4-sulfate) glycanohydrolase U00000;;3.2.1.211;;;;irreversible;;0;0;;;endo-(1->3)-fucoidanase;;true
