stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;cellulose 1,4-beta-cellobiosidase (non-reducing end)	 exo-cellobiohydrolase	 beta-1,4-glucan cellobiohydrolase	 beta-1,4-glucan cellobiosylhydrolase	 1,4-beta-glucan cellobiosidase	 exoglucanase	 avicelase	 CBH 1	 C1 cellulase	 cellobiohydrolase I	 cellobiohydrolase	 exo-beta-1,4-glucan cellobiohydrolase	 1,4-beta-D-glucan cellobiohydrolase	 cellobiosidase U00000;;3.2.1.91;;;;irreversible;;0;0;;;cellulose 1,4-beta-cellobiosidase (non-reducing end);;true
1;3.2.1.- U00001;;3.2.1.-;;;;irreversible;;0;50;;;3.2.1.-;;true
2;endoglycosylceramidase	 endoglycoceramidase	 EGCase	 glycosyl-N-acetyl-sphingosine 1,1-beta-D-glucanohydrolase	 oligoglycosylglucosylceramide glycohydrolase	 oligoglycosylglucosyl(1<->1)ceramide glycohydrolase U00002;;3.2.1.123;;;;irreversible;;0;100;;;endoglycosylceramidase;;true
3;beta-galactofuranosidase	 exo-beta-galactofuranosidase	 exo-beta-D-galactofuranosidase	 beta-D-galactofuranosidase U00003;;3.2.1.146;;;;irreversible;;0;150;;;beta-galactofuranosidase;;true
4;chitosanase U00004;;3.2.1.132;;;;irreversible;;0;200;;;chitosanase;;true
5;galactan endo-1,6-beta-galactosidase	 endo-1,6-beta-galactanase U00005;;3.2.1.164;;;;irreversible;;0;250;;;galactan endo-1,6-beta-galactosidase;;true
6;xyloglucan-specific endo-beta-1,4-glucanase	 XEG	 xyloglucan endo-beta-1,4-glucanase	 xyloglucanase	 xyloglucanendohydrolase	 XH	 1,4-beta-D-glucan glucanohydrolase U00006;;3.2.1.151;;;;irreversible;;0;300;;;xyloglucan-specific endo-beta-1,4-glucanase;;true
7;cellulase	 endo-1,4-beta-D-glucanase	 beta-1,4-glucanase	 beta-1,4-endoglucan hydrolase	 celluase A	 cellulosin AP	 endoglucanase D	 alkali cellulase	 cellulase A 3	 celludextrinase	 9.5 cellulase	 avicelase	 pancellase SS	 1,4-(1,3	1,4)-beta-D-glucan 4-glucanohydrolase U00007;;3.2.1.4;;;;irreversible;;0;350;;;cellulase;;true
8;beta-primeverosidase U00008;;3.2.1.149;;;;irreversible;;0;400;;;beta-primeverosidase;;true
9;endo-1,4-beta-xylanase	 endo-(1->4)-beta-xylan 4-xylanohydrolase	 endo-1,4-xylanase	 xylanase	 beta-1,4-xylanase	 endo-1,4-xylanase	 endo-beta-1,4-xylanase	 endo-1,4-beta-D-xylanase	 1,4-beta-xylan xylanohydrolase	 beta-xylanase	 beta-1,4-xylan xylanohydrolase	 endo-1,4-beta-xylanase	 beta-D-xylanase U00009;;3.2.1.8;;;;irreversible;;0;450;;;endo-1,4-beta-xylanase;;true
10;glucan endo-1,3-beta-D-glucosidase	 endo-1,3-beta-glucanase	 laminarinase	 laminaranase	 oligo-1,3-glucosidase	 endo-1,3-beta-glucanase	 callase	 beta-1,3-glucanase	 kitalase	 1,3-beta-D-glucan 3-glucanohydrolase	 endo-(1,3)-beta-D-glucanase	 (1->3)-beta-glucan 3-glucanohydrolase	 endo-1,3-beta-D-glucanase	 endo-1,3-beta-glucosidase	 1,3-beta-D-glucan glucanohydrolase U00010;;3.2.1.39;;;;irreversible;;0;500;;;glucan endo-1,3-beta-D-glucosidase;;true
11;steryl-beta-glucosidase U00011;;3.2.1.104;;;;irreversible;;0;550;;;steryl-beta-glucosidase;;true
