stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;fructan beta-fructosidase	 exo-beta-D-fructosidase	 exo-beta-fructosidase	 polysaccharide beta-fructofuranosidase	 fructan exohydrolase U00000;;3.2.1.80;;;;irreversible;;0;0;;;fructan beta-fructosidase;;true
1;2,1-fructan:2,1-fructan 1-fructosyltransferase	 1,2-beta-D-fructan 1F-fructosyltransferase	 fructan:fructan fructosyl transferase	 FFT	 1,2-beta-fructan 1F-fructosyltransferase	 1,2-beta-D-fructan:1,2-beta-D-fructan 1F-beta-D-fructosyltransferase	 fructan:fructan 1-fructosyl transferase	 2,1-beta-D-fructan:2,1-beta-D-fructan 1-beta-D-fructosyltransferase U00001;;2.4.1.100;;;;irreversible;;0;50;;;2,1-fructan:2,1-fructan 1-fructosyltransferase;;true
2;6G-fructosyltransferase	 fructan:fructan 6G-fructosyltransferase	 1F(1-beta-D-fructofuranosyl)m sucrose:1F(1-beta-D-fructofuranosyl)nsucrose 6G-fructosyltransferase	 6G-FFT	 6G-FT	 6G-fructotransferase U00002;;2.4.1.243;;;;irreversible;;0;100;;;6G-fructosyltransferase;;true
3;inulinase	 inulase	 indoinulinase	 endo-inulinase	 exoinulinase	 2,1-beta-D-fructan fructanohydrolase U00003;;3.2.1.7;;;;irreversible;;0;150;;;inulinase;;true
4;beta-fructofuranosidase	 invertase	 saccharase	 glucosucrase	 beta-h-fructosidase	 beta-fructosidase	 invertin	 sucrase	 maxinvert L 1000	 fructosylinvertase	 alkaline invertase	 acid invertase U00004;;3.2.1.26;;;;irreversible;;0;200;;;beta-fructofuranosidase;;true
5;levansucrase	 sucrose 6-fructosyltransferase	 beta-2,6-fructosyltransferase	 beta-2,6-fructan:D-glucose 1-fructosyltransferase	 sucrose:2,6-beta-D-fructan 6-beta-D-fructosyltransferase	 sucrose:(2->6)-beta-D-fructan 6-beta-D-fructosyltransferase U00005;;2.4.1.10;;;;irreversible;;0;250;;;levansucrase;;true
6;sucrose:sucrose fructosyltransferase	 SST	 sucrose:sucrose 1-fructosyltransferase	 sucrose-sucrose 1-fructosyltransferase	 sucrose 1F-fructosyltransferase	 sucrose:sucrose 1F-beta-D-fructosyltransferase U00006;;2.4.1.99;;;;irreversible;;0;300;;;sucrose:sucrose fructosyltransferase;;true
7;fructan beta-(2,6)-fructosidase	 beta-(2-6)-fructan exohydrolase	 levanase	 6-FEH	 beta-(2,6)-D-fructan fructohydrolase U00007;;3.2.1.154;;;;irreversible;;0;350;;;fructan beta-(2,6)-fructosidase;;true
8;fructan beta-(2,1)-fructosidase	 beta-(2-1)-D-fructan fructohydrolase	 beta-(2-1)fructan exohydrolase	 inulinase	 1-FEH II	 1-fructan exohydrolase	 1-FEH w1	 1-FEH w2	 beta-(2-1)-linkage-specific fructan-beta-fructosidase	 beta-(2,1)-D-fructan fructohydrolase U00008;;3.2.1.153;;;;irreversible;;0;400;;;fructan beta-(2,1)-fructosidase;;true
9;2,6-beta-fructan 6-levanbiohydrolase	 beta-2,6-fructan-6-levanbiohydrolase	 2,6-beta-D-fructan 6-levanbiohydrolase	 levanbiose-producing levanase	 2,6-beta-D-fructan 6-beta-D-fructofuranosylfructohydrolase U00009;;3.2.1.64;;;;irreversible;;0;450;;;2,6-beta-fructan 6-levanbiohydrolase;;true
10;levanase	 levan hydrolase	 2,6-beta-D-fructan fructanohydrolase U00010;;3.2.1.65;;;;irreversible;;0;500;;;levanase;;true
11;2.4.1.- U00011;;2.4.1.-;;;;irreversible;;0;550;;;2.4.1.-;;true
