stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;beta-galactofuranosidase	 exo-beta-galactofuranosidase	 exo-beta-D-galactofuranosidase	 beta-D-galactofuranosidase U00000;;3.2.1.146;;;;irreversible;;0;0;;;beta-galactofuranosidase;;true
