stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;glucan 1,4-alpha-maltotetraohydrolase	 exo-maltotetraohydrolase	 1,4-alpha-D-glucan maltotetraohydrolase U00000;;3.2.1.60;;;;irreversible;;0;0;;;glucan 1,4-alpha-maltotetraohydrolase;;true
1;glucosylglycerate phosphorylase U00001;;2.4.1.352;;;;irreversible;;0;50;;;glucosylglycerate phosphorylase;;true
2;3.2.1.- U00002;;3.2.1.-;;;;irreversible;;0;100;;;3.2.1.-;;true
3;neopullulanase	 pullulanase II U00003;;3.2.1.135;;;;irreversible;;0;150;;;neopullulanase;;true
4;glucan 1,4-alpha-maltohydrolase	 maltogenic alpha-amylase	 1,4-alpha-D-glucan alpha-maltohydrolase U00004;;3.2.1.133;;;;irreversible;;0;200;;;glucan 1,4-alpha-maltohydrolase;;true
5;1,4-alpha-glucan branching enzyme	 branching enzyme	 amylo-(1,4->1,6)-transglycosylase	 Q-enzyme	 alpha-glucan-branching glycosyltransferase	 amylose isomerase	 enzymatic branching factor	 branching glycosyltransferase	 enzyme Q	 glucosan transglycosylase	 glycogen branching enzyme	 plant branching enzyme	 alpha-1,4-glucan:alpha-1,4-glucan-6-glycosyltransferase	 starch branching enzyme	 1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-alpha-D-(1,4-alpha-D-glucano)-transferase U00005;;2.4.1.18;;;;irreversible;;0;250;;;1,4-alpha-glucan branching enzyme;;true
6;alpha-amylase	 glycogenase	 alpha amylase	 endoamylase	 Taka-amylase A	 1,4-alpha-D-glucan glucanohydrolase U00006;;3.2.1.1;;;;irreversible;;0;300;;;alpha-amylase;;true
7;cyclomaltodextrin glucanotransferase	 Bacillus macerans amylase	 cyclodextrin glucanotransferase	 alpha-cyclodextrin glucanotransferase	 alpha-cyclodextrin glycosyltransferase	 beta-cyclodextrin glucanotransferase	 beta-cyclodextrin glycosyltransferase	 gamma-cyclodextrin glycosyltransferase	 cyclodextrin glycosyltransferase	 cyclomaltodextrin glucotransferase	 cyclomaltodextrin glycosyltransferase	 konchizaimu	 alpha-1,4-glucan 4-glycosyltransferase, cyclizing	 BMA	 CGTase	 neutral-cyclodextrin glycosyltransferase	 1,4-alpha-D-glucan 4-alpha-D-(1,4-alpha-D-glucano)-transferase (cyclizing) U00007;;2.4.1.19;;;;irreversible;;0;350;;;cyclomaltodextrin glucanotransferase;;true
8;sucrose alpha-glucosidase	 sucrose alpha-glucohydrolase	 sucrase	 sucrase-isomaltase	 sucrose.alpha.-glucohydrolase	 intestinal sucrase	 sucrase(invertase) U00008;;3.2.1.48;;;;irreversible;;0;400;;;sucrose alpha-glucosidase;;true
9;sucrose 6F-phosphate phosphorylase	 sucrose 6'-phosphate phosphorylase U00009;;2.4.1.329;;;;irreversible;;0;450;;;sucrose 6F-phosphate phosphorylase;;true
10;isoamylase	 debranching enzyme	 glycogen alpha-1,6-glucanohydrolase U00010;;3.2.1.68;;;;irreversible;;0;500;;;isoamylase;;true
11;isomaltulose synthase	 isomaltulose synthetase	 sucrose alpha-glucosyltransferase	 trehalulose synthase U00011;;5.4.99.11;;;;irreversible;;0;550;;;isomaltulose synthase;;true
12;pullulanase	 limit dextrinase (erroneous)	 amylopectin 6-glucanohydrolase	 bacterial debranching enzyme	 debranching enzyme	 alpha-dextrin endo-1,6-alpha-glucosidase	 R-enzyme	 pullulan alpha-1,6-glucanohydrolase U00012;;3.2.1.41;;;;irreversible;;0;600;;;pullulanase;;true
13;alpha-glucosidase	 maltase	 glucoinvertase	 glucosidosucrase	 maltase-glucoamylase	 alpha-glucopyranosidase	 glucosidoinvertase	 alpha-D-glucosidase	 alpha-glucoside hydrolase	 alpha-1,4-glucosidase U00013;;3.2.1.20;;;;irreversible;;0;650;;;alpha-glucosidase;;true
14;(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase	 malto-oligosyltrehalose synthase	 maltodextrin alpha-D-glucosyltransferase U00014;;5.4.99.15;;;;irreversible;;0;700;;;(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase;;true
15;glucan 1,6-alpha-glucosidase	 exo-1,6-beta-glucosidase	 glucodextrinase	 glucan alpha-1,6-D-glucohydrolase U00015;;3.2.1.70;;;;irreversible;;0;750;;;glucan 1,6-alpha-glucosidase;;true
16;maltose alpha-D-glucosyltransferase	 trehalose synthase	 maltose glucosylmutase U00016;;5.4.99.16;;;;irreversible;;0;800;;;maltose alpha-D-glucosyltransferase;;true
17;alpha,alpha-phosphotrehalase	 phosphotrehalase U00017;;3.2.1.93;;;;irreversible;;0;850;;;alpha,alpha-phosphotrehalase;;true
18;4-alpha-glucanotransferase	 disproportionating enzyme	 dextrin glycosyltransferase	 D-enzyme	 debranching enzyme maltodextrin glycosyltransferase	 amylomaltase	 dextrin transglycosylase	 1,4-alpha-D-glucan:1,4-alpha-D-glucan 4-alpha-D-glycosyltransferase U00018;;2.4.1.25;;;;irreversible;;0;900;;;4-alpha-glucanotransferase;;true
19;oligosaccharide 4-alpha-D-glucosyltransferase	 amylase III	 1,4-alpha-glucan:1,4-alpha-glucan 4-alpha-glucosyltransferase	 1,4-alpha-D-glucan:1,4-alpha-D-glucan 4-alpha-D-glucosyltransferase	 alpha-1,4-transglucosylase U00019;;2.4.1.161;;;;irreversible;;0;950;;;oligosaccharide 4-alpha-D-glucosyltransferase;;true
20;amylosucrase	 sucrose---glucan glucosyltransferase	 sucrose-1,4-alpha-glucan glucosyltransferase	 sucrose:1,4-alpha-D-glucan 4-alpha-D-glucosyltransferase U00020;;2.4.1.4;;;;irreversible;;0;1000;;;amylosucrase;;true
21;starch synthase (maltosyl-transferring)	 alpha1,4-glucan:maltose-1-P maltosyltransferase	 GMPMT U00021;;2.4.99.16;;;;irreversible;;0;1050;;;starch synthase (maltosyl-transferring);;true
22;sucrose phosphorylase	 sucrose glucosyltransferase	 disaccharide glucosyltransferase U00022;;2.4.1.7;;;;irreversible;;0;1100;;;sucrose phosphorylase;;true
23;4-alpha-D-{(1->4)-alpha-D-glucano}trehalose trehalohydrolase	 malto-oligosyltrehalose trehalohydrolase U00023;;3.2.1.141;;;;irreversible;;0;1150;;;4-alpha-D-{(1->4)-alpha-D-glucano}trehalose trehalohydrolase;;true
24;glucan 1,4-alpha-maltotriohydrolase	 exo-maltotriohydrolase	 maltotriohydrolase	 1,4-alpha-D-glucan maltotriohydrolase U00024;;3.2.1.116;;;;irreversible;;0;1200;;;glucan 1,4-alpha-maltotriohydrolase;;true
25;amylo-alpha-1,6-glucosidase	 amylo-1,6-glucosidase	 dextrin 6-alpha-D-glucosidase	 amylopectin 1,6-glucosidase	 dextrin-1,6-glucosidase	 glycogen phosphorylase-limit dextrin alpha-1,6-glucohydrolase U00025;;3.2.1.33;;;;irreversible;;0;1250;;;amylo-alpha-1,6-glucosidase;;true
