stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;alpha-agarase	 agarase (ambiguous)	 agaraseA33 U00000;;3.2.1.158;;;;irreversible;;0;0;;;alpha-agarase;;true
