stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;glucan endo-1,3-beta-D-glucosidase	 endo-1,3-beta-glucanase	 laminarinase	 laminaranase	 oligo-1,3-glucosidase	 endo-1,3-beta-glucanase	 callase	 beta-1,3-glucanase	 kitalase	 1,3-beta-D-glucan 3-glucanohydrolase	 endo-(1,3)-beta-D-glucanase	 (1->3)-beta-glucan 3-glucanohydrolase	 endo-1,3-beta-D-glucanase	 endo-1,3-beta-glucosidase	 1,3-beta-D-glucan glucanohydrolase U00000;;3.2.1.39;;;;irreversible;;0;0;;;glucan endo-1,3-beta-D-glucosidase;;true
