stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;4-alpha-glucanotransferase	 disproportionating enzyme	 dextrin glycosyltransferase	 D-enzyme	 debranching enzyme maltodextrin glycosyltransferase	 amylomaltase	 dextrin transglycosylase	 1,4-alpha-D-glucan:1,4-alpha-D-glucan 4-alpha-D-glycosyltransferase U00000;;2.4.1.25;;;;irreversible;;0;0;;;4-alpha-glucanotransferase;;true
